"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEX","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1_1","BP1_7_1_2","BP1_7_1_3","BP1_7_1_4","BP1_7_1_5","BP1_7_1_6","BP1_7_2_1","BP1_7_2_2","BP1_7_2_3","BP1_7_2_4","BP1_7_2_5","BP1_7_2_6","BP1_7_3_1","BP1_7_3_2","BP1_7_3_3","BP1_7_3_4","BP1_7_3_5","BP1_7_3_6","BP1_7_4_1","BP1_7_4_2","BP1_7_4_3","BP1_7_4_4","BP1_7_4_5","BP1_7_4_6","BP1_7_5_1","BP1_7_5_2","BP1_7_5_3","BP1_7_5_4","BP1_7_5_5","BP1_7_5_6","BP1_7_6_1","BP1_7_6_2","BP1_7_6_3","BP1_7_6_4","BP1_7_6_5","BP1_7_6_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_10_1","BP1_10_2","BP1_10_3","BP1_10_4","BP1_10_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1412122.044
","1412122.044.02
","1412122
","02
","02
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","2
","2
","26
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","3
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","4
","9
","2
","2
","2
","4
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1834
","U
","4
","26490
","0800
"
"1412122.072
","1412122.072.02
","1412122
","03
","02
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","2
","2
","43
","2
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1834
","U
","4
","26490
","0800
"
"1412122.095
","1412122.095.02
","1412122
","04
","02
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","2
","1
","20
","1
","1
","3
","2
","3
","2
","2
","1
","1
","2
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","2
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1834
","U
","4
","26490
","0800
"
"1412122.116
","1412122.116.01
","1412122
","05
","01
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","2
","2
","75
","1
","1
","3
","1
","3
","2
","2
","2
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","3
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","2
","2
","1
","1
","2
","
","
","9
","1
","
","
","
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2752
","U
","4
","26490
","0800
"
"1412147.016
","1412147.016.01
","1412147
","01
","01
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","1
","1
","34
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","2
","1
","1
","3
","2
","2
","2
","1
","2
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","1
","3
","3
","2
","2
","1
","3
","2
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1967
","U
","4
","26500
","0800
"
"1412147.033
","1412147.033.01
","1412147
","04
","01
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","1
","1
","47
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","4
","2
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","3
","2
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","2
","3
","2
","1
","2
","3
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","1
","0
","0
","1
","0
","1
","1
","0
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3935
","U
","4
","26500
","0800
"
"1412147.061
","1412147.061.03
","1412147
","05
","03
","14
","Jalisco
","101
","Tonala
","0009
","60
","Tonala
","0420
","01
","0
","0
","-
","1
","1
","20
","1
","1
","3
","1
","3
","3
","1
","1
","3
","2
","1
","1
","1
","2
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","2
","2
","2
","2
","2
","
","
","
","2
","2
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2951
","U
","4
","26500
","0800
"
"1413504.015
","1413504.015.05
","1413504
","03
","05
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","1
","1
","-
","5
","2
","36
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","1
","1
","2
","2
","1
","2
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","2
","9
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","2
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","220
","U
","2
","26510
","2380
"
"1413504.032
","1413504.032.01
","1413504
","04
","01
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","5
","1
","60
","2
","1
","1
","2
","3
","3
","3
","3
","3
","3
","1
","3
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","3
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","439
","U
","2
","26510
","2380
"
"1413504.051
","1413504.051.02
","1413504
","05
","02
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","5
","2
","50
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","4
","2
","1
","1
","1
","1
","2
","2
","2
","1
","1
","1
","3
","2
","2
","2
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","3
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","439
","U
","2
","26510
","2380
"
"1413504.071
","1413504.071.01
","1413504
","01
","01
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","5
","2
","51
","1
","1
","3
","1
","3
","2
","2
","3
","3
","2
","1
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","1
","3
","1
","1
","3
","2
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","659
","U
","2
","26510
","2380
"
"1413504.098
","1413504.098.07
","1413504
","02
","07
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","2
","2
","-
","5
","1
","27
","1
","1
","1
","1
","3
","3
","1
","2
","2
","1
","1
","2
","1
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","2
","1
","1
","1
","1
","
","1
","2
","1
","2
","
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","220
","U
","2
","26510
","2380
"
"1413510.013
","1413510.013.02
","1413510
","05
","02
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","2
","2
","45
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","3
","2
","1
","2
","2
","9
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1211
","U
","2
","26520
","2380
"
"1413510.039
","1413510.039.01
","1413510
","01
","01
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","2
","1
","23
","1
","2
","1
","1
","3
","1
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","908
","U
","2
","26520
","2380
"
"1413510.063
","1413510.063.02
","1413510
","02
","02
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","2
","2
","38
","1
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","1
","2
","1
","3
","2
","1
","2
","2
","2
","2
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","908
","U
","2
","26520
","2380
"
"1413510.089
","1413510.089.04
","1413510
","03
","04
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","1
","-
","2
","1
","28
","2
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","605
","U
","2
","26520
","2380
"
"1413510.112
","1413510.112.04
","1413510
","04
","04
","14
","Jalisco
","067
","Puerto Vallarta
","0031
","25
","Puerto Vallarta
","0420
","01
","0
","0
","-
","2
","2
","18
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","3
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","1
","3
","2
","2
","2
","2
","1
","2
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","3
","3
","2
","2
","2
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1211
","U
","2
","26520
","2380
"
"1414163.011
","1414163.011.01
","1414163
","05
","01
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","2
","1
","40
","2
","2
","2
","2
","3
","3
","1
","2
","2
","3
","2
","1
","2
","4
","2
","2
","1
","1
","2
","2
","2
","9
","1
","3
","2
","3
","3
","2
","1
","2
","2
","2
","1
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","1
","1
","2
","1
","2
","2
","2
","
","2
","
","3
","3
","
","2
","
","1
","0
","1
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","462
","U
","4
","26530
","0730
"
"1414163.056
","1414163.056.02
","1414163
","02
","02
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","2
","2
","45
","1
","1
","1
","1
","3
","3
","1
","2
","2
","3
","1
","3
","1
","3
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","2
","2
","3
","1
","1
","2
","2
","3
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","616
","U
","4
","26530
","0730
"
"1414163.095
","1414163.095.02
","1414163
","03
","02
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","2
","2
","59
","2
","2
","3
","2
","3
","2
","2
","2
","2
","3
","2
","2
","2
","4
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","2
","1
","2
","2
","2
","2
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","3
","4
","2
","2
","1
","3
","4
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","1
","2
","2
","2
","2
","2
","308
","U
","4
","26530
","0730
"
"1414172.005
","1414172.005.02
","1414172
","03
","02
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","5
","2
","33
","1
","1
","9
","1
","3
","9
","9
","9
","9
","2
","1
","1
","9
","1
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","148
","U
","2
","26540
","0710
"
"1414172.050
","1414172.050.01
","1414172
","01
","01
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","5
","2
","82
","1
","1
","1
","1
","3
","2
","3
","2
","2
","3
","1
","2
","3
","4
","2
","2
","2
","2
","1
","2
","2
","2
","1
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","2
","2
","2
","2
","2
","
","
","
","
","1
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","148
","U
","2
","26540
","0710
"
"1414172.083
","1414172.083.02
","1414172
","05
","02
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","5
","1
","22
","1
","1
","1
","2
","3
","3
","1
","1
","2
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","2
","2
","3
","4
","2
","
","3
","3
","4
","2
","
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","221
","U
","2
","26540
","0710
"
"1414172.095
","1414172.095.02
","1414172
","04
","02
","14
","Jalisco
","097
","Tlajomulco de Zuñiga
","0180
","61
","Tlajomulco de Zuñiga
","0420
","01
","0
","0
","-
","5
","2
","19
","1
","1
","3
","1
","3
","1
","1
","1
","2
","2
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","4
","2
","2
","1
","1
","2
","2
","3
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","148
","U
","2
","26540
","0710
"
