"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEX","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1_1","BP1_7_1_2","BP1_7_1_3","BP1_7_1_4","BP1_7_1_5","BP1_7_1_6","BP1_7_2_1","BP1_7_2_2","BP1_7_2_3","BP1_7_2_4","BP1_7_2_5","BP1_7_2_6","BP1_7_3_1","BP1_7_3_2","BP1_7_3_3","BP1_7_3_4","BP1_7_3_5","BP1_7_3_6","BP1_7_4_1","BP1_7_4_2","BP1_7_4_3","BP1_7_4_4","BP1_7_4_5","BP1_7_4_6","BP1_7_5_1","BP1_7_5_2","BP1_7_5_3","BP1_7_5_4","BP1_7_5_5","BP1_7_5_6","BP1_7_6_1","BP1_7_6_2","BP1_7_6_3","BP1_7_6_4","BP1_7_6_5","BP1_7_6_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_10_1","BP1_10_2","BP1_10_3","BP1_10_4","BP1_10_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0905644.073
","0905644.073.02
","0905644
","05
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","2
","40
","2
","1
","1
","2
","3
","2
","1
","1
","2
","2
","1
","2
","2
","1
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","3
","2
","2
","
","
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","2
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2513
","U
","2
","11500
","0110
"
"0905644.093
","0905644.093.01
","0905644
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","1
","47
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","3
","1
","2
","
","
","4
","1
","2
","1
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","4
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2513
","U
","2
","11500
","0110
"
"0905679.027
","0905679.027.04
","0905679
","03
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","2
","25
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","1
","1
","2
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","2
","1
","2
","
","
","3
","1
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","1
","2
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","4974
","U
","2
","11510
","0110
"
"0905679.057
","0905679.057.04
","0905679
","04
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","1
","30
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","1
","1
","2
","3
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","3
","1
","2
","
","
","3
","1
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4974
","U
","2
","11510
","0110
"
"0905679.095
","0905679.095.01
","0905679
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","2
","73
","2
","1
","3
","2
","3
","1
","1
","2
","2
","2
","1
","1
","2
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","2
","
","
","2
","2
","
","
","
","3
","2
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3730
","U
","2
","11510
","0110
"
"0905679.135
","0905679.135.03
","0905679
","05
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","2
","68
","2
","1
","1
","1
","3
","2
","1
","2
","2
","2
","1
","1
","2
","1
","2
","1
","2
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","2
","
","
","2
","1
","
","
","
","2
","1
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4974
","U
","2
","11510
","0110
"
"0905679.142
","0905679.142.04
","0905679
","02
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","Gustavo A. Madero
","0420
","01
","0
","0
","-
","5
","2
","45
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","3
","1
","1
","2
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","2
","2
","2
","
","
","2
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","1
","2
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","4974
","U
","2
","11510
","0110
"
"0905808.028
","0905808.028.02
","0905808
","01
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","1
","-
","3
","1
","50
","1
","1
","1
","2
","3
","3
","3
","1
","2
","2
","1
","3
","3
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","3
","2
","2
","
","
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","422
","U
","2
","11520
","0140
"
"0905808.058
","0905808.058.01
","0905808
","02
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","3
","2
","73
","2
","2
","2
","2
","3
","2
","3
","3
","3
","2
","3
","3
","3
","4
","1
","1
","1
","2
","1
","2
","2
","2
","3
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","422
","U
","2
","11520
","0140
"
"0905808.090
","0905808.090.01
","0905808
","03
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","3
","2
","47
","2
","2
","2
","2
","3
","2
","3
","2
","3
","2
","3
","3
","3
","3
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","422
","U
","2
","11520
","0140
"
"0905808.122
","0905808.122.01
","0905808
","04
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","3
","1
","62
","1
","1
","1
","1
","3
","1
","3
","1
","2
","3
","1
","3
","3
","2
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","422
","U
","2
","11520
","0140
"
"0905808.151
","0905808.151.01
","0905808
","05
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","3
","1
","61
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","3
","2
","1
","2
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","1
","1
","1
","1
","
","2
","2
","2
","2
","
","3
","2
","2
","3
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","4
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","843
","U
","2
","11520
","0140
"
"0905819.006
","0905819.006.01
","0905819
","01
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","2
","2
","72
","2
","1
","1
","2
","3
","2
","3
","3
","3
","2
","3
","3
","3
","4
","2
","2
","1
","2
","1
","2
","2
","2
","3
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","860
","U
","2
","11530
","0140
"
"0905819.021
","0905819.021.02
","0905819
","02
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","2
","2
","52
","2
","1
","1
","2
","3
","2
","3
","2
","2
","2
","3
","3
","3
","4
","2
","1
","1
","2
","1
","2
","2
","2
","3
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","2
","
","
","2
","1
","
","
","
","2
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","860
","U
","2
","11530
","0140
"
"0905819.035
","0905819.035.02
","0905819
","03
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","1
","1
","-
","2
","2
","50
","1
","1
","2
","2
","3
","1
","1
","1
","1
","2
","1
","1
","3
","3
","1
","1
","2
","1
","2
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","430
","U
","2
","11530
","0140
"
"0905819.049
","0905819.049.01
","0905819
","04
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","2
","2
","34
","2
","1
","1
","2
","3
","2
","1
","3
","3
","2
","3
","3
","3
","4
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","3
","2
","2
","
","
","3
","1
","1
","1
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","1
","2
","2
","1
","2
","2
","2
","1
","2
","430
","U
","2
","11530
","0140
"
"0905819.064
","0905819.064.01
","0905819
","05
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","2
","1
","38
","1
","1
","1
","2
","3
","2
","1
","1
","2
","2
","1
","1
","3
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","1
","2
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","3
","2
","1
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","430
","U
","2
","11530
","0140
"
"0905822.005
","0905822.005.03
","0905822
","01
","03
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","4
","1
","52
","2
","1
","1
","2
","3
","1
","1
","1
","3
","2
","1
","3
","3
","3
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","1
","1
","1
","1
","
","4
","3
","1
","1
","
","4
","2
","1
","1
","1
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","2
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1665
","U
","3
","11540
","0150
"
"0905822.033
","0905822.033.03
","0905822
","02
","03
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","4
","2
","73
","2
","1
","3
","2
","3
","2
","1
","1
","3
","2
","1
","1
","3
","4
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1665
","U
","3
","11540
","0150
"
"0905822.063
","0905822.063.02
","0905822
","03
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","4
","2
","49
","2
","1
","3
","2
","3
","1
","1
","1
","3
","2
","1
","1
","3
","3
","2
","1
","1
","2
","1
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","1
","
","
","3
","2
","1
","
","
","3
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","2
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1665
","U
","3
","11540
","0150
"
"0905822.085
","0905822.085.02
","0905822
","04
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","4
","2
","29
","2
","1
","1
","1
","3
","2
","1
","2
","2
","2
","3
","3
","3
","3
","2
","1
","1
","2
","2
","2
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","1
","1
","2
","
","
","3
","2
","
","
","
","2
","2
","
","1
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1665
","U
","3
","11540
","0150
"
"0905822.110
","0905822.110.01
","0905822
","05
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","4
","2
","65
","1
","1
","3
","1
","3
","1
","3
","3
","3
","1
","1
","3
","3
","1
","2
","1
","2
","2
","1
","2
","2
","2
","3
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1110
","U
","3
","11540
","0150
"
"0905828.020
","0905828.020.01
","0905828
","01
","01
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","1
","1
","22
","1
","1
","1
","1
","3
","1
","1
","1
","2
","2
","3
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","3
","1
","1
","1
","1
","
","2
","2
","1
","1
","
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","617
","U
","3
","11550
","0150
"
"0905828.043
","0905828.043.02
","0905828
","02
","02
","09
","Ciudad de Mexico
","006
","Iztacalco
","0001
","75
","Iztacalco
","0420
","01
","0
","0
","-
","1
","2
","78
","2
","1
","3
","2
","3
","1
","3
","3
","3
","2
","1
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","3
","2
","1
","2
","2
","2
","1
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","3
","2
","1
","1
","1
","
","
","2
","1
","1
","
","
","2
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1851
","U
","3
","11550
","0150
"
