"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0100107.0009.54","0100107.0009.54.02","0100107","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","37","2","2","3","2","3","1","1","1","1","1","1","2","2","3","1","1","2","1","1","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2","1","1","1","2","2","","","3","2","2","2","1","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3",2,"2","2","2",1204,2408,"U","2","00001","0001"
"0100107.0029.55","0100107.0029.55.01","0100107","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","23","2","2","3","1","1","2","1","1","2","2","1","1","1","4","1","1","1","1","1","2","2","2","1","2","1","2","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","1","1","2","2","","","3","3","2","2","1","1","","","","","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","4",2,"2","3","4",1204,1204,"U","2","00001","0001"
"0100107.0048.51","0100107.0048.51.01","0100107","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"1","33","2","2","2","2","3","2","2","2","2","2","2","2","2","9","1","1","1","1","1","2","2","2","2","2","2","2","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2",1,"2","2","2",1204,1204,"U","2","00001","0001"
"0100107.0066.52","0100107.0066.52.02","0100107","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","35","1","1","1","1","3","1","1","1","1","3","1","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",1,"2","2","2",1204,2408,"U","2","00001","0001"
"0100107.0087.53","0100107.0087.53.01","0100107","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","23","1","1","1","1","3","1","1","1","1","1","1","1","1","3","2","1","1","1","1","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","0","1","0","1","0","0","0","2","1","1","1","2","2","","","3","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","3",2,"3","3","3",1204,3612,"U","2","00001","0001"
"0100146.0010.51","0100146.0010.51.02","0100146","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","24","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","0","0","0","1","1","1","1","0","0","0","2",1,"2","2","2",1044,2087,"U","3","00002","0002"
"0100146.0046.53","0100146.0046.53.01","0100146","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"1","59","1","1","1","2","3","1","1","1","1","1","1","2","1","4","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","2","1","3","3","2","2","3","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3",1,"2","2","2",1044,3131,"U","3","00002","0002"
"0100146.0064.54","0100146.0064.54.02","0100146","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"1","57","1","1","1","1","3","1","1","2","2","3","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","1","2","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2",1,"2","3","3",1044,3131,"U","3","00002","0002"
"0100146.0084.55","0100146.0084.55.03","0100146","55","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","38","2","1","1","2","3","1","1","2","2","3","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","1","1","2","2","","","3","4","3","4","2","2","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","3",1,"4","4","4",1044,2087,"U","3","00002","0002"
"0100149.0018.54","0100149.0018.54.09","0100149","54","09","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",2,2,"-",3,"1","18","2","1","3","2","3","3","3","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","3","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","2","1","1","1","1","2","4","","","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",1,"4","4","4",1209,3626,"U","2","00003","0001"
"0100149.0050.55","0100149.0050.55.01","0100149","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","82","1","1","3","2","3","1","1","2","3","2","2","2","2","9","1","1","2","2","2","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1",2,"3","1","3",1209,1209,"U","2","00003","0001"
"0100149.0098.53","0100149.0098.53.02","0100149","53","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","46","2","1","1","2","3","3","1","3","3","2","1","2","2","1","1","1","1","1","1","2","2","2","2","1","2","3","3","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","2","2","2","2","2","3","3","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3",1,"1","3","2",1209,2417,"U","2","00003","0001"
"0100149.0128.51","0100149.0128.51.01","0100149","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"1","34","1","1","2","2","3","2","2","1","2","1","1","2","2","3","1","1","1","1","1","2","2","2","1","2","2","2","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","2","2","2","1","","","2","2","1","1","1","0","0","1","0","0","1","1","1","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","0","1","1","1","0","1","0","0","0","3",2,"2","3","2",1209,1209,"U","2","00003","0001"
"0100152.0024.51","0100152.0024.51.02","0100152","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","30","1","1","1","1","3","1","1","1","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","3","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","2","1","1","2","2","1","2","2","1","","","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","2",1,"3","2","2",971,1942,"U","2","00004","0001"
"0100152.0057.52","0100152.0057.52.01","0100152","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","86","9","1","3","1","3","1","3","3","3","3","1","1","3","9","9","2","9","2","2","2","2","2","2","2","2","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","2","2","2","2","1","9","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",2,"2","2","2",971,971,"U","2","00004","0001"
"0100152.0087.53","0100152.0087.53.03","0100152","53","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"1","19","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","3","4","3","4","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3",2,"2","2","2",971,2914,"U","2","00004","0001"
"0100152.0116.54","0100152.0116.54.04","0100152","54","04","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","20","1","1","1","2","1","2","2","2","2","2","2","2","1","4","2","2","2","1","2","2","2","2","2","2","2","1","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","2","2","1","2","1","1","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","0","0","1","1","0","1","1","0","0","0","2",2,"2","2","2",971,3885,"U","2","00004","0001"
"0100152.0148.55","0100152.0148.55.01","0100152","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"1","65","1","1","3","1","3","1","1","1","2","2","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","1",1,"1","1","1",971,1942,"U","2","00004","0001"
"0100255.0047.54","0100255.0047.54.02","0100255","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","29","2","1","1","2","3","1","1","1","1","1","1","1","1","3","1","1","2","1","2","2","2","2","2","1","2","1","3","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","4","2","4","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4",2,"2","2","2",947,1895,"U","3","00005","0002"
"0100255.0081.51","0100255.0081.51.01","0100255","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"1","50","1","1","1","1","3","1","1","1","1","3","1","3","1","1","1","2","2","1","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2",1,"1","1","1",947,3789,"U","3","00005","0002"
"0100255.0141.55","0100255.0141.55.02","0100255","55","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"1","59","2","1","1","1","3","1","1","1","1","1","1","1","1","4","1","1","2","2","2","2","2","2","2","2","2","1","3","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","2","1","2","2","2","2","1","1","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","3",1,"1","1","1",947,1895,"U","3","00005","0002"
"0100259.0019.53","0100259.0019.53.03","0100259","53","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","21","1","1","1","2","1","1","1","1","1","2","1","1","1","3","1","2","1","1","1","2","2","1","1","1","2","1","3","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","2","2","3","3","3","3","3","3","2","2","","","","","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","4",1,"3","4","4",1191,3572,"U","3","00006","0002"
"0100259.0042.54","0100259.0042.54.01","0100259","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","46","2","1","1","2","3","1","1","1","1","3","1","2","1","1","1","2","1","1","1","1","2","2","2","2","2","3","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","2","2","3","3","3","3","2","2","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3",2,"3","3","2",1191,1191,"U","3","00006","0002"
"0100259.0064.55","0100259.0064.55.01","0100259","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"1","56","1","1","1","1","3","1","1","2","2","1","1","2","1","3","2","1","1","2","2","2","2","1","2","2","2","2","3","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","3","2","2","2","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","2",1,"1","1","1",1191,3572,"U","3","00006","0002"
"0100259.0089.51","0100259.0089.51.02","0100259","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","59","1","1","3","1","3","3","3","3","3","3","1","2","3","1","2","2","2","2","2","2","2","2","3","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","1","1","2","2","","","","","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",2,"1","2","2",1191,4762,"U","3","00006","0002"
"0100259.0116.52","0100259.0116.52.02","0100259","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",3,"2","52","1","1","1","1","3","1","1","3","1","1","1","2","1","3","2","2","2","2","1","2","2","2","2","2","2","2","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","3",1,"2","2","2",1191,3572,"U","3","00006","0002"
"0100295.0029.52","0100295.0029.52.01","0100295","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"1","31","1","1","1","1","3","1","1","3","3","3","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","2","2","3","2","2","2","2","2","1","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2",1,"2","2","2",1593,3185,"U","2","00007","0001"
"0100295.0074.53","0100295.0074.53.01","0100295","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","26","2","2","1","2","3","2","1","1","1","1","2","2","2","3","1","1","1","1","1","2","2","1","1","1","1","3","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","3",2,"2","2","2",1593,1593,"U","2","00007","0001"
"0100295.0145.51","0100295.0145.51.01","0100295","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","39","2","1","1","2","3","1","1","2","2","2","1","2","2","1","2","1","2","1","1","2","2","1","1","1","2","2","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","2","2","1","3","3","4","4","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","3",2,"2","2","2",1593,1593,"U","2","00007","0001"
"0100295.0206.54","0100295.0206.54.01","0100295","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","33","1","1","1","2","3","1","1","1","1","1","1","2","1","1","2","2","1","1","2","2","2","2","1","1","2","1","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",2,"1","2","2",1593,1593,"U","2","00007","0001"
"0100295.0265.55","0100295.0265.55.01","0100295","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",1,"2","54","2","1","1","1","3","1","1","2","2","1","1","2","2","4","2","2","1","2","2","2","2","1","1","2","2","2","3","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2","2","1","1","1","2","","","","","1","2","2","2","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3",2,"3","2","2",1593,1593,"U","2","00007","0001"
"0100300.0018.51","0100300.0018.51.03","0100300","51","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,1,"-",2,"2","28","2","2","2","2","3","1","1","2","2","1","1","1","1","4","1","2","2","2","2","2","2","2","1","1","1","1","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","2","2","4","3","2","2","1","1","","","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","3",1,"2","2","3",1152,2303,"U","2","00008","0001"
"0100300.0036.55","0100300.0036.55.03","0100300","55","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"1","20","1","1","2","1","3","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","2","1","3","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","1","1","1","1","1","","","2","2","1","2","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","2",9,"2","2","2",1152,4606,"U","2","00008","0001"
"0100300.0071.54","0100300.0071.54.03","0100300","54","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"1","22","1","1","1","1","3","1","1","1","1","3","2","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","3","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","2","2","2","2","2","9","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","2",9,"2","2","2",1152,5758,"U","2","00008","0001"
"0100300.0108.52","0100300.0108.52.02","0100300","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,1,"-",2,"2","45","2","2","3","2","3","2","9","2","2","2","3","2","3","3","1","1","1","1","1","2","2","2","2","1","1","1","3","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","4","4","4","4","3","3","2","2","2","2","2","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","2",2,"2","2","2",1152,3455,"U","2","00008","0001"
"0100300.0136.53","0100300.0136.53.01","0100300","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",2,"2","54","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","2","2","3","3","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","2","1","1","2","1","","","","","1","1","1","1","","","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2",2,"4","4","4",1152,2303,"U","2","00008","0001"
"0100325.0026.01","0100325.0026.01.02","0100325","01","02","0100325.026","0100325.026.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",5,"2","52","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",1,"2","3","2",1172,2344,"U","3","00009","0002"
"0100325.0049.02","0100325.0049.02.01","0100325","02","01","0100325.049","0100325.049.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",0,0,"-",5,"1","36","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","2","3",1172,1172,"U","3","00009","0002"
"0100325.0076.03","0100325.0076.03.02","0100325","03","02","0100325.076","0100325.076.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0125","01",1,1,"-",5,"2","39","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3",1,"3","3","3",1172,1172,"U","3","00009","0002"
