"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0919660.0073.03","0919660.0073.03.06","0919660","03","06","0919660.073","0919660.073.06","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","0001","86","VENUSTIANO CARRANZA","0125","01",2,2,"-",5,"1","28","1","1","3","1","3","1","1","3","3","2","1","3","3","1","2","2","2","2","2","2","2","2","1","2","3","3","3","0","0","0","0","0","1","0","1","1","0","0","0","0","0","3","1","1","1","2","1","","","3","4","1","2","1","2","","","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","9","9","9","9","9","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","4",2,"4","4","4",483,966,"U","2","01775","0099"
"0919660.0093.02","0919660.0093.02.02","0919660","02","02","0919660.093","0919660.093.02","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","0001","86","VENUSTIANO CARRANZA","0125","01",0,0,"-",5,"2","41","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","2","1","1","2","3","1","0","0","0","0","0","0","1","0","0","1","0","0","0","3","1","1","1","1","1","","","2","3","2","2","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","9","9","9","9","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","2",1,"2","2","1",483,966,"U","2","01775","0099"
"0919660.0108.05","0919660.0108.05.02","0919660","05","02","0919660.108","0919660.108.02","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","0001","86","VENUSTIANO CARRANZA","0125","01",0,0,"-",5,"2","33","1","1","3","1","3","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","1","2","2","2","2","3","1","0","0","1","0","0","0","0","0","0","1","0","0","0","3","1","1","1","2","2","","","2","2","2","2","2","2","","","","","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","0","2",1,"2","2","2",483,966,"U","2","01775","0099"
"0919676.0022.51","0919676.0022.51.02","0919676","51","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",1,1,"-",3,"1","21","2","2","2","1","3","1","1","2","1","2","1","1","1","4","2","1","1","2","1","2","2","2","2","2","2","3","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","1","2","1","2","2","","","3","4","","","3","4","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","4",2,"3","4","4",465,465,"U","3","01776","0096"
"0919676.0044.52","0919676.0044.52.01","0919676","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","32","1","1","1","1","9","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","1","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2",1,"2","1","1",465,931,"U","3","01776","0096"
"0919676.0063.53","0919676.0063.53.01","0919676","53","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","55","1","1","1","1","3","1","1","2","2","2","1","1","1","4","2","2","1","2","2","2","2","2","1","1","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","3","2","1","1","2","2","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","4",1,"2","2","2",465,1862,"U","3","01776","0096"
"0919676.0087.54","0919676.0087.54.02","0919676","54","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","48","1","1","1","2","3","1","1","2","2","2","1","3","3","3","2","1","1","2","2","2","2","2","2","2","2","2","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","2","1","1","1","1","","","","","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","2",1,"3","2","3",465,931,"U","3","01776","0096"
"0919676.0109.55","0919676.0109.55.01","0919676","55","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","79","2","2","3","2","3","2","2","2","2","2","2","2","9","3","1","1","1","1","2","2","2","2","1","1","1","1","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","2","1","1","1","1","","","","","3","2","2","1","3","2","1","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","0","0","0","3",1,"3","3","4",465,1396,"U","3","01776","0096"
"0919688.0002.51","0919688.0002.51.01","0919688","51","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,1,"-",3,"1","88","1","1","3","1","3","1","1","2","2","1","3","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1",1,"1","1","1",607,1213,"U","3","01777","0096"
"0919688.0027.52","0919688.0027.52.01","0919688","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","51","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","1","0","0","0","0","0","0","0","3","1","1","1","2","1","","","2","2","3","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2",1,"4","4","3",607,1213,"U","3","01777","0096"
"0919688.0055.53","0919688.0055.53.04","0919688","53","04","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","64","1","1","2","1","3","1","1","1","2","3","1","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","0","0","0","0","1","1","0","1","0","0","0","0","0","0","3","1","1","1","2","1","","","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","2",1,"2","2","2",607,1820,"U","3","01777","0096"
"0919688.0085.54","0919688.0085.54.03","0919688","54","03","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","28","1","1","3","1","3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","3","1","1","2","2","2","","","2","2","1","1","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2",1,"2","1","2",607,1820,"U","3","01777","0096"
"0919688.0111.55","0919688.0111.55.01","0919688","55","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","42","2","2","1","2","3","2","3","3","2","2","2","2","2","4","1","1","1","2","1","2","2","2","2","2","2","3","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","3","1","2","1","2","2","","","3","3","","","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","3",2,"2","3","3",607,607,"U","3","01777","0096"
"0919690.0020.51","0919690.0020.51.02","0919690","51","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","47","1","1","3","1","9","1","1","1","2","3","1","3","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","3","2","1","1","2","2","","","","","2","2","1","1","","","","","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1",1,"1","1","1",806,1612,"U","4","01778","0097"
"0919690.0038.53","0919690.0038.53.01","0919690","53","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","44","2","1","2","2","2","1","1","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","3","2","0","0","0","0","0","0","0","1","1","0","1","0","0","0","3","1","1","1","1","1","","","4","4","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","3",2,"1","3","3",806,806,"U","4","01778","0097"
"0919690.0062.54","0919690.0062.54.01","0919690","54","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","27","1","1","1","1","1","1","1","1","2","3","1","1","1","2","1","1","1","1","2","1","2","2","2","2","2","3","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","3","1","1","1","1","1","","","4","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",2,"4","2","1",806,1612,"U","4","01778","0097"
"0919690.0085.55","0919690.0085.55.01","0919690","55","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","39","1","2","1","1","9","1","1","3","3","2","1","2","1","4","2","1","2","2","2","1","2","2","1","1","2","3","2","1","0","0","0","0","1","0","0","0","0","1","0","0","0","3","1","1","1","2","1","","","4","4","4","3","2","3","","","2","2","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","3",1,"4","4","4",806,806,"U","4","01778","0097"
"0919690.0096.52","0919690.0096.52.03","0919690","52","03","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",1,1,"-",3,"2","50","1","1","1","3","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","1","1","2","2","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","2","1","","","2","2","2","2","1","1","","","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2",2,"2","2","2",806,2418,"U","4","01778","0097"
"0919708.0020.55","0919708.0020.55.01","0919708","55","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",2,"1","98","2","1","1","2","3","3","2","1","2","3","2","2","2","3","2","1","1","2","1","2","2","2","1","3","2","2","2","0","0","1","0","0","0","1","0","0","1","0","0","0","0","3","1","1","1","1","1","","","2","3","3","4","3","4","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","3",2,"3","4","4",821,821,"U","4","01779","0097"
"0919708.0074.52","0919708.0074.52.01","0919708","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",2,"1","28","2","2","2","2","3","3","1","2","3","2","2","2","2","4","2","2","1","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","1","","","2","3","2","3","2","3","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","3",2,"3","3","4",821,821,"U","4","01779","0097"
"0919708.0091.53","0919708.0091.53.01","0919708","53","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",2,"1","54","2","2","2","2","3","3","1","2","3","2","2","2","2","3","2","2","1","1","1","2","2","2","2","3","2","2","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","1","1","1","1","1","","","3","3","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","4",2,"3","3","4",821,7391,"U","4","01779","0097"
"0919746.0011.51","0919746.0011.51.02","0919746","51","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",4,"2","44","2","1","1","2","3","2","2","2","2","1","1","2","2","4","1","1","1","1","2","2","2","2","1","1","1","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","1","","","2","2","2","4","3","3","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","2",2,"3","3","3",934,1868,"U","4","01780","0097"
"0919746.0036.52","0919746.0036.52.04","0919746","52","04","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",1,1,"-",4,"2","78","2","1","3","2","3","2","2","2","2","3","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","3","2","1","0","0","0","0","0","0","1","0","1","0","0","0","0","3","1","1","1","1","1","","","4","4","4","4","4","4","9","9","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4",2,"4","4","4",934,934,"U","4","01780","0097"
"0919746.0064.53","0919746.0064.53.02","0919746","53","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",4,"2","88","2","1","3","9","3","3","3","1","3","3","2","2","3","4","2","2","2","2","2","2","2","2","1","2","1","3","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","3","2","2","1","2","1","","","","","","","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"4","4","2",934,1868,"U","4","01780","0097"
"0919746.0089.54","0919746.0089.54.02","0919746","54","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",1,1,"-",4,"2","57","1","1","1","1","3","2","2","1","2","3","1","3","2","4","2","2","2","2","2","2","2","2","1","1","1","3","2","1","0","0","1","0","0","0","0","1","0","0","0","0","0","3","1","1","1","2","1","","","3","4","4","4","3","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",1,"4","4","2",934,934,"U","4","01780","0097"
"0919747.0044.51","0919747.0044.51.01","0919747","51","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"1","46","1","1","1","2","3","1","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","3","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","3","2","1","1","2","1","","","","","3","3","3","2","","","3","3","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","3",1,"3","3","2",883,883,"U","4","01781","0097"
"0919747.0107.52","0919747.0107.52.01","0919747","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"2","24","1","1","3","1","2","1","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","3","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","3","2","1","1","2","1","","","","","4","4","2","3","","","9","9","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2",2,"3","4","3",883,2650,"U","4","01781","0097"
"0919747.0288.54","0919747.0288.54.01","0919747","54","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"2","25","2","1","3","1","3","2","2","2","2","2","2","1","2","9","2","1","1","1","2","1","2","1","1","1","2","1","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","2","2","2","","","3","4","3","3","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3",2,"3","3","3",883,883,"U","4","01781","0097"
"0919779.0006.51","0919779.0006.51.01","0919779","51","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","59","2","1","1","1","3","1","1","1","2","3","1","2","1","2","1","2","1","2","2","2","2","2","1","2","2","3","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","3","1","1","1","1","1","","","3","2","3","3","3","2","2","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","2",1,"4","4","2",892,2677,"U","4","01782","0097"
"0919779.0029.52","0919779.0029.52.01","0919779","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","63","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","2","1","1","1","1","2","9","1","2","1","3","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","4","4","4","4","4","4","4","4","4","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","4",1,"4","4","4",892,2677,"U","4","01782","0097"
"0919779.0050.53","0919779.0050.53.02","0919779","53","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","98","1","1","1","2","3","2","2","2","2","2","1","2","3","4","1","1","1","2","1","2","2","2","1","1","1","3","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","3","1","1","1","1","1","","","3","3","3","4","2","2","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","2",2,"3","3","3",892,1785,"U","4","01782","0097"
"0919779.0072.54","0919779.0072.54.01","0919779","54","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"2","65","2","1","1","2","3","1","2","1","2","2","2","2","1","4","2","2","2","2","2","2","2","2","1","1","1","3","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","1","1","1","","","","","4","4","3","4","3","4","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","4",2,"4","4","4",892,892,"U","4","01782","0097"
"0919779.0094.55","0919779.0094.55.04","0919779","55","04","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",3,"1","34","1","1","1","2","3","3","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","0","1","0","1","0","0","0","0","3","1","1","1","1","1","","","2","3","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2",2,"3","3","2",892,3570,"U","4","01782","0097"
"0919831.0034.51","0919831.0034.51.01","0919831","51","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"2","39","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","2","2","","","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"4","4","4",974,974,"U","4","01783","0097"
"0919831.0173.54","0919831.0173.54.03","0919831","54","03","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"2","27","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","2","1","2","2","2","2","2","1","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","2","2","","","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3",2,"2","2","3",974,2923,"U","4","01783","0097"
"0919831.0221.55","0919831.0221.55.02","0919831","55","02","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",1,"2","30","1","1","1","1","9","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","1","0","0","0","1","0","0","0","0","0","0","3","1","1","1","2","2","","","2","2","2","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"3","3","3",974,1949,"U","4","01783","0097"
"0919833.0022.51","0919833.0022.51.01","0919833","51","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",4,"2","70","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","3","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",1,"1","2","1",848,2544,"U","4","01784","0097"
"0919833.0050.52","0919833.0050.52.01","0919833","52","01","-","-","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","0001","85","MIGUEL HIDALGO","0125","01",0,0,"-",4,"2","43","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","3","1","1","1","1","1","","","2","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"1","1","3",848,848,"U","4","01784","0097"
