"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"2604088
","05
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","1
","1
","1
","3
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1321
","U
","4
","44460
","2490
"
"2604096
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","2
","2
","3
","4
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","4
","3
","4
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","4
","929
","U
","2
","44470
","2470
"
"2604096
","04
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","310
","U
","2
","44470
","2470
"
"2604096
","05
","06
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","1
","1
","-
","2
","1
","2
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","4
","3
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","0
","1
","0
","0
","0
","4
","620
","U
","2
","44470
","2470
"
"2604103
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","2
","646
","U
","2
","44480
","2470
"
"2604103
","02
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","4
","646
","U
","2
","44480
","2470
"
"2604103
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","2
","646
","U
","2
","44480
","2470
"
"2604103
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","646
","U
","2
","44480
","2470
"
"2604103
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","323
","U
","2
","44480
","2470
"
"2604106
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","3
","4
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","3
","2
","2
","
","3
","3
","3
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","4
","352
","U
","2
","44490
","2470
"
"2604106
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","2
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","1
","1
","4
","3
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2110
","U
","2
","44490
","2470
"
"2604106
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","2
","2
","1
","1
","2
","3
","
","
","3
","2
","
","2
","
","
","2
","2
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","4
","703
","U
","2
","44490
","2470
"
"2604106
","05
","03
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","2
","2
","1
","1
","2
","2
","4
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","2
","1
","1
","1
","4
","2
","2
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2462
","U
","2
","44490
","2470
"
"2604108
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","1
","2
","2
","1
","1
","1
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","1
","1
","1
","2
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","1
","1
","0
","0
","1
","0
","1
","1
","0
","0
","0
","4
","548
","U
","2
","44500
","2470
"
"2604108
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","1
","4
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","2
","4
","3
","2
","1
","1
","
","4
","2
","2
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","548
","U
","2
","44500
","2470
"
"2604108
","03
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","548
","U
","2
","44500
","2470
"
"2604108
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","3
","1
","1
","1
","4
","1
","2
","1
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","2
","2
","1
","1
","1
","4
","2
","2
","2
","2
","1
","1
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","548
","U
","2
","44500
","2470
"
"2604111
","02
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","2
","2
","1
","2
","2
","3
","
","
","2
","
","2
","3
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1021
","U
","2
","44510
","2470
"
"2604111
","03
","05
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","4
","2
","2
","1
","1
","
","4
","2
","2
","1
","2
","
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","1021
","U
","2
","44510
","2470
"
"2604111
","04
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","255
","U
","2
","44510
","2470
"
"2604111
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","4
","3
","3
","3
","3
","3
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","4
","255
","U
","2
","44510
","2470
"
"2604115
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","4
","2
","9
","2
","9
","3
","4
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","582
","U
","4
","44520
","2490
"
"2604115
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","1
","1
","3
","2
","3
","1
","1
","1
","2
","2
","2
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","3
","3
","3
","3
","2
","4
","4
","3
","3
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","291
","U
","4
","44520
","2490
"
"2604115
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","2
","1
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1163
","U
","4
","44520
","2490
"
"2604115
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","2
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","9
","1
","1
","3
","3
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","291
","U
","4
","44520
","2490
"
"2604137
","01
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","4
","2
","2
","3
","2
","2
","4
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","678
","U
","3
","44530
","2480
"
"2604137
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","2
","1
","2
","3
","2
","2
","
","2
","
","3
","3
","2
","
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","1
","0
","0
","0
","4
","678
","U
","3
","44530
","2480
"
"2604163
","01
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","4
","3
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","3
","832
","U
","3
","44540
","2480
"
"2604163
","02
","03
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","1
","1
","-
","4
","2
","1
","3
","1
","3
","1
","1
","1
","1
","2
","1
","2
","2
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","9
","2
","3
","2
","3
","3
","9
","2
","3
","2
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","0
","0
","0
","3
","277
","U
","3
","44540
","2480
"
"2604163
","03
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","4
","1
","4
","1
","1
","2
","4
","1
","3
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","1387
","U
","3
","44540
","2480
"
"2604163
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","2
","3
","1
","1
","2
","2
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","3
","2
","2
","3
","3
","3
","3
","2
","3
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","555
","U
","3
","44540
","2480
"
"2604163
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","2
","2
","3
","3
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","2
","832
","U
","3
","44540
","2480
"
"2604175
","01
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","3
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","1
","3
","2
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","2
","742
","U
","4
","44550
","2490
"
