"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0900299.119","0900299.119.03","0900299","04","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",1,"2","31","1","1","1","1","3","1","1","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","1","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","2","3","2","2","2","2","2","2","2","2","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","3","1","08","08","08",537,5903,"U","3","0000978","003",""
"0900301.025","0900301.025.01","0900301","01","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"2","48","1","1","1","1","3","1","1","2","2","2","2","2","2","3","2","1","1","2","1","2","2","2","1","2","1","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","1","1","","","3","2","2","3","1","2","2","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","3","1","00","00","00",481,963,"U","2","0000979","002",""
"0900301.050","0900301.050.02","0900301","02","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"2","65","1","1","1","1","3","3","1","3","3","3","1","1","1","4","1","1","1","2","1","1","2","2","3","2","3","2","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","9","1","1","1","1","","","","","3","4","3","3","4","4","3","2","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","1","00","00","00",481,2407,"U","2","0000979","002",""
"0900301.069","0900301.069.04","0900301","04","04","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",1,1,"-",3,"1","34","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","3","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","1","1","1","1","1","1","9","9","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","2","10","10","10",481,481,"U","2","0000979","002",""
"0900301.095","0900301.095.02","0900301","05","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"2","52","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","3","2","0","0","0","0","1","0","0","1","1","0","0","0","0","0","3","2","1","1","1","1","","","","","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","2","09","09","99",481,1444,"U","2","0000979","002",""
"0900301.120","0900301.120.01","0900301","03","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"1","18","1","1","3","1","1","3","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","3","3","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","3","1","1","1","1","1","","","2","2","2","2","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4","2","00","05","07",481,963,"U","2","0000979","002",""
"0900326.018","0900326.018.03","0900326","04","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"2","48","1","1","1","1","3","1","1","1","2","1","1","2","1","2","2","1","2","2","1","1","2","2","2","2","2","2","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","2","1","","","4","4","1","1","2","2","","","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","08","10","05",497,1490,"U","3","0000980","003",""
"0900326.052","0900326.052.01","0900326","01","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"1","74","1","1","1","1","3","1","1","3","3","2","1","1","1","9","2","1","2","1","2","2","2","2","1","2","2","2","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","3","2","1","1","2","1","","","","","9","2","4","4","","","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","00","00","00",497,993,"U","3","0000980","003",""
"0900326.072","0900326.072.04","0900326","02","04","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",1,1,"-",2,"1","42","1","2","1","2","3","2","1","2","2","2","3","3","1","4","2","1","2","2","2","2","2","2","2","2","2","1","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","3","2","2","1","2","1","","","","","","","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","4","1","07","99","04",497,993,"U","3","0000980","003",""
"0900326.099","0900326.099.02","0900326","03","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"1","31","2","1","1","2","3","2","2","2","2","2","2","2","3","3","1","1","1","1","1","1","2","1","1","1","2","1","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","2","2","4","4","2","2","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","3","1","00","01","05",497,1986,"U","3","0000980","003",""
"0900326.102","0900326.102.01","0900326","05","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"1","56","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","3","0","0","0","0","0","0","0","1","1","1","0","0","0","0","3","1","1","1","1","1","","","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","2","09","09","99",497,1490,"U","3","0000980","003",""
"0900335.011","0900335.011.01","0900335","01","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",5,"2","29","2","1","1","2","3","1","1","2","2","2","1","2","2","3","1","1","1","2","1","2","2","2","1","1","2","2","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","3","2","1","2","2","2","","","","","4","4","","","","","","","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","4","2","00","00","00",504,1008,"U","3","0000981","003",""
"0900335.033","0900335.033.01","0900335","02","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",5,"1","64","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","1","0","0","0","0","0","1","0","0","1","0","0","0","0","3","1","2","2","2","2","","","3","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","08","08","08",504,504,"U","3","0000981","003",""
"0900335.051","0900335.051.01","0900335","03","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",5,"2","75","2","2","3","2","3","2","2","2","2","2","1","2","2","3","1","1","1","1","1","2","2","2","1","1","1","3","3","1","0","0","0","0","0","0","1","0","0","1","0","0","0","3","2","1","1","2","2","","","","","4","4","4","3","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","2","1","00","00","07",504,1512,"U","3","0000981","003",""
"0900335.070","0900335.070.01","0900335","04","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",5,"1","57","2","1","2","2","3","1","1","2","2","2","2","1","1","3","2","1","1","1","1","2","2","2","1","1","2","1","3","1","0","0","1","0","0","0","0","0","0","1","0","0","0","3","1","1","1","2","1","","","4","4","3","2","2","2","","","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","4","2","08","07","02",504,2520,"U","3","0000981","003",""
"0900335.088","0900335.088.07","0900335","05","07","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",2,2,"-",5,"1","28","2","2","1","1","1","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","1","1","1","1","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","1","1","1","2","1","","","4","3","3","3","3","3","","","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","4","1","05","00","00",504,1008,"U","3","0000981","003",""
"0900342.023","0900342.023.01","0900342","05","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"2","75","1","1","3","1","3","1","1","3","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","3","2","3","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","2","1","2","2","","","","","","","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","10","10","00",593,593,"U","3","0000982","003",""
"0900342.031","0900342.031.01","0900342","02","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"1","38","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","9","9","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","09","07","06",593,593,"U","3","0000982","003",""
"0900342.070","0900342.070.01","0900342","03","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"2","53","2","1","1","2","3","3","1","1","2","3","2","2","1","4","1","1","1","1","1","2","2","2","1","1","2","2","3","0","0","0","0","0","0","0","1","1","0","1","0","0","0","3","1","1","1","1","1","","","3","3","3","3","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","3","1","00","00","99",593,593,"U","3","0000982","003",""
"0900342.160","0900342.160.01","0900342","04","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"2","60","1","1","3","1","3","1","1","1","3","1","3","1","3","2","1","2","1","1","2","1","2","2","2","2","2","3","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","1","1","2","1","","","","","2","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","4","1","00","00","00",593,1187,"U","3","0000982","003",""
"0900342.168","0900342.168.01","0900342","01","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",2,"2","47","1","1","1","1","3","2","2","2","2","1","1","2","1","1","2","2","2","2","2","2","2","1","1","2","2","1","3","0","0","1","1","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","1","1","2","3","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","08","10","04",593,1187,"U","3","0000982","003",""
"0900383.021","0900383.021.01","0900383","05","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"1","40","1","1","1","1","3","1","1","1","1","2","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","3","3","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","1","10","10","08",576,1152,"U","3","0000983","003",""
"0900383.027","0900383.027.02","0900383","01","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","83","1","1","3","1","3","1","1","3","3","1","3","2","3","2","1","1","1","1","1","2","2","2","3","1","2","3","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","1","08","08","00",576,1152,"U","3","0000983","003",""
"0900383.081","0900383.081.01","0900383","03","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","63","2","1","3","2","3","2","3","2","3","2","3","2","3","3","1","1","1","1","1","1","1","2","2","3","1","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","2","2","1","2","2","","","","","","","3","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","3","2","05","03","99",576,576,"U","3","0000983","003",""
"0900383.129","0900383.129.01","0900383","04","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","70","2","1","3","2","3","1","1","1","2","2","3","3","2","4","2","1","2","2","2","2","2","2","2","3","1","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","09","09","09",576,1728,"U","3","0000983","003",""
"0900411.062","0900411.062.01","0900411","02","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"1","93","2","2","3","3","3","3","3","3","3","3","1","3","3","4","2","2","2","2","2","2","2","2","3","3","3","3","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","10","99","99",537,1610,"U","3","0000984","003",""
"0900411.110","0900411.110.01","0900411","03","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"1","60","1","1","1","2","3","1","1","2","2","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","2","1","1","2","1","","","","","3","2","1","2","","","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","2","08","07","06",537,2684,"U","3","0000984","003",""
"0900411.153","0900411.153.01","0900411","04","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",3,"1","47","2","1","1","2","3","2","1","2","2","3","1","2","2","1","2","2","1","2","2","2","2","2","2","1","2","3","3","0","0","1","1","1","0","0","0","0","0","0","0","0","0","3","1","1","1","1","1","","","3","2","3","2","2","2","2","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","3","1","08","06","06",537,1074,"U","3","0000984","003",""
"0900411.202","0900411.202.05","0900411","05","05","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",1,1,"-",3,"2","21","1","1","1","1","3","1","3","3","1","3","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","3","3","0","0","0","0","1","0","0","1","0","1","0","0","0","0","3","2","1","1","1","1","","","","","2","2","2","1","2","1","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","08","05","08",537,1074,"U","3","0000984","003",""
"0900437.010","0900437.010.03","0900437","01","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","73","1","1","1","1","3","1","1","2","2","1","1","1","1","1","2","1","2","2","2","2","2","2","1","2","2","2","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","1","","","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","10","10","05",505,2022,"U","4","0000985","004",""
"0900437.032","0900437.032.02","0900437","02","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","35","1","1","1","1","3","1","1","1","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","1","2","1","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","1","1","1","2","2","","","2","3","1","3","3","3","","","","","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","1","05","05","10",505,1011,"U","4","0000985","004",""
"0900437.055","0900437.055.02","0900437","03","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","55","2","1","1","2","3","1","3","2","2","3","2","3","2","3","2","1","2","2","1","2","2","2","1","1","2","2","3","0","0","0","1","0","0","0","1","0","1","0","0","0","0","3","1","1","1","1","1","","","3","3","2","2","2","3","3","2","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","2","05","04","03",505,1516,"U","4","0000985","004",""
"0900437.080","0900437.080.02","0900437","04","02","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"1","29","1","1","1","1","3","1","1","1","1","1","1","2","2","4","1","2","1","2","1","2","2","1","1","1","1","1","3","1","0","0","0","0","1","0","0","0","0","1","0","0","0","3","1","1","1","1","1","","","3","3","2","4","2","1","2","4","2","4","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","2","1","03","02","03",505,1516,"U","4","0000985","004",""
"0900437.102","0900437.102.03","0900437","05","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"1","59","2","1","3","1","3","1","1","1","1","1","1","2","1","3","2","2","1","2","2","2","2","2","2","2","3","1","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","2","1","","","3","3","3","2","2","2","","","1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","3","1","00","00","07",505,2022,"U","4","0000985","004",""
"0900481.012","0900481.012.01","0900481","01","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",1,"2","50","2","2","2","2","3","2","2","2","2","2","3","2","2","4","1","1","1","1","1","1","2","2","1","1","2","3","3","1","0","0","0","0","0","1","0","0","0","1","0","0","0","3","1","1","1","1","1","","","4","4","4","4","4","4","3","3","2","2","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","2","00","00","00",538,538,"U","3","0000986","003",""
"0900481.037","0900481.037.01","0900481","02","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",1,"2","63","2","1","2","2","3","2","1","2","2","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","2","1","1","2","2","","","","","4","4","4","4","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","1","2","00","00","08",538,1613,"U","3","0000986","003",""
"0900481.065","0900481.065.03","0900481","03","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",1,"1","20","2","1","1","2","3","1","1","2","2","1","2","2","1","3","1","1","2","2","1","1","2","2","1","2","2","1","9","1","0","1","0","0","0","0","0","0","0","1","0","0","0","3","1","1","1","1","1","","","3","2","4","4","1","1","2","2","1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","3","1","05","00","05",538,2688,"U","3","0000986","003",""
"0900481.115","0900481.115.04","0900481","05","04","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",1,"1","34","2","1","2","2","3","1","1","1","2","1","1","1","1","3","1","1","1","2","1","1","2","1","2","2","2","3","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","1","2","2","","","","","4","4","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","00","00","00",538,2150,"U","3","0000986","003",""
"0900498.006","0900498.006.03","0900498","05","03","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"1","23","1","1","1","1","3","2","2","1","2","2","1","2","1","4","2","1","1","2","1","2","2","2","1","2","2","2","3","0","0","1","0","0","0","0","0","1","0","1","0","0","0","3","1","1","1","1","1","","","3","3","3","3","3","3","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","1","0","1","0","1","0","1","0","0","0","4","2","08","04","03",440,1319,"U","3","0000988","003",""
"0900498.033","0900498.033.01","0900498","04","01","09","CIUDAD DE MEXICO","002","AZCAPOTZALCO","0001","71","AZCAPOTZALCO","0124","01",0,0,"-",4,"2","71","2","1","1","1","3","1","1","2","2","2","1","3","1","3","2","1","1","1","2","2","2","2","3","1","2","1","3","1","0","0","0","0","0","0","0","1","1","0","0","0","0","3","2","1","1","1","1","","","","","3","4","3","4","3","4","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","0","4","2","00","00","00",440,880,"U","3","0000988","003",""
