"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0100071.002","0100071.002.01","0100071","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"1","70","2","2","3","1","3","1","2","2","2","2","1","2","3","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","2","1","3","3","2","3","2","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","1","1","0","1","1","1","0","1","0","0","0","3","2","10","05","05",1179,1179,"U","2","0000001","156",""
"0100071.023","0100071.023.03","0100071","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"1","28","1","1","1","1","3","1","1","2","2","1","1","2","1","3","1","1","2","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","2","1","3","4","3","2","1","2","1","2","","","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","0","0","2","1","07","05","05",1179,5897,"U","2","0000001","156",""
"0100071.070","0100071.070.01","0100071","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"1","49","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","2","4","2","3","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","2","1","07","07","07",1179,1179,"U","2","0000001","156",""
"0100071.114","0100071.114.02","0100071","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"2","50","2","1","1","1","3","1","2","2","3","1","1","3","3","4","1","2","1","1","1","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","3","3","2","3","1","2","1","3","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2","1","07","08","99",1179,2359,"U","2","0000001","156",""
"0100071.122","0100071.122.01","0100071","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"2","28","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","1","2","2","2","2","2","2","","","1","2","","","","","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","2","1","07","09","06",1179,2359,"U","2","0000001","156",""
"0100107.015","0100107.015.04","0100107","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"1","20","1","1","3","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","2","08","07","07",794,3177,"U","3","0000002","157",""
"0100107.033","0100107.033.06","0100107","05","06","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",1,1,"-",5,"2","81","1","1","3","1","3","3","3","3","3","3","1","3","3","9","2","2","2","2","2","2","2","2","3","3","3","3","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","05","09","07",794,3971,"U","3","0000002","157",""
"0100107.048","0100107.048.02","0100107","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"2","46","1","1","1","1","3","1","1","2","2","3","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","1","2","1","2","2","2","2","2","2","","","2","1","","","","","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","09","09","07",794,794,"U","3","0000002","157",""
"0100107.067","0100107.067.01","0100107","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,1,"-",5,"1","49","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","05","10","10",794,1588,"U","3","0000002","157",""
"0100134.017","0100134.017.04","0100134","02","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"2","20","1","1","1","1","3","3","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","3","3","2","2","1","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","2","2","07","05","06",1015,4060,"U","3","0000003","157",""
"0100134.042","0100134.042.02","0100134","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",1,1,"-",5,"1","98","1","1","1","1","3","3","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","1","3","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","2","3","9","2","9","3","9","3","9","9","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","2","99","99","99",1015,1015,"U","3","0000003","157",""
"0100134.067","0100134.067.01","0100134","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"1","67","1","2","2","2","3","1","1","2","2","3","1","2","2","3","1","1","1","2","1","2","2","2","2","2","2","2","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","2","2","1","3","3","3","3","2","2","","","","","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","3","2","10","00","00",1015,2030,"U","3","0000003","157",""
"0100134.091","0100134.091.01","0100134","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"2","90","1","1","3","1","3","3","3","3","3","3","1","3","3","9","2","2","2","2","2","2","2","2","3","3","3","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","05","99","99",1015,1015,"U","3","0000003","157",""
"0100178.029","0100178.029.06","0100178","01","06","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",4,"1","82","2","2","3","2","3","3","3","3","3","3","2","3","3","3","1","1","2","1","2","2","2","1","3","2","1","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","2","1","2","2","","","4","3","","","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","4","2","05","10","00",1230,6152,"U","2","0000004","156",""
"0100178.061","0100178.061.03","0100178","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",4,"1","27","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","2","3","2","3","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","2","1","08","05","02",1230,4922,"U","2","0000004","156",""
"0100178.091","0100178.091.02","0100178","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",4,"2","74","2","2","3","2","3","1","1","2","3","3","1","3","3","3","2","1","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","2","1","2","2","3","4","","","","","4","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","3","2","05","05","05",1230,2461,"U","2","0000004","156",""
"0100178.119","0100178.119.01","0100178","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",4,"2","56","1","1","1","1","3","1","1","2","2","1","1","2","1","2","1","1","2","1","1","2","2","1","1","2","1","2","2","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","0","1","0","1","0","0","0","2","1","09","05","04",1230,2461,"U","2","0000004","156",""
"0100178.148","0100178.148.01","0100178","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",4,"1","50","2","1","1","1","3","1","1","1","1","3","1","3","1","1","2","1","2","2","2","2","2","2","2","1","2","2","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","2","1","2","3","1","1","3","3","3","3","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","08","09","09",1230,2461,"U","2","0000004","156",""
"0100325.026","0100325.026.02","0100325","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"2","51","1","1","2","2","3","1","1","2","2","1","1","1","1","4","1","1","1","1","1","2","2","2","2","2","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","4","1","05","08","08",1045,2090,"U","3","0000005","157",""
"0100325.049","0100325.049.01","0100325","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","35","1","1","1","1","3","1","1","1","1","3","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","3","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","2","2","06","07","07",1045,1045,"U","3","0000005","157",""
"0100325.076","0100325.076.01","0100325","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","48","1","1","1","1","3","1","1","2","2","3","2","2","1","9","2","2","2","1","1","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","3","3","3","3","3","2","3","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3","1","09","05","03",1045,1045,"U","3","0000005","157",""
"0100325.108","0100325.108.02","0100325","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","26","1","1","1","1","3","1","1","1","1","3","1","1","1","3","2","1","2","1","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","3","3","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","1","1","0","1","1","0","0","1","0","0","0","4","2","08","05","05",1045,2090,"U","3","0000005","157",""
"0100325.137","0100325.137.01","0100325","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","28","1","1","3","2","3","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","2","2","1","2","2","3","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","2","3","3","2","3","2","3","3","4","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","3","2","07","07","05",1045,1045,"U","3","0000005","157",""
"0100337.004","0100337.004.01","0100337","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",2,"2","67","2","2","3","2","3","1","1","3","3","2","2","3","1","1","1","2","2","1","1","2","2","2","2","1","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","1","1","1","2","2","2","2","","","4","3","1","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","3","1","06","08","08",1108,1108,"U","3","0000006","157",""
"0100337.024","0100337.024.04","0100337","02","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",2,"2","55","2","1","1","2","3","3","1","2","2","1","1","3","3","3","1","1","1","1","1","1","2","2","2","3","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","3","3","3","3","","","3","3","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","4","2","05","00","05",1108,6650,"U","3","0000006","157",""
"0100337.041","0100337.041.01","0100337","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",2,"2","47","2","2","1","2","3","3","2","3","3","3","3","3","3","4","1","1","1","1","2","1","2","2","2","2","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","3","4","2","3","3","2","2","2","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","4","1","03","00","02",1108,1108,"U","3","0000006","157",""
"0100337.058","0100337.058.01","0100337","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",2,"1","75","1","1","3","1","3","1","1","1","3","1","1","3","3","9","2","1","2","1","1","2","2","2","2","2","2","2","9","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","1","0","1","0","1","1","1","0","0","0","2","1","06","09","99",1108,1108,"U","3","0000006","157",""
"0100337.081","0100337.081.01","0100337","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",2,"1","63","1","1","1","1","3","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","3","3","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","2","2","2","1","1","1","2","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","2","1","07","09","09",1108,1108,"U","3","0000006","157",""
"0100359.012","0100359.012.02","0100359","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"1","40","2","1","3","1","3","2","2","3","3","2","1","2","2","4","1","1","1","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","1","2","2","4","4","3","3","","","3","3","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","1","10","00","05",909,3638,"U","3","0000007","157",""
"0100359.028","0100359.028.01","0100359","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"2","74","1","2","3","2","3","1","1","2","2","1","3","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","2","2","2","2","3","3","","","","","","","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","3","2","10","08","08",909,909,"U","3","0000007","157",""
"0100359.043","0100359.043.01","0100359","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"1","37","1","1","1","1","3","1","1","3","3","3","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","2","2","2","1","1","1","1","1","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","10","10","10",909,2728,"U","3","0000007","157",""
"0100359.064","0100359.064.04","0100359","05","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,1,"-",5,"2","42","1","1","1","1","3","1","1","3","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","2","2","2","2","2","3","2","3","2","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","1","06","08","08",909,1819,"U","3","0000007","157",""
"0100359.081","0100359.081.01","0100359","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",5,"1","46","1","1","1","1","3","1","1","1","1","3","1","1","1","4","2","1","2","1","1","1","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","2","1","1","3","3","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","2","1","05","09","09",909,3638,"U","3","0000007","157",""
"0100368.019","0100368.019.03","0100368","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","20","1","1","1","2","3","1","1","3","3","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","3","2","3","3","2","3","2","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0","3","1","08","08","08",1042,3125,"U","2","0000008","156",""
"0100368.048","0100368.048.01","0100368","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"2","31","1","1","3","1","3","1","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","2","2","1","1","1","1","","","","","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","07","07","07",1042,2083,"U","2","0000008","156",""
"0100368.076","0100368.076.01","0100368","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","51","2","1","3","3","3","3","3","3","3","1","3","3","3","3","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","1","1","1","2","2","","","3","2","3","3","3","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","4","2","00","05","05",1042,2083,"U","2","0000008","156",""
"0100368.090","0100368.090.02","0100368","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",1,"1","29","1","1","1","1","3","1","1","1","2","3","1","2","2","3","2","1","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","2","1","05","08","08",1042,2083,"U","2","0000008","156",""
"0100391.279","0100391.279.04","0100391","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"2","27","2","1","1","1","3","1","1","1","2","2","1","1","1","3","2","2","2","1","1","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","1","1","2","1","","","2","3","2","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3","1","05","06","06",864,3458,"U","3","0000009","157",""
"0100391.342","0100391.342.01","0100391","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"2","47","1","1","3","2","3","1","1","2","2","3","2","2","1","2","1","1","2","2","2","2","2","2","1","1","1","1","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","2","2","1","1","1","1","4","4","4","4","","","","","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","00","08","08",864,864,"U","3","0000009","157",""
"0100391.372","0100391.372.01","0100391","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0124","01",0,0,"-",3,"1","28","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","2","2","2","2","2","2","3","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","06","06","08",864,1729,"U","3","0000009","157",""
