"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0100071.0002.05","0100071.0002.05.01","0100071","05","01","0100071.002","0100071.002.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"1","70","2","1","3","1","3","1","1","1","3","3","1","2","3","1","1","1","2","1","1","2","2","2","2","2","2","2","9","2","2","2","2","2","1","1","1","1","1","2","1","4","4","2","2","3","2","3","2","","","3","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1064,1064,"U","2","00001","0001",""
"0100071.0023.01","0100071.0023.01.03","0100071","01","03","0100071.023","0100071.023.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"1","28","2","1","2","2","3","2","1","1","1","1","2","2","1","3","1","1","1","2","1","1","2","2","1","2","1","3","9","2","2","2","2","2","2","1","1","1","1","2","2","3","3","3","3","2","3","2","2","","","","","1","1","0","0","0","0","1","0","1","1","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1064,5321,"U","2","00001","0001",""
"0100071.0070.04","0100071.0070.04.01","0100071","04","01","0100071.070","0100071.070.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"1","49","1","1","2","3","3","1","1","1","1","2","3","2","2","2","2","1","2","2","2","2","2","2","2","2","3","2","9","2","2","2","2","2","2","2","1","1","1","1","1","","","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","1","2","2","2","2","2","2","2","2","2","2",1064,1064,"U","2","00001","0001",""
"0100071.0114.03","0100071.0114.03.02","0100071","03","02","0100071.114","0100071.114.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"2","51","1","1","1","1","3","1","3","3","3","3","1","3","3","4","1","1","2","2","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","2","2","3","2","2","3","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1064,2129,"U","2","00001","0001",""
"0100071.0122.02","0100071.0122.02.02","0100071","02","02","0100071.122","0100071.122.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",4,"1","39","2","1","3","1","3","1","1","1","2","2","1","2","1","1","2","2","2","2","2","2","2","2","1","1","1","1","9","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1064,2129,"U","2","00001","0001",""
"0100178.0029.01","0100178.0029.01.02","0100178","01","02","0100178.029","0100178.029.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",5,"2","48","2","1","1","2","3","2","2","2","2","2","2","2","1","4","1","1","1","1","1","2","2","2","1","1","1","1","9","2","2","2","1","2","2","2","1","1","1","1","1","","","3","3","2","2","2","2","2","2","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","1","2","2",1110,3331,"U","2","00002","0001",""
"0100178.0061.02","0100178.0061.02.03","0100178","02","03","0100178.061","0100178.061.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"1","28","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1110,4441,"U","2","00002","0001",""
"0100178.0091.03","0100178.0091.03.02","0100178","03","02","0100178.091","0100178.091.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"2","74","2","2","3","2","3","1","1","1","1","3","1","3","3","4","2","1","1","1","2","2","2","2","2","1","1","3","9","2","2","2","2","2","2","1","1","1","1","1","1","4","4","3","3","4","2","1","1","3","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1110,2221,"U","2","00002","0001",""
"0100178.0119.04","0100178.0119.04.02","0100178","04","02","0100178.119","0100178.119.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",5,"1","27","1","2","1","1","3","2","2","2","2","1","1","2","1","1","1","1","1","1","1","2","2","2","1","1","1","1","9","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","","","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","1","1","1","0","0","0","0","0","2",1,"1","2","2","","1","2","2","1","2","2","2","1","2",1110,2221,"U","2","00002","0001",""
"0100178.0148.05","0100178.0148.05.01","0100178","05","01","0100178.148","0100178.148.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"1","50","2","1","1","2","3","1","1","1","1","3","1","3","1","1","1","1","1","1","1","2","2","2","2","2","2","2","9","2","1","2","2","2","2","1","1","1","1","2","1","3","2","2","2","3","2","1","1","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1110,2221,"U","2","00002","0001",""
"0100325.0026.01","0100325.0026.01.02","0100325","01","02","0100325.026","0100325.026.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","52","1","1","2","1","3","1","1","3","2","1","1","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2",1019,2037,"U","3","00022","0002",""
"0100325.0049.02","0100325.0049.02.01","0100325","02","01","0100325.049","0100325.049.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","35","1","1","1","1","3","1","1","1","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1019,1019,"U","3","00022","0002",""
"0100325.0076.03","0100325.0076.03.01","0100325","03","01","0100325.076","0100325.076.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","48","1","1","1","1","3","1","1","2","2","3","1","2","1","3","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","3","3","3","4","1","2","3","2","9","9","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1019,1019,"U","3","00022","0002",""
"0100325.0108.04","0100325.0108.04.02","0100325","04","02","0100325.108","0100325.108.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","26","2","2","1","2","1","1","1","1","2","2","2","2","2","4","1","1","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","4","3","3","3","3","3","3","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",1019,2037,"U","3","00022","0002",""
"0100325.0137.05","0100325.0137.05.01","0100325","05","01","0100325.137","0100325.137.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","28","1","1","3","1","3","1","1","1","1","1","3","1","1","2","1","1","2","9","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1","2","3","2","2","2","3","1","3","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","4",2,"1","2","2","","2","1","2","2","2","2","2","2","2",1019,1019,"U","3","00022","0002",""
"0100337.0004.01","0100337.0004.01.01","0100337","01","01","0100337.004","0100337.004.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",3,"2","67","2","2","3","2","3","2","2","3","3","3","3","3","3","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","1","1","9","9","","","","","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1080,1080,"U","3","00023","0002",""
"0100337.0024.02","0100337.0024.02.04","0100337","02","04","0100337.024","0100337.024.04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",3,"2","56","2","1","1","1","3","3","3","1","1","1","1","3","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1080,6483,"U","3","00023","0002",""
"0100337.0041.03","0100337.0041.03.01","0100337","03","01","0100337.041","0100337.041.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",3,"2","47","2","2","2","2","3","3","3","2","3","3","3","3","3","4","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","3","2","1","1","1","1","","","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",1080,1080,"U","3","00023","0002",""
"0100337.0058.04","0100337.0058.04.01","0100337","04","01","0100337.058","0100337.058.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",3,"1","75","1","2","3","3","3","1","1","3","1","1","1","1","3","9","1","1","1","1","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1080,1080,"U","3","00023","0002",""
"0100337.0081.05","0100337.0081.05.01","0100337","05","01","0100337.081","0100337.081.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",3,"1","63","1","2","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","2",1,"2","","1","2","2","2","2","2","2","2","2","2","2",1080,1080,"U","3","00023","0002",""
"0100368.0019.04","0100368.0019.04.03","0100368","04","03","0100368.019","0100368.019.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","21","2","1","1","2","3","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","2","2","2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","3",2,"1","2","1","1","2","2","2","2","2","2","2","2","2",940,2820,"U","2","00003","0001",""
"0100368.0031.05","0100368.0031.05.02","0100368","05","02","0100368.031","0100368.031.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","74","1","1","3","1","3","1","1","3","3","1","1","3","3","9","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","","","2","2","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",940,1880,"U","2","00003","0001",""
"0100368.0048.01","0100368.0048.01.01","0100368","01","01","0100368.048","0100368.048.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","31","1","1","3","1","3","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","2","1","","","2","1","","","1","2","","","2","2","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",940,1880,"U","2","00003","0001",""
"0100368.0076.02","0100368.0076.02.01","0100368","02","01","0100368.076","0100368.076.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","52","2","1","1","1","3","1","1","1","1","1","3","3","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","3","3","2","3","","","2","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",940,1880,"U","2","00003","0001",""
"0100368.0090.03","0100368.0090.03.02","0100368","03","02","0100368.090","0100368.090.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","30","1","1","1","2","3","1","1","1","2","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","3","3","2","2","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0","0","3",1,"1","1","2","","2","2","2","2","2","2","2","2","2",940,1880,"U","2","00003","0001",""
"0100391.0279.04","0100391.0279.04.04","0100391","04","04","0100391.279","0100391.279.04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"2","28","2","1","1","1","1","2","2","2","2","2","1","1","1","3","2","1","1","1","1","2","2","2","1","2","2","2","9","2","2","2","2","2","2","2","1","1","1","2","2","","","3","3","2","2","2","2","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","0","0","3",2,"1","2","2","","1","2","2","2","2","2","2","2","2",843,3371,"U","3","00024","0002",""
"0100391.0342.02","0100391.0342.02.01","0100391","02","01","0100391.342","0100391.342.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"2","47","1","1","3","1","3","1","1","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","9","2","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","4","4","4","4","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",843,1685,"U","3","00024","0002",""
"0100391.0372.01","0100391.0372.01.01","0100391","01","01","0100391.372","0100391.372.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"1","28","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","3","2","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",843,1685,"U","3","00024","0002",""
"0100414.0005.53","0100414.0005.53.02","0100414","53","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"2","48","2","2","3","2","3","2","2","3","3","2","2","2","2","3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","3","3","3","3","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2",1168,2335,"U","2","00004","0001",""
"0100414.0029.54","0100414.0029.54.02","0100414","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"2","73","2","1","1","2","3","2","2","3","3","1","3","2","3","9","1","1","2","1","9","2","9","9","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2","","","","","","","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1168,2335,"U","2","00004","0001",""
"0100414.0052.55","0100414.0052.55.01","0100414","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","23","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","1","2","1","1","","","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",1168,1168,"U","2","00004","0001",""
"0100414.0076.51","0100414.0076.51.03","0100414","51","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","30","1","1","1","2","9","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","2","2","9","9","1","2","9","9","9","9","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1168,3503,"U","2","00004","0001",""
"0100414.0101.52","0100414.0101.52.01","0100414","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"2","40","1","1","1","1","3","1","1","1","1","1","3","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",1,"2","","2","","2","2","2","2","2","2","2","2","2",1168,3503,"U","2","00004","0001",""
"0100477.0024.55","0100477.0024.55.04","0100477","55","04","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"2","18","1","1","3","1","1","1","1","3","3","2","1","2","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","2","2","3","1","1","1","","","","","1","1","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","2",1,"2","","2","","1","2","2","2","2","2","2","2","2",1057,4227,"U","4","00048","0003",""
"0100477.0046.54","0100477.0046.54.01","0100477","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","47","1","1","1","1","3","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","3","3","3","2","2","2","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1057,1057,"U","4","00048","0003",""
"0100477.0066.53","0100477.0066.53.01","0100477","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","53","1","1","1","1","3","1","1","1","2","3","1","2","1","1","2","1","1","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","4","4","2","2","9","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1057,2113,"U","4","00048","0003",""
"0100477.0084.52","0100477.0084.52.01","0100477","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","43","1","1","1","1","3","1","1","1","1","3","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","3","2","2","3","4","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1057,2113,"U","4","00048","0003",""
