"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0100477.0122.51","0100477.0122.51.03","0100477","51","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",1,"1","29","1","1","3","1","3","2","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","2","2","2","4","3","3","3","","","2","2","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3",1,"1","2","2","","2","2","2","1","2","2","2","2","2",1057,4227,"U","4","00048","0003",""
"0100539.0003.05","0100539.0003.05.02","0100539","05","02","0100539.003","0100539.003.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","39","1","2","2","1","3","1","1","1","1","2","1","2","1","3","2","1","2","1","1","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","1","1","2","1","3","3","2","3","2","2","1","1","","","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1036,3109,"U","3","00025","0002",""
"0100539.0055.04","0100539.0055.04.01","0100539","04","01","0100539.055","0100539.055.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","22","1","1","1","1","3","1","1","2","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1036,2073,"U","3","00025","0002",""
"0100539.0089.03","0100539.0089.03.03","0100539","03","03","0100539.089","0100539.089.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","31","1","1","1","1","3","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","1","4","4","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2",2,"1","1","1","1","2","2","2","1","2","2","2","1","2",1036,3109,"U","3","00025","0002",""
"0100539.0106.02","0100539.0106.02.01","0100539","02","01","0100539.106","0100539.106.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","44","1","1","1","2","3","1","1","1","1","3","1","2","1","3","2","1","2","2","2","2","2","2","1","2","2","2","9","2","2","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","","","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1036,2073,"U","3","00025","0002",""
"0100551.0018.01","0100551.0018.01.02","0100551","01","02","0100551.018","0100551.018.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","58","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1123,6739,"U","2","00005","0001",""
"0100551.0038.02","0100551.0038.02.02","0100551","02","02","0100551.038","0100551.038.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","63","1","1","1","2","3","1","1","2","2","3","1","2","3","3","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","3","4","3","4","2","3","2","3","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1123,2246,"U","2","00005","0001",""
"0100551.0060.03","0100551.0060.03.02","0100551","03","02","0100551.060","0100551.060.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","30","1","1","2","2","3","1","1","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1123,2246,"U","2","00005","0001",""
"0100551.0081.04","0100551.0081.04.02","0100551","04","02","0100551.081","0100551.081.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",2,"2","60","2","2","1","2","3","2","2","3","3","1","2","2","3","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","4","3","3","3","9","9","9","9","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1123,2246,"U","2","00005","0001",""
"0100551.0103.05","0100551.0103.05.01","0100551","05","01","0100551.103","0100551.103.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","58","1","1","1","1","3","1","1","1","1","3","1","3","3","4","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","","","","","","","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1123,2246,"U","2","00005","0001",""
"0100574.0017.05","0100574.0017.05.02","0100574","05","02","0100574.017","0100574.017.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"2","38","1","1","1","2","3","2","1","2","2","2","1","2","2","3","1","2","1","2","2","2","2","2","1","1","2","1","9","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","3","3","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","3",9,"2","","2","","2","2","2","2","2","2","2","2","2",1252,2503,"U","4","00049","0003",""
"0100574.0061.01","0100574.0061.01.03","0100574","01","03","0100574.061","0100574.061.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",5,"2","75","2","2","3","2","3","2","2","2","2","3","1","2","2","3","1","2","1","2","2","2","2","2","1","1","2","3","9","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1252,3755,"U","4","00049","0003",""
"0100574.0085.03","0100574.0085.03.01","0100574","03","01","0100574.085","0100574.085.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"1","59","1","2","2","2","3","1","1","1","1","3","1","2","2","1","1","1","1","2","1","1","2","2","2","1","1","2","9","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","3","2","1","2","1","1","1","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","1","0","1","1","1","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","1","2",1252,3755,"U","4","00049","0003",""
"0100574.0104.02","0100574.0104.02.02","0100574","02","02","0100574.104","0100574.104.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"2","74","1","1","3","1","3","1","1","1","1","3","1","3","3","4","2","2","1","2","2","2","2","2","1","1","2","3","9","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","9","9","9","9","9","4","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1252,3755,"U","4","00049","0003",""
"0100574.0113.04","0100574.0113.04.02","0100574","04","02","0100574.113","0100574.113.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",5,"1","69","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1252,2503,"U","4","00049","0003",""
"0100581.0009.03","0100581.0009.03.02","0100581","03","02","0100581.009","0100581.009.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","68","2","1","3","9","3","1","1","2","2","2","2","2","1","1","1","2","1","2","2","1","2","2","1","1","1","3","3","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","3","2","1","1","2","2","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",846,1692,"U","3","00026","0002",""
"0100581.0038.02","0100581.0038.02.02","0100581","02","02","0100581.038","0100581.038.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","54","1","1","1","1","3","3","3","3","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","9","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",846,2538,"U","3","00026","0002",""
"0100581.0057.05","0100581.0057.05.01","0100581","05","01","0100581.057","0100581.057.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","52","2","2","2","2","3","2","2","2","2","3","2","2","1","4","2","2","2","2","2","2","2","2","1","1","1","1","9","2","2","2","2","2","2","1","1","1","1","1","1","3","4","2","2","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",846,1692,"U","3","00026","0002",""
"0100581.0086.04","0100581.0086.04.01","0100581","04","01","0100581.086","0100581.086.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","49","1","1","1","1","3","1","1","1","1","3","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","1","1","1","1","3","3","4","4","2","2","1","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",846,2538,"U","3","00026","0002",""
"0100581.0111.01","0100581.0111.01.02","0100581","01","02","0100581.111","0100581.111.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","25","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","1","0","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",846,1692,"U","3","00026","0002",""
"0100664.0001.01","0100664.0001.01.01","0100664","01","01","0100664.001","0100664.001.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","75","2","1","3","1","3","1","1","2","2","1","3","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",905,905,"U","4","00050","0003",""
"0100664.0024.02","0100664.0024.02.01","0100664","02","01","0100664.024","0100664.024.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","44","2","1","1","1","3","3","1","1","1","3","3","1","1","4","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","","","2","2","3","3","2","1","","","9","9","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",905,2715,"U","4","00050","0003",""
"0100664.0050.03","0100664.0050.03.01","0100664","03","01","0100664.050","0100664.050.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"1","40","1","1","1","1","3","1","1","1","1","3","1","2","2","4","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","3","2","","","","","3","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3",1,"1","2","1","2","2","2","2","2","2","2","2","2","2",905,1810,"U","4","00050","0003",""
"0100664.0075.04","0100664.0075.04.01","0100664","04","01","0100664.075","0100664.075.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",2,"2","42","1","1","1","1","3","1","1","1","1","3","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","9","9","","","2","2","9","9","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",905,905,"U","4","00050","0003",""
"0100805.0002.04","0100805.0002.04.03","0100805","04","03","0100805.002","0100805.002.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,1,"-",4,"2","35","1","1","1","1","3","1","1","1","1","1","1","2","1","4","2","1","1","2","1","2","2","2","1","2","2","2","3","2","2","1","2","2","2","1","1","1","1","1","1","2","2","4","4","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","0","1","0","0","0","3",2,"2","","1","2","1","2","2","2","2","2","2","2","2",913,2739,"U","3","00027","0002",""
"0100805.0019.05","0100805.0019.05.04","0100805","05","04","0100805.019","0100805.019.04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"2","26","1","2","1","1","3","1","3","2","2","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","1",2,"2","","2","","2","2","2","2","2","2","2","2","2",913,2739,"U","3","00027","0002",""
"0100805.0034.03","0100805.0034.03.01","0100805","03","01","0100805.034","0100805.034.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0224","01",0,0,"-",4,"1","45","1","1","1","1","3","1","1","1","1","3","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","3","3","2","2","2","2","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",913,1826,"U","3","00027","0002",""
