"UPM","VIV_SEL","N_REN","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","NOM","C_RES","PAREN","SEX","EDAD","NAC_D","NAC_M","COD","COD_SEL","VERIF_COD","I_NIV","I_ANIO","A_ESC","C_ACT","V_ACT","POS","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0912927
","01
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","34
","
","
","2
","A
","2
","08
","5
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","01
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","08
","
","
","
","A
","
","02
","2
","1
","
","
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","01
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","39
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","903
","3612
","U
","3
","13840
","0250
"
"0912927
","01
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","61
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","01
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","06
","
","
","
","A
","
","01
","3
","1
","
","
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","01
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","61
","
","
","2
","A
","2
","02
","6
","2
","5
","1
","3
","903
","0
","U
","3
","13840
","0250
"
"0912927
","02
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","2
","48
","
","
","2
","A
","2
","03
","2
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","02
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","34
","
","
","2
","A
","2
","03
","2
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","02
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","23
","
","
","1
","A
","1
","06
","3
","1
","4
","4
","
","903
","3612
","U
","3
","13840
","0250
"
"0912927
","02
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","16
","
","
","
","A
","
","03
","3
","1
","
","
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","02
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","25
","
","
","2
","A
","2
","08
","5
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","2
","62
","
","
","1
","A
","1
","02
","6
","2
","1
","
","2
","903
","8127
","U
","3
","13840
","0250
"
"0912927
","03
","07
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","20
","
","
","2
","A
","2
","06
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","08
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","2
","19
","
","
","2
","A
","2
","03
","3
","1
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","09
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","13
","
","
","
","A
","
","03
","1
","1
","
","
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","43
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","25
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","45
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","1
","65
","
","
","2
","A
","2
","02
","4
","2
","5
","4
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","10
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","43
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","03
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","30
","
","
","2
","A
","2
","06
","3
","1
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","04
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","98
","
","
","1
","A
","1
","03
","3
","2
","8
","4
","
","903
","2709
","U
","3
","13840
","0250
"
"0912927
","04
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","22
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","04
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","98
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","05
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","78
","
","
","1
","A
","1
","02
","6
","2
","1
","
","2
","903
","3612
","U
","3
","13840
","0250
"
"0912927
","05
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","68
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0912927
","05
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","46
","
","
","2
","A
","2
","03
","1
","2
","3
","4
","
","903
","0
","U
","3
","13840
","0250
"
"0912927
","05
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","46
","
","
","2
","A
","2
","04
","3
","2
","1
","
","2
","903
","0
","U
","3
","13840
","0250
"
"0913004
","01
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","1
","19
","
","
","2
","A
","2
","03
","3
","1
","1
","
","2
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","01
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","1
","24
","
","
","1
","A
","1
","03
","3
","2
","1
","
","2
","1111
","5556
","U
","3
","13850
","0250
"
"0913004
","01
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","1
","2
","53
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","01
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","5
","1
","12
","
","
","
","A
","
","02
","6
","1
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","01
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","5
","2
","07
","
","
","
","A
","
","02
","1
","1
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","01
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","2
","21
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","01
","07
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","2
","32
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","02
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","1
","2
","42
","
","
","1
","A
","1
","02
","6
","2
","1
","
","2
","1111
","1111
","U
","3
","13850
","0250
"
"0913004
","02
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","1
","17
","
","
","
","A
","
","03
","2
","2
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","1
","1
","33
","
","
","2
","A
","2
","08
","5
","1
","1
","
","4
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","03
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","3
","1
","03
","
","
","
","A
","
","00
","
","1
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","03
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","2
","2
","32
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","1111
","2222
","U
","3
","13850
","0250
"
"0913004
","04
","08
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","3
","3
","1
","07
","
","
","
","B
","
","02
","1
","1
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","04
","07
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","3
","3
","2
","09
","
","
","
","B
","
","02
","3
","1
","
","
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","04
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","3
","2
","2
","26
","
","
","1
","A
","1
","06
","1
","2
","1
","
","2
","1111
","2222
","U
","3
","13850
","0250
"
"0913004
","04
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","3
","1
","1
","28
","
","
","2
","B
","2
","06
","1
","2
","3
","4
","
","1111
","0
","U
","3
","13850
","0250
"
"0913004
","05
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","1
","2
","29
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","1111
","1111
","U
","3
","13850
","0250
"
"0913010
","01
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","1
","1
","61
","
","
","2
","A
","
","06
","3
","2
","1
","
","3
","950
","0
","U
","3
","13860
","0250
"
"0913010
","01
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","2
","2
","57
","
","
","2
","A
","
","08
","4
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","01
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","2
","22
","
","
","1
","A
","
","08
","2
","1
","4
","4
","
","950
","3798
","U
","3
","13860
","0250
"
"0913010
","01
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","1
","22
","
","
","2
","A
","
","08
","2
","1
","4
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","02
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","1
","1
","64
","
","
","2
","A
","
","02
","6
","2
","6
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","02
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","2
","2
","62
","
","
","1
","A
","
","02
","6
","2
","5
","4
","
","950
","3798
","U
","3
","13860
","0250
"
"0913010
","02
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","1
","40
","
","
","2
","A
","
","03
","3
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","02
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","1
","38
","
","
","2
","A
","
","03
","3
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","02
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","1
","16
","
","
","
","A
","
","06
","2
","1
","
","
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","03
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","2
","1
","97
","
","
","1
","A
","
","03
","3
","2
","1
","
","3
","950
","1899
","U
","3
","13860
","0250
"
"0913010
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","1
","2
","97
","
","
","2
","A
","
","03
","3
","2
","1
","
","3
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","5
","1
","65
","
","
","2
","A
","
","04
","3
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","2
","63
","
","
","1
","A
","
","04
","3
","2
","1
","
","2
","950
","7597
","U
","3
","13860
","0250
"
"0913010
","04
","08
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","5
","2
","18
","
","
","2
","A
","
","06
","3
","1
","4
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","5
","1
","36
","
","
","2
","A
","
","08
","4
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","2
","2
","82
","
","
","2
","A
","
","02
","6
","2
","5
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","07
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","3
","2
","34
","
","
","2
","A
","
","06
","3
","2
","1
","
","2
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","5
","2
","27
","
","
","2
","A
","
","08
","3
","1
","4
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","04
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","1
","1
","82
","
","
","2
","A
","
","02
","6
","2
","6
","4
","
","950
","0
","U
","3
","13860
","0250
"
"0913010
","05
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","1
","-
","
","1
","2
","50
","
","
","1
","A
","
","03
","3
","2
","1
","
","2
","950
","950
","U
","3
","13860
","0250
"
"0913036
","01
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","3
","1
","50
","
","
","2
","A
","2
","06
","1
","2
","1
","
","2
","855
","0
","U
","3
","13870
","0250
"
"0913036
","01
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","1
","2
","83
","
","
","1
","A
","1
","02
","6
","2
","5
","1
","3
","855
","1709
","U
","3
","13870
","0250
"
"0913036
","02
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","2
","2
","43
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","855
","0
","U
","3
","13870
","0250
"
"0913036
","02
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","1
","1
","45
","
","
","1
","A
","1
","03
","3
","2
","1
","
","2
","855
","1709
","U
","3
","13870
","0250
"
"0913036
","02
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","3
","2
","10
","
","
","
","A
","
","02
","4
","1
","
","
","
","855
","0
","U
","3
","13870
","0250
"
"0913036
","02
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","3
","1
","16
","
","
","
","A
","
","03
","3
","1
","
","
","
","855
","0
","U
","3
","13870
","0250
"
"0913036
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","1
","2
","53
","
","
","2
","A
","2
","04
","3
","2
","5
","1
","4
","855
","0
","U
","3
","13870
","0250
"
"0913036
","03
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","2
","1
","57
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","855
","0
","U
","3
","13870
","0250
"
"0913036
","03
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","3
","2
","35
","
","
","1
","A
","1
","06
","3
","2
","1
","
","2
","855
","3418
","U
","3
","13870
","0250
"
"0913036
","03
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","5
","2
","15
","
","
","
","A
","
","03
","3
","1
","
","
","
","855
","0
","U
","3
","13870
","0250
"
"0913036
","03
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","3
","1
","32
","
","
","2
","A
","2
","06
","3
","2
","1
","
","2
","855
","0
","U
","3
","13870
","0250
"
"0913036
","04
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","1
","2
","32
","
","
","1
","A
","1
","08
","5
","1
","1
","
","2
","855
","855
","U
","3
","13870
","0250
"
"0913036
","05
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","1
","1
","47
","
","
","2
","A
","2
","06
","3
","2
","1
","
","2
","855
","0
","U
","3
","13870
","0250
"
"0913036
","05
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","2
","-
","1
","2
","2
","47
","
","
","1
","A
","1
","06
","3
","2
","1
","
","2
","855
","1709
","U
","3
","13870
","0250
"
"0913051
","01
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","2
","11
","
","
","
","A
","
","02
","4
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","01
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","2
","45
","
","
","2
","A
","2
","08
","5
","2
","1
","
","2
","604
","0
","U
","2
","13880
","0240
"
"0913051
","01
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","5
","1
","15
","
","
","
","A
","
","03
","2
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","01
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","12
","
","
","
","A
","
","02
","6
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","01
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","2
","34
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","604
","1209
","U
","2
","13880
","0240
"
"0913051
","02
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","08
","
","
","
","A
","
","02
","1
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","02
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","54
","
","
","2
","A
","2
","03
","3
","2
","1
","
","2
","604
","0
","U
","2
","13880
","0240
"
"0913051
","02
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","48
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","604
","1209
","U
","2
","13880
","0240
"
"0913051
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","2
","66
","
","
","1
","A
","1
","07
","3
","2
","6
","4
","
","604
","604
","U
","2
","13880
","0240
"
"0913051
","04
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","24
","
","
","1
","A
","1
","06
","3
","2
","1
","
","2
","604
","1209
","U
","2
","13880
","0240
"
"0913051
","04
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","30
","
","
","2
","A
","2
","02
","6
","2
","1
","
","2
","604
","0
","U
","2
","13880
","0240
"
"0913051
","05
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","1
","1
","55
","
","
","2
","A
","2
","08
","5
","2
","1
","
","3
","604
","0
","U
","2
","13880
","0240
"
"0913051
","05
","04
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","2
","12
","
","
","
","A
","
","02
","6
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","05
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","2
","2
","46
","
","
","1
","A
","1
","08
","5
","2
","5
","4
","
","604
","1813
","U
","2
","13880
","0240
"
"0913051
","05
","05
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","10
","
","
","
","A
","
","02
","4
","1
","
","
","
","604
","0
","U
","2
","13880
","0240
"
"0913051
","05
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","5
","-
","1
","3
","1
","19
","
","
","2
","A
","2
","08
","1
","1
","1
","
","2
","604
","0
","U
","2
","13880
","0240
"
"0913071
","01
","07
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","1
","2
","2
","73
","
","
","1
","A
","1
","02
","6
","2
","5
","4
","
","711
","1421
","U
","2
","13890
","0240
"
"0913071
","01
","06
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","1
","1
","1
","72
","
","
","2
","A
","2
","02
","3
","2
","1
","
","3
","711
","0
","U
","2
","13890
","0240
"
"0913071
","02
","15
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","1
","3
","2
","54
","
","
","1
","A
","1
","02
","6
","2
","1
","
","2
","711
","2132
","U
","2
","13890
","0240
"
"0913071
","02
","14
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","1
","2
","2
","75
","
","
","2
","A
","2
","00
","
","2
","5
","4
","
","711
","0
","U
","2
","13890
","0240
"
"0913071
","02
","13
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","1
","1
","-
","3
","-
","1
","1
","1
","78
","
","
","2
","A
","2
","00
","
","2
","1
","
","2
","711
","0
","U
","2
","13890
","0240
"
"0913071
","03
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","1
","-
","3
","-
","1
","1
","1
","52
","
","
","1
","A
","1
","08
","5
","2
","1
","
","2
","711
","711
","U
","2
","13890
","0240
"
"0913071
","04
","03
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","5
","2
","25
","
","
","2
","A
","2
","06
","3
","2
","1
","
","2
","711
","0
","U
","2
","13890
","0240
"
"0913071
","04
","02
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","5
","2
","40
","
","
","2
","A
","2
","08
","5
","2
","1
","
","2
","711
","0
","U
","2
","13890
","0240
"
"0913071
","04
","01
","09
","Ciudad de Mexico
","010
","Alvaro Obregon
","0001
","79
","0120
","01
","0
","0
","-
","3
","-
","1
","1
","1
","45
","
","
","1
","A
","1
","06
","3
","2
","1
","
","2
","711
","2132
","U
","2
","13890
","0240
"
