"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0100107.0009.54","0100107.0009.54.02","0100107","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","37","2","2","3","2","3","2","2","1","2","3","3","3","3","3","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1232,2465,"U","2","2169","0002"
"0100107.0066.52","0100107.0066.52.02","0100107","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","35","1","1","3","1","3","1","1","1","1","1","1","3","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","2","1","2","1","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1232,2465,"U","2","2169","0002"
"0100107.0087.53","0100107.0087.53.01","0100107","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","23","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","","","","","2","2","2","2","","","","","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1232,3697,"U","2","2169","0002"
"0100146.0010.51","0100146.0010.51.02","0100146","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","24","1","1","1","1","3","1","1","1","1","1","1","1","1","4","2","2","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","3","3","2","2","2","2","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1009,2018,"U","3","2170","0001"
"0100146.0031.52","0100146.0031.52.01","0100146","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","55","2","2","2","2","3","2","2","2","2","3","2","2","2","4","1","1","1","1","1","2","2","2","3","1","2","3","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2",1009,1009,"U","3","2170","0001"
"0100146.0046.53","0100146.0046.53.01","0100146","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","59","1","1","1","1","3","1","1","1","1","1","1","1","1","4","2","2","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","3","2","2","2","2","2","2","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1009,3028,"U","3","2170","0001"
"0100146.0064.54","0100146.0064.54.02","0100146","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","57","1","2","1","2","3","1","1","2","2","2","1","2","2","3","1","2","1","1","1","2","2","2","1","2","1","1","9","1","1","2","1","2","1","2","1","1","1","1","1","2","2","2","3","3","2","3","3","3","2","","","","","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1009,3028,"U","3","2170","0001"
"0100146.0084.55","0100146.0084.55.03","0100146","55","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","38","2","2","2","2","3","1","1","2","2","3","1","2","1","3","1","2","2","2","2","2","2","2","2","1","2","1","9","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","3","4","3","3","2","2","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","1","2",1009,2018,"U","3","2170","0001"
"0100149.0018.54","0100149.0018.54.06","0100149","54","06","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",1,1,"-",2,"2","51","2","2","1","2","3","2","1","2","2","2","1","2","2","4","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","","","","","9","9","1","1","","","","","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4",2,"2","","1","2","2","2","2","2","2","2","2","2","2",1237,2474,"U","2","2171","0002"
"0100149.0050.55","0100149.0050.55.01","0100149","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","82","1","1","3","2","3","1","1","3","3","3","1","1","3","4","1","1","2","1","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1237,2474,"U","2","2171","0002"
"0100149.0098.53","0100149.0098.53.02","0100149","53","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","46","2","2","1","2","3","1","3","3","3","1","2","3","3","4","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","","","2","2","","","9","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1",2,"2","","2","","2","2","2","2","2","2","2","2","2",1237,2474,"U","2","2171","0002"
"0100149.0128.51","0100149.0128.51.01","0100149","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"1","34","2","1","1","2","3","2","2","2","2","1","2","2","2","3","1","1","1","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","3","2","3","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1237,1237,"U","2","2171","0002"
"0100259.0019.53","0100259.0019.53.03","0100259","53","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","21","2","2","2","2","1","2","1","2","2","2","1","2","1","3","1","1","1","2","1","1","2","2","1","1","2","1","2","2","1","1","1","1","1","2","1","1","1","1","1","2","2","3","2","2","3","2","2","1","2","","","","","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1151,3454,"U","3","2172","0001"
"0100259.0042.54","0100259.0042.54.01","0100259","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","46","1","1","1","1","3","1","1","1","1","2","1","1","1","4","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","3","2","2","2","","","","","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1151,1151,"U","3","2172","0001"
"0100259.0064.55","0100259.0064.55.01","0100259","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"1","56","2","1","1","1","3","1","1","2","2","2","1","2","1","4","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","2","2","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"1","2","2","","1","2","2","2","2","2","2","2","2",1151,3454,"U","3","2172","0001"
"0100259.0089.51","0100259.0089.51.02","0100259","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","59","1","2","3","1","3","3","3","3","3","3","1","2","3","4","2","2","2","2","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1151,4605,"U","3","2172","0001"
"0100259.0116.52","0100259.0116.52.02","0100259","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",2,"2","52","1","1","1","1","3","1","1","1","1","1","1","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","3","2","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","1","0","1","1","0","0","0","3",1,"1","2","2","","2","2","2","1","2","2","2","2","2",1151,3454,"U","3","2172","0001"
"0100300.0018.51","0100300.0018.51.02","0100300","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","22","1","1","1","1","3","1","1","1","1","1","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","2","1","1","2","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",1179,3536,"U","2","2173","0002"
"0100300.0036.55","0100300.0036.55.03","0100300","55","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","20","1","2","2","2","3","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","1","1","1","1","3","2","1","2","2","2","1","2","2","2","1","1","1","1","1","","","2","2","2","3","1","2","1","2","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","3",2,"2","","1","2","1","2","2","1","2","2","2","2","2",1179,4715,"U","2","2173","0002"
"0100300.0071.54","0100300.0071.54.03","0100300","54","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"1","22","1","1","1","1","3","1","1","1","1","1","1","1","1","9","1","2","1","1","2","2","2","2","1","1","1","2","3","2","1","2","2","2","2","2","2","2","1","1","1","2","2","","","2","2","9","9","9","2","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","1","2",1179,5894,"U","2","2173","0002"
"0100300.0136.53","0100300.0136.53.01","0100300","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",1,"2","52","1","1","1","1","3","1","1","3","3","1","1","3","3","2","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","3","2","2","9","9","4","9","","","","","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1",2,"1","2","1","2","2","2","2","2","2","2","2","2","2",1179,2358,"U","2","2173","0002"
"0100325.0026.01","0100325.0026.01.02","0100325","01","02","0100325.026","0100325.026.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"2","52","1","1","2","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",1133,2266,"U","3","0001","0001"
"0100325.0049.02","0100325.0049.02.01","0100325","02","01","0100325.049","0100325.049.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","36","1","1","1","1","3","1","1","1","1","1","1","2","1","3","2","1","2","1","1","2","2","2","2","2","2","3","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1133,1133,"U","3","0001","0001"
"0100325.0076.03","0100325.0076.03.01","0100325","03","01","0100325.076","0100325.076.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","49","2","1","1","1","3","1","1","2","1","3","1","2","1","2","1","1","2","2","1","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","1","1","1","1","1","2","1","3","3","3","4","2","2","2","2","","","2","2","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","3",1,"1","2","1","1","2","2","2","2","2","2","2","2","2",1133,1133,"U","3","0001","0001"
"0100325.0137.05","0100325.0137.05.01","0100325","05","01","0100325.137","0100325.137.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","28","1","1","3","1","3","1","1","1","1","1","1","2","1","4","2","1","2","2","1","2","2","2","2","2","2","3","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","3","4","3","3","1","4","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","3",1,"2","","1","2","2","2","2","2","2","2","2","2","2",1133,1133,"U","3","0001","0001"
"0100337.0004.01","0100337.0004.01.01","0100337","01","01","0100337.004","0100337.004.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",5,"2","67","2","2","3","2","3","3","1","3","3","3","1","3","1","1","2","1","2","1","1","2","2","2","2","1","1","1","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","2","2","2","2","1","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",1202,1202,"U","3","0002","0001"
"0100337.0024.02","0100337.0024.02.04","0100337","02","04","0100337.024","0100337.024.04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",5,"2","56","2","1","1","2","3","3","1","3","1","1","1","3","3","4","1","1","2","1","1","1","2","2","1","1","2","1","9","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","2","3","3","3","3","3","","","3","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",1202,7212,"U","3","0002","0001"
"0100337.0041.03","0100337.0041.03.01","0100337","03","01","0100337.041","0100337.041.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",5,"2","48","2","2","1","2","3","3","3","3","3","3","3","3","3","4","1","1","1","1","1","1","2","2","1","2","2","2","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",1202,1202,"U","3","0002","0001"
"0100337.0058.04","0100337.0058.04.01","0100337","04","01","0100337.058","0100337.058.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",5,"1","76","1","1","3","1","3","3","1","3","1","1","3","3","3","2","2","2","2","1","2","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","3","9","9","4","4","3","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1202,1202,"U","3","0002","0001"
"0100337.0081.05","0100337.0081.05.01","0100337","05","01","0100337.081","0100337.081.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",5,"1","64","1","1","1","1","3","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","3","9","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1202,1202,"U","3","0002","0001"
"0100368.0019.04","0100368.0019.04.03","0100368","04","03","0100368.019","0100368.019.03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","21","2","1","1","2","3","2","1","1","2","2","2","2","1","3","1","1","2","1","1","2","2","2","1","1","2","1","9","2","2","2","2","2","1","2","2","1","1","1","1","1","1","3","3","3","3","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",1025,3074,"U","2","0003","0002"
"0100368.0048.01","0100368.0048.01.01","0100368","01","01","0100368.048","0100368.048.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"2","31","1","1","3","1","3","1","2","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","1","1","1","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",1025,2049,"U","2","0003","0002"
"0100368.0076.02","0100368.0076.02.01","0100368","02","01","0100368.076","0100368.076.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","52","1","1","1","1","3","3","3","3","3","1","1","3","1","1","1","2","2","2","1","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","2","2","3","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",1025,2049,"U","2","0003","0002"
"0100368.0090.03","0100368.0090.03.02","0100368","03","02","0100368.090","0100368.090.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",4,"1","30","1","1","1","2","3","1","1","1","2","1","1","2","1","4","2","1","1","1","2","2","2","2","1","1","2","3","9","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",1025,2049,"U","2","0003","0002"
"0100414.0005.53","0100414.0005.53.02","0100414","53","02","0100414.005","0100414.005.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",3,"2","48","2","2","2","2","3","2","2","2","2","2","1","2","3","3","1","1","2","1","1","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","2","2","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3",2,"2","","1","2","2","2","2","1","2","2","2","2","2",1273,2547,"U","2","2174","0002"
"0100414.0029.54","0100414.0029.54.02","0100414","54","02","0100414.029","0100414.029.02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",3,"2","73","1","1","2","2","3","2","3","3","1","2","1","2","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","1","1","1","1","1","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",1273,3820,"U","2","2174","0002"
"0100414.0052.55","0100414.0052.55.01","0100414","55","01","0100414.052","0100414.052.01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0424","01",0,0,"-",3,"1","23","2","1","1","2","3","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","1","2","9","1","1","1","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3",2,"1","1","2","","2","2","2","2","2","2","2","2","2",1273,1273,"U","2","2174","0002"
