"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0400905.134","0400905.134.03","0400905","02","03","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",5,"1","52","2","2","2","2","3","2","2","2","2","3","2","2","2","4","1","1","1","1","1","2","2","2","1","1","1","1","9","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"2","","1","1","2","2","2","2","2","2","2","2","2","1",195,782,"U","2","04304","00226",""
"0400918.008","0400918.008.01","0400918","01","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"2","79","1","1","3","1","3","3","3","3","3","1","1","9","9","1","2","2","2","2","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","9","9","9","9","9","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","",9,"2","","2","","2","2","2","2","2","2","2","2","2","6",199,399,"U","2","04305","00226",""
"0400918.034","0400918.034.05","0400918","02","05","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",1,2,"-",4,"1","20","1","1","1","1","3","3","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","2","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",199,399,"U","2","04305","00226",""
"0400918.077","0400918.077.02","0400918","04","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"1","77","2","2","3","2","3","2","1","2","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","3","2","2","1","1","2","2","1","1","1","1","1","2","2","3","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",199,399,"U","2","04305","00226",""
"0400918.102","0400918.102.01","0400918","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"1","79","2","2","3","2","3","1","1","2","1","1","1","1","2","4","2","1","1","2","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",199,598,"U","2","04305","00226",""
"0400927.010","0400927.010.02","0400927","04","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","40","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",202,403,"U","2","04306","00226",""
"0400927.040","0400927.040.01","0400927","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"1","59","1","1","1","2","3","3","1","3","3","1","1","1","3","4","2","2","1","2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","4","3","2","3","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",202,202,"U","2","04306","00226",""
"0400927.109","0400927.109.01","0400927","01","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"1","33","1","1","1","1","3","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",202,202,"U","2","04306","00226",""
"0400927.175","0400927.175.02","0400927","02","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","58","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","3","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",202,605,"U","2","04306","00226",""
"0400927.193","0400927.193.02","0400927","03","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"1","34","1","1","1","1","3","1","1","2","2","1","1","2","1","3","2","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","3","3","3","1","2","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",202,605,"U","2","04306","00226",""
"0400940.013","0400940.013.01","0400940","03","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"1","46","2","2","2","2","3","2","2","2","2","3","2","2","1","4","2","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","3","2","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","1","1","0","1","0","1","0","1","1","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",232,464,"U","2","04307","00226",""
"0400940.038","0400940.038.03","0400940","05","03","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","27","1","1","1","1","3","2","1","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","","","","","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",232,696,"U","2","04307","00226",""
"0400940.079","0400940.079.01","0400940","01","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","22","2","1","1","2","3","1","1","2","2","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",1,"2","","2","","1","2","2","2","2","2","2","2","2","3",232,232,"U","2","04307","00226",""
"0400940.161","0400940.161.02","0400940","04","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","52","2","2","3","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","4","4","3","3","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",232,464,"U","2","04307","00226",""
"0400940.197","0400940.197.01","0400940","02","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","31","2","1","1","2","3","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","1","2","3","2","2","2","1","2","2","2","2","2","1","1","2","","","","","1","1","1","1","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2",1,"2","","2","","1","2","2","2","2","2","2","1","2","1",232,696,"U","2","04307","00226",""
"0400942.008","0400942.008.01","0400942","01","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",1,"1","41","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","9","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","3","2","3","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","2",2,"1","2","1","2","2","2","2","2","2","2","2","2","2","1",190,379,"U","2","04308","00226",""
"0400942.048","0400942.048.01","0400942","02","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",1,"2","68","1","1","1","1","3","1","1","1","3","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","3",190,190,"U","2","04308","00226",""
"0400942.074","0400942.074.01","0400942","03","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",1,"2","70","2","2","3","1","3","3","1","3","2","2","1","2","3","4","2","2","1","2","2","2","2","2","3","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","","","","","2","1","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","3",190,190,"U","2","04308","00226",""
"0400942.108","0400942.108.02","0400942","04","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",1,"2","27","2","1","1","2","3","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","1","2","2","2","3","2","2","2","1","2","2","2","1","1","1","1","","","2","2","1","1","2","2","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3",2,"2","","2","","1","2","2","1","2","1","2","1","2","1",190,569,"U","2","04308","00226",""
"0400942.154","0400942.154.01","0400942","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",1,"1","61","2","1","1","2","3","2","1","3","2","1","1","1","3","4","2","1","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",190,190,"U","2","04308","00226",""
"0400951.050","0400951.050.02","0400951","02","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","54","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","","","","","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",172,517,"U","3","04323","00227",""
"0400951.069","0400951.069.01","0400951","03","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","39","2","1","1","2","3","1","1","2","2","2","1","2","1","1","2","1","1","2","2","2","2","9","2","2","3","2","3","2","2","2","2","2","2","9","9","1","1","1","","","","","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2",2,"1","2","2","","1","2","2","2","2","2","2","2","2","1",172,517,"U","3","04323","00227",""
"0400951.118","0400951.118.02","0400951","01","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","28","2","1","3","2","1","2","1","2","2","2","1","2","1","3","2","1","1","2","2","2","2","2","1","1","1","1","3","2","2","1","2","2","1","1","1","1","1","1","4","4","3","3","2","2","1","2","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4",2,"2","","2","","1","2","1","1","2","2","2","2","2","1",172,345,"U","3","04323","00227",""
"0400951.138","0400951.138.03","0400951","04","03","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","71","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","3","2","2","2","2","2","2","2","1","1","1","2","","","3","2","3","3","3","3","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",172,345,"U","3","04323","00227",""
"0400952.037","0400952.037.01","0400952","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"2","26","2","2","2","2","3","2","1","1","2","2","2","2","2","3","1","1","2","2","2","2","2","2","2","2","2","1","3","2","1","2","2","2","2","1","1","1","1","1","2","3","2","3","3","3","2","3","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2",2,"1","2","2","","1","2","2","2","2","2","2","2","2","1",189,379,"U","3","04324","00227",""
"0400952.071","0400952.071.01","0400952","02","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"1","43","2","2","2","2","3","2","1","2","2","3","2","2","1","3","2","2","1","2","2","1","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","4","4","3","4","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","3",2,"2","","1","1","2","2","2","2","2","2","2","2","2","1",189,189,"U","3","04324","00227",""
"0400952.097","0400952.097.02","0400952","04","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"1","30","1","1","1","1","3","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","4","4","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","2",1,"2","","1","1","2","2","2","1","2","1","2","2","2","1",189,379,"U","3","04324","00227",""
"0400952.122","0400952.122.02","0400952","03","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"2","33","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"1","1","2","","2","2","2","2","2","2","2","2","2","1",189,379,"U","3","04324","00227",""
"0400956.021","0400956.021.02","0400956","01","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","27","1","1","3","1","3","3","3","3","3","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",169,337,"U","2","04309","00226",""
"0400956.072","0400956.072.01","0400956","04","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","62","2","2","1","2","3","1","1","1","1","1","1","2","1","3","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","1","","","","","3","2","3","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"1","2","2","","2","2","2","2","2","2","2","2","2","2",169,337,"U","2","04309","00226",""
"0400956.142","0400956.142.04","0400956","02","04","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",1,1,"-",3,"2","25","1","1","3","1","3","1","1","2","2","2","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","4","3","2","1","1","3","2","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",169,337,"U","2","04309","00226",""
"0400956.146","0400956.146.01","0400956","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"1","51","2","2","1","2","3","2","2","2","2","3","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","3","3","3","3","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","2",169,169,"U","2","04309","00226",""
"0400960.032","0400960.032.01","0400960","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","69","1","1","3","2","3","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",182,182,"U","2","04310","00226",""
"0400960.057","0400960.057.01","0400960","04","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"1","29","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","3","3","3","3","3","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","1","1","0","1","1","1","0","1","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",182,182,"U","2","04310","00226",""
"0400960.156","0400960.156.03","0400960","03","03","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",2,"2","36","2","1","1","2","3","1","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","1","4","4","4","4","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",182,547,"U","2","04310","00226",""
"0400961.032","0400961.032.01","0400961","02","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,1,"-",3,"2","44","1","1","1","1","3","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","","","9","9","","","9","9","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","3",172,172,"U","2","04311","00226",""
"0400961.050","0400961.050.02","0400961","03","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","29","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","1","1","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","3","4","3","4","2","2","2","2","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2","2",172,859,"U","2","04311","00226",""
"0400961.101","0400961.101.01","0400961","05","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","47","2","2","1","2","3","2","2","2","2","2","2","3","2","3","2","1","1","2","1","2","2","2","2","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","4","3","3","3","3","3","3","3","3","3","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","1","1","2","2","3",172,516,"U","2","04311","00226",""
"0400961.104","0400961.104.02","0400961","01","02","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"2","30","2","1","1","2","3","2","2","2","2","2","3","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",172,344,"U","2","04311","00226",""
"0400961.115","0400961.115.01","0400961","04","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",3,"1","22","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","2",2,"1","2","1","1","2","2","2","2","2","2","2","2","2","1",172,344,"U","2","04311","00226",""
"0400966.023","0400966.023.01","0400966","01","01","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0423","01",0,0,"-",4,"1","44","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","9","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",188,377,"U","2","04312","00226",""
