"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","BP4_2","BP4_3_1","BP4_4_1_1","BP4_4_1_2","BP4_4_1_3","BP4_5_1_1","BP4_5_1_2","BP4_5_1_3","BP4_5_1_4","BP4_5_1_5","BP4_5_1_6","BP4_5_1_7","BP4_5_1_8","BP4_5_1_9","BP4_3_2","BP4_4_2_1","BP4_4_2_2","BP4_4_2_3","BP4_5_2_1","BP4_5_2_2","BP4_5_2_3","BP4_5_2_4","BP4_5_2_5","BP4_5_2_6","BP4_5_2_7","BP4_5_2_8","BP4_5_2_9","BP4_3_3","BP4_4_3_1","BP4_4_3_2","BP4_4_3_3","BP4_5_3_1","BP4_5_3_2","BP4_5_3_3","BP4_5_3_4","BP4_5_3_5","BP4_5_3_6","BP4_5_3_7","BP4_5_3_8","BP4_5_3_9","BP4_3_4","BP4_4_4_1","BP4_4_4_2","BP4_4_4_3","BP4_5_4_1","BP4_5_4_2","BP4_5_4_3","BP4_5_4_4","BP4_5_4_5","BP4_5_4_6","BP4_5_4_7","BP4_5_4_8","BP4_5_4_9","BP4_3_5","BP4_4_5_1","BP4_4_5_2","BP4_4_5_3","BP4_5_5_1","BP4_5_5_2","BP4_5_5_3","BP4_5_5_4","BP4_5_5_5","BP4_5_5_6","BP4_5_5_7","BP4_5_5_8","BP4_5_5_9","BP4_3_6","BP4_4_6_1","BP4_4_6_2","BP4_4_6_3","BP4_5_6_1","BP4_5_6_2","BP4_5_6_3","BP4_5_6_4","BP4_5_6_5","BP4_5_6_6","BP4_5_6_7","BP4_5_6_8","BP4_5_6_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"11383","1406036.044","1406036.044.01","1406036","03","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"2","40","2","1","1","2","3","1","1","3","3","1","1","3","2","3","2","2","1","2","2","1","2","2","1","1","1","1","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","2","2","2","1","2","","","","1","","","","","1","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",789,789,"U","2","02590","0077"
"11384","1406036.113","1406036.113.02","1406036","01","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"2","34","2","1","3","2","3","2","2","2","2","3","1","1","1","3","1","2","1","1","1","1","1","1","1","1","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","2","2","2","2","2","2","2","2","4","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",789,1577,"U","2","02590","0077"
"11385","1406036.196","1406036.196.01","1406036","02","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"1","42","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","1","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","2","3","2","2","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",789,1577,"U","2","02590","0077"
"11386","1406036.213","1406036.213.01","1406036","05","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"1","37","2","1","1","1","3","1","1","2","2","2","1","2","1","3","1","1","2","2","2","1","2","2","1","2","1","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",789,1577,"U","2","02590","0077"
"11387","1406062.004","1406062.004.01","1406062","01","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"1","33","2","1","1","1","3","1","1","1","1","1","1","2","1","3","1","1","1","2","1","1","2","2","1","2","2","3","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","2","1","2","4","2","","1","","4","4","","2","","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",452,452,"U","2","02591","0077"
"11388","1406062.035","1406062.035.03","1406062","02","03","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"2","19","2","1","3","2","2","2","2","2","2","2","1","2","2","4","1","2","1","2","2","2","2","1","1","1","1","1","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2","1","1","1","1","","2","3","2","2","","3","3","2","2","1","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","3","2","","1","02","","","0","0","0","0","1","1","0","0","0","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",452,1810,"U","2","02591","0077"
"11389","1406062.095","1406062.095.02","1406062","04","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"2","54","1","1","1","1","3","1","1","3","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","2","1","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",452,905,"U","2","02591","0077"
"11390","1406062.120","1406062.120.02","1406062","05","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"2","65","2","1","3","2","3","3","3","3","3","2","3","3","3","3","2","2","2","2","2","2","2","2","3","2","2","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","4","3","9","9","9","3","3","9","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",452,905,"U","2","02591","0077"
"11391","1406062.131","1406062.131.02","1406062","03","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"1","73","2","1","3","2","3","3","3","3","1","3","1","1","3","3","1","2","1","2","2","1","2","2","2","1","2","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","3","3","3","3","4","3","3","3","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",452,1357,"U","2","02591","0077"
"11392","1406073.018","1406073.018.01","1406073","03","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",5,"1","29","2","1","1","1","3","1","1","1","2","1","1","1","1","3","1","1","1","1","1","1","2","1","1","1","1","3","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","3","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",695,695,"U","1","02592","0076"
"11393","1406073.027","1406073.027.05","1406073","05","05","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",1,1,"-",5,"2","60","2","2","3","2","3","2","2","2","3","2","2","2","3","4","1","2","1","1","1","1","2","2","1","1","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",695,1390,"U","1","02592","0076"
"11394","1406073.063","1406073.063.02","1406073","01","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",5,"2","49","2","1","1","2","3","1","1","1","2","2","1","1","1","3","1","1","1","2","1","2","2","1","1","1","2","2","3","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","3","3","2","2","2","4","3","2","2","2","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","0","1","0","1","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",695,2780,"U","1","02592","0076"
"11395","1406073.086","1406073.086.01","1406073","04","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",5,"2","74","2","2","2","3","3","3","3","3","3","3","2","2","3","4","2","1","1","9","2","2","2","2","3","3","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","1","1","2","2","","9","2","","","","4","9","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","4",695,1390,"U","1","02592","0076"
"11396","1406093.046","1406093.046.02","1406093","02","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"2","43","2","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","1","1","1","","1","1","1","1","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",452,2258,"U","2","02593","0077"
"11397","1406093.071","1406093.071.01","1406093","03","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,1,"-",2,"1","59","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","1","2","2","1","1","1","3","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","3","3","2","1","1","4","4","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",452,452,"U","2","02593","0077"
"11398","1406093.094","1406093.094.02","1406093","04","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"2","35","2","1","3","2","3","2","2","3","3","2","3","3","1","3","2","1","1","2","1","1","2","2","1","1","2","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","2","2","2","2","2","","2","9","2","2","","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",452,903,"U","2","02593","0077"
"11399","1406093.116","1406093.116.01","1406093","05","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",2,"1","58","1","1","1","1","3","3","3","3","3","1","1","1","1","3","2","1","2","2","2","2","2","2","2","2","2","3","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","2","2","2","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",452,903,"U","2","02593","0077"
"11400","1406100.007","1406100.007.02","1406100","01","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"1","37","1","1","1","1","3","3","1","1","1","1","1","1","2","3","1","1","1","1","1","1","2","2","1","1","2","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","4","3","3","4","3","4","4","3","4","3","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",426,1706,"U","2","02594","0077"
"11401","1406100.025","1406100.025.02","1406100","02","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"2","36","2","1","3","2","3","1","1","3","3","2","2","2","1","3","2","1","2","2","1","1","2","2","1","2","2","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","4","3","2","2","","3","4","2","2","","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",426,853,"U","2","02594","0077"
"11402","1406100.047","1406100.047.03","1406100","03","03","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,2,"-",4,"2","68","2","2","3","1","3","1","1","3","3","3","2","2","2","4","2","1","1","2","2","2","2","2","1","1","2","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","1","1","2","","","2","2","","","","2","2","","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",426,1279,"U","2","02594","0077"
"11403","1406100.069","1406100.069.01","1406100","04","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,1,"-",4,"2","77","2","1","3","2","3","2","2","3","2","2","2","2","3","4","2","1","1","1","1","2","2","2","1","1","1","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","2","1","2","","","","1","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",426,1279,"U","2","02594","0077"
"11404","1406100.089","1406100.089.01","1406100","05","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",4,"1","60","2","1","3","1","3","2","2","3","3","1","1","3","1","4","1","1","1","1","1","1","2","2","2","2","2","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","1","1","4","","4","4","4","4","","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",426,426,"U","2","02594","0077"
"11405","1406102.039","1406102.039.02","1406102","04","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",3,"2","31","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",408,816,"U","2","02595","0077"
"11406","1406102.070","1406102.070.01","1406102","01","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",3,"1","55","2","1","1","2","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","2","2","1","1","2","1","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","2","1","1","1","1","3","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",408,2041,"U","2","02595","0077"
"11407","1406102.101","1406102.101.01","1406102","02","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",3,"1","56","2","1","2","1","3","1","3","3","3","2","2","2","3","9","2","1","2","2","2","2","2","2","2","2","2","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",408,816,"U","2","02595","0077"
"11408","1406102.109","1406102.109.03","1406102","05","03","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",3,"2","37","2","2","2","2","3","2","3","2","2","2","3","3","2","4","1","1","1","1","1","2","2","2","1","1","3","1","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","3","3","2","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",408,1224,"U","2","02595","0077"
"11409","1406144.031","1406144.031.03","1406144","02","03","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,1,"-",5,"1","20","2","2","1","2","3","2","2","2","2","2","2","3","2","4","1","1","1","1","1","1","2","1","1","1","2","1","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","2","2","","","","","","","","","","","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","4","1","1","1","10","","","0","1","0","0","0","0","0","0","0","1","10","","","0","1","0","0","0","0","0","0","0","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",507,1522,"U","2","02596","0077"
"11410","1406144.057","1406144.057.02","1406144","03","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",5,"2","44","2","2","1","2","3","2","2","2","2","2","1","2","1","4","2","1","2","2","2","2","2","2","1","2","1","1","3","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","3","1","1","1","1","3","3","1","1","2","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",507,1522,"U","2","02596","0077"
"11411","1406144.083","1406144.083.02","1406144","04","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,1,"-",5,"2","59","2","1","1","2","3","1","1","1","1","1","3","1","1","4","1","1","1","2","1","1","2","2","2","1","1","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",507,1015,"U","2","02596","0077"
"11412","1406144.114","1406144.114.02","1406144","05","02","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,1,"-",5,"1","33","1","2","2","2","3","2","2","3","2","2","1","2","2","3","1","1","1","1","1","1","2","1","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","2","3","3","3","3","2","4","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","1","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1","06","08","07","0","0","0","0","0","0","0","0","1","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",507,1015,"U","2","02596","0077"
"11413","1406176.033","1406176.033.01","1406176","01","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",1,"1","48","2","1","1","1","3","1","2","1","2","1","2","2","1","4","1","2","1","2","1","1","2","1","1","1","1","1","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","4","3","3","3","1","4","3","4","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",479,1436,"U","3","02597","0078"
"11414","1406176.096","1406176.096.01","1406176","02","01","14","JALISCO","101","TONALA","0001","60","TONALA","0322","01",0,0,"-",1,"2","57","2","1","3","2","3","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","1","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",479,1436,"U","3","02597","0078"
