"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1434","0400338.037","0400338.037.01","0400338","02","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","61","1","1","1","1","3","1","1","1","3","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","3","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","4","4","1","2","4","4","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4",1,1026,"U","3","03260","1770"
"1435","0400338.053","0400338.053.01","0400338","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","56","1","1","3","1","3","3","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","0","0","0","0","0","1","1","0","0","0","0","0","0","2","1","1","1","1","","2","9","1","1","","2","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","4",5,616,"U","3","03260","1770"
"1436","0400338.092","0400338.092.02","0400338","05","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","29","1","1","3","1","3","2","2","2","2","1","1","1","1","2","1","1","1","2","2","2","2","2","1","2","1","1","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","3",3,411,"U","3","03260","1770"
"1437","0400339.024","0400339.024.02","0400339","02","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","40","2","1","3","1","3","2","2","2","2","1","1","2","3","3","2","2","2","2","2","2","2","2","1","2","2","2","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","9","9","2","9","9","9","9","2","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3",3,425,"U","3","03270","1770"
"1438","0400339.048","0400339.048.01","0400339","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","53","1","2","1","2","3","2","2","2","2","2","1","1","3","4","2","1","1","2","2","2","2","2","2","1","1","3","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","4",1,637,"U","3","03270","1770"
"1439","0400339.066","0400339.066.01","0400339","01","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","44","1","1","1","1","3","3","1","1","1","3","1","1","1","9","2","2","2","2","1","2","2","2","2","2","2","9","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","4",1,637,"U","3","03270","1770"
"1440","0400339.084","0400339.084.01","0400339","04","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","61","1","1","1","1","3","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","1","1","1","","2","9","2","2","","2","9","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9",1,212,"U","3","03270","1770"
"1441","0400339.113","0400339.113.02","0400339","05","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","60","2","1","3","2","3","2","2","3","3","3","2","2","3","3","1","1","1","2","1","2","2","2","1","2","2","3","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","3","4","1","2","2","3","4","2","2","2","1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","3",3,425,"U","3","03270","1770"
"1442","0400363.045","0400363.045.01","0400363","02","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"1","23","1","1","1","1","3","3","1","1","1","1","1","3","3","1","2","2","2","2","2","2","2","2","3","2","2","3","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",1,443,"U","3","03280","1770"
"1443","0400363.057","0400363.057.03","0400363","01","03","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"2","40","1","1","1","1","3","3","1","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3",1,665,"U","3","03280","1770"
"1444","0400363.075","0400363.075.05","0400363","03","05","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"1","28","1","1","2","2","3","3","1","2","1","3","1","1","1","2","1","1","1","2","1","2","2","2","3","2","2","3","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","2",1,1108,"U","3","03280","1770"
"1445","0400363.098","0400363.098.02","0400363","04","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"2","75","1","1","1","1","3","1","1","3","3","1","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","3","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2","2","1","1","1","","","2","2","2","","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","4",3,443,"U","3","03280","1770"
"1446","0400363.102","0400363.102.02","0400363","05","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"2","19","1","1","3","1","1","3","1","3","3","1","1","1","1","3","1","2","1","1","2","2","2","2","2","2","2","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","","","3","3","3","","","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","2",1,443,"U","3","03280","1770"
"1447","0400367.014","0400367.014.01","0400367","01","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","64","2","1","3","1","3","1","1","1","3","1","1","1","3","1","2","2","2","2","2","2","2","2","3","3","2","3","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","2","2","1","1","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","3",2,836,"U","3","03290","1770"
"1448","0400367.021","0400367.021.03","0400367","02","03","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","28","1","1","1","1","1","2","2","2","2","2","1","1","2","3","1","2","1","2","1","2","2","2","1","1","1","3","3","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","3","3","4","2","2","2","3","4","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","3",1,836,"U","3","03290","1770"
"1449","0400367.065","0400367.065.01","0400367","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","81","2","1","3","1","3","1","1","1","1","3","1","3","1","4","1","1","1","1","1","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","2","2","1","1","","","","1","1","","","","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","0","1","1","1","0","1","0","0","0","3",2,627,"U","3","03290","1770"
"1450","0400367.091","0400367.091.01","0400367","04","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","64","2","1","3","1","3","1","1","2","2","1","1","1","1","4","1","2","1","2","2","2","2","2","3","1","2","2","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","3","9","2","2","3","4","9","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","4",4,209,"U","3","03290","1770"
"1451","0400367.108","0400367.108.01","0400367","05","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","66","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","3","3","2","2","2","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","2",1,627,"U","3","03290","1770"
"1452","0400368.043","0400368.043.02","0400368","02","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","33","2","2","3","2","3","2","2","2","2","2","2","2","2","3","1","2","1","2","2","2","2","2","1","1","2","1","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","2","1","1","1","1","","4","1","1","1","","4","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","4",3,392,"U","3","03300","1770"
"1453","0400368.068","0400368.068.02","0400368","03","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","26","1","1","1","1","3","3","3","3","3","1","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","4","2","1","2","2","4","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","4",1,392,"U","3","03300","1770"
"1454","0400368.088","0400368.088.01","0400368","04","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","30","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","1","1","1","2","2","2","2","2","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","1","1","1","","","2","1","1","","","2","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","4",3,588,"U","3","03300","1770"
"1455","0400368.105","0400368.105.01","0400368","05","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","62","1","1","1","1","3","1","1","1","1","3","1","1","3","2","2","2","1","2","2","2","2","2","3","2","3","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","1","1","1","","3","9","9","9","","3","9","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",1,588,"U","3","03300","1770"
"1456","0400373.031","0400373.031.01","0400373","01","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",5,"1","65","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",1,667,"U","3","03310","1770"
"1457","0400373.080","0400373.080.02","0400373","02","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"2","-",5,"1","24","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3",1,445,"U","3","03310","1770"
"1458","0400373.110","0400373.110.01","0400373","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",5,"1","69","2","1","3","2","3","2","2","3","3","2","2","3","3","4","1","1","1","1","1","2","2","1","1","1","2","3","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","4","4","1","1","1","4","4","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",2,222,"U","3","03310","1770"
"1459","0400373.151","0400373.151.01","0400373","05","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",5,"1","53","1","1","1","1","3","1","1","2","2","1","1","2","1","9","1","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2",1,445,"U","3","03310","1770"
"1460","0400374.007","0400374.007.01","0400374","02","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","76","2","2","3","1","3","1","1","2","2","1","1","3","3","3","1","2","1","2","2","2","2","2","1","2","2","3","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","2","1","1","1","1","","2","1","1","1","","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","3",2,749,"U","2","03320","1760"
"1461","0400374.021","0400374.021.02","0400374","03","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","51","2","1","3","2","3","2","1","3","3","1","1","1","3","4","1","1","2","1","9","2","2","2","3","1","3","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","2","1","1","1","","","9","2","1","","","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","9",1,1124,"U","2","03320","1760"
"1462","0400374.050","0400374.050.06","0400374","05","06","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","28","2","1","1","2","3","2","2","2","3","2","2","3","2","4","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","9","1","1","1","1","","3","2","2","3","","3","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","4",3,2248,"U","2","03320","1760"
"1463","0400374.080","0400374.080.02","0400374","04","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","26","2","1","1","2","3","2","2","2","2","3","2","3","2","4","1","1","1","2","2","2","2","2","1","1","1","3","2","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","1","2","2","2","2","1","2","2","2","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1,749,"U","2","03320","1760"
"1464","0400377.107","0400377.107.03","0400377","05","03","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","24","1","1","1","1","9","3","1","1","1","1","1","1","3","4","9","2","2","2","2","2","2","2","2","1","2","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","3",2,539,"U","3","03330","1770"
"1465","0400377.173","0400377.173.02","0400377","01","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","36","1","1","1","1","3","2","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","9","1","1","1","2","","1","1","1","2","","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1",2,360,"U","3","03330","1770"
"1466","0400377.219","0400377.219.03","0400377","02","03","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","20","1","1","3","1","1","1","1","1","1","2","1","1","1","1","1","2","2","9","2","2","2","2","1","2","2","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","3",3,539,"U","3","03330","1770"
"1467","0400377.663","0400377.663.01","0400377","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","40","2","2","1","1","3","1","1","3","3","3","1","1","1","9","1","2","1","2","2","2","2","2","2","2","2","2","2","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","4","4","2","1","1","4","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4",1,360,"U","3","03330","1770"
"1468","0400412.031","0400412.031.03","0400412","04","03","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"2","44","2","1","3","1","3","1","1","1","2","1","1","2","1","1","2","1","1","2","2","2","2","9","2","1","1","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","2","1","1","1","1","","3","3","1","1","","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","4",2,564,"U","3","03340","1770"
"1469","0400412.046","0400412.046.02","0400412","01","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",3,"1","42","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4",1,564,"U","3","03340","1770"
"1470","0400412.065","0400412.065.01","0400412","02","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"2","-",3,"2","51","2","1","1","2","3","2","1","2","2","2","1","3","1","4","2","2","2","2","2","2","2","2","2","2","2","1","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","2","1","1","1","1","","3","2","2","2","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2",1,376,"U","3","03340","1770"
"1471","0400412.088","0400412.088.01","0400412","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"1","-",3,"1","59","2","2","3","2","3","2","2","1","3","1","2","3","3","4","1","1","1","1","1","2","2","2","1","1","1","3","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","2","1","1","1","","","3","1","1","","","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9",4,564,"U","3","03340","1770"
"1472","0400412.102","0400412.102.04","0400412","05","04","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",1,"2","-",3,"2","36","2","2","1","1","3","3","1","2","2","2","1","2","2","4","1","2","1","2","2","2","2","2","1","2","2","3","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2","1","2","1","2","","3","","3","","","2","","3","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0","0","4",1,188,"U","3","03340","1770"
"1473","0400421.024","0400421.024.01","0400421","03","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","41","1","1","1","1","3","3","1","1","1","3","1","1","1","3","1","1","1","2","2","2","2","2","2","2","3","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","3",1,415,"U","2","03350","1760"
"1474","0400421.063","0400421.063.04","0400421","01","04","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","52","9","1","1","1","3","1","1","2","2","1","1","2","1","1","2","2","2","9","9","1","2","2","2","2","2","3","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","9","9","1","1","2","","","1","1","2","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2",1,1245,"U","2","03350","1760"
"1475","0400421.094","0400421.094.01","0400421","04","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","58","2","1","2","2","3","2","1","3","3","2","2","2","1","4","1","1","1","1","1","1","2","2","1","1","1","3","3","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","4","2","2","1","2","4","3","2","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",3,1245,"U","2","03350","1760"
"1476","0400421.119","0400421.119.02","0400421","05","02","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"2","54","2","2","1","2","3","2","1","3","3","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","2","3","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","9","1","1","1","3","","9","1","2","2","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","3",1,1245,"U","2","03350","1760"
"1477","0400421.147","0400421.147.01","0400421","02","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",1,"1","29","1","1","1","2","3","3","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","9","1","1","1","2","","1","1","1","2","","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2",1,415,"U","2","03350","1760"
"1478","0400448.012","0400448.012.01","0400448","04","01","04","Campeche","002","Campeche","0001","05","Campeche","0122","01",0,"0","-",2,"1","57","1","1","1","1","3","1","1","1","1","1","3","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2,583,"U","3","03360","1770"
