"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"11","0100134.087","0100134.087.01","0100134","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"1","37","2","1","1","2","3","2","1","2","2","3","2","2","1","4","1","1","1","2","1","2","2","9","2","2","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","4","4","4","1","1","4","4","4","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4",1,2159,"U","3","00030","1370"
"12","0100134.110","0100134.110.02","0100134","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"2","73","1","1","3","1","3","1","1","3","3","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","2","1","1","","","","2","1","","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2",1,3238,"U","3","00030","1370"
"13","0100178.001","0100178.001.01","0100178","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",1,"1","85","1","1","1","1","3","3","3","3","3","3","3","3","3","4","1","2","2","2","1","2","2","9","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","2","1","2","2","9","","9","","3","2","","9","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",1,1012,"U","2","00040","1360"
"14","0100178.030","0100178.030.01","0100178","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",1,"1","70","2","2","3","2","3","1","3","2","3","1","2","1","3","4","1","1","1","1","1","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","2","1","2","1","1","","9","","1","4","","2","","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","4",1,1012,"U","2","00040","1360"
"15","0100178.067","0100178.067.02","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",1,"2","30","1","1","1","1","3","1","1","2","2","1","1","1","1","3","1","1","1","1","1","2","1","2","2","2","2","2","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","3","2","9","1","","2","1","1","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3",1,2024,"U","2","00040","1360"
"16","0100178.092","0100178.092.03","0100178","04","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",1,"2","19","2","1","1","2","3","1","1","2","2","2","2","1","2","3","1","1","1","2","1","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","2","3","1","2","","2","3","1","2","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","3",1,3036,"U","2","00040","1360"
"17","0100178.123","0100178.123.01","0100178","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",1,"1","25","2","2","1","2","3","2","2","2","2","3","2","2","2","1","1","1","1","1","1","2","9","1","2","2","2","2","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","4","2","2","1","1","3","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","3",1,2024,"U","2","00040","1360"
"18","0100359.004","0100359.004.01","0100359","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"2","60","2","1","3","2","3","2","2","2","2","1","3","2","3","4","2","1","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","2","2","2","2","","","","","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",1,1886,"U","3","00050","1370"
"19","0100359.022","0100359.022.01","0100359","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"1","37","1","1","1","1","3","1","1","1","1","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3",1,2828,"U","3","00050","1370"
"20","0100359.039","0100359.039.01","0100359","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"1","53","2","2","2","2","3","2","2","2","2","2","3","3","3","4","1","1","1","2","1","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","2","2","4","4","","","","4","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","4",1,2828,"U","3","00050","1370"
"21","0100359.055","0100359.055.02","0100359","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"2","96","1","1","3","3","3","3","3","3","3","3","3","3","3","9","2","2","2","9","9","9","9","9","9","9","9","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","9","9","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",1,1886,"U","3","00050","1370"
"22","0100359.072","0100359.072.01","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"0","-",2,"1","43","2","1","3","2","3","1","1","2","2","3","2","2","3","4","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4",1,4714,"U","3","00050","1370"
"23","0100368.018","0100368.018.04","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"1","-",3,"1","30","1","1","1","1","3","1","1","2","2","2","1","2","2","3","1","1","2","2","2","2","2","2","1","2","2","3","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","3","3","2","3","1","3","3","3","4","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3",1,4230,"U","2","00060","1360"
"24","0100368.036","0100368.036.01","0100368","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01",0,"1","-",3,"1","49","1","1","2","2","3","1","1","1","1","1","1","1","3","4","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","2","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4",1,1692,"U","2","00060","1360"
