"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"9518","1106364.118","1106364.118.01","1106364","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"2","70","1","1","3","1","3","3","1","3","1","3","1","1","3","3","1","2","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","","","3","","","","","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",156,156,"U","3","02153","0253",""
"9519","1106364.139","1106364.139.01","1106364","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"1","55","1","1","1","1","3","1","1","1","1","1","1","2","1","4","2","1","1","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","2","2","3","2","2","","3","4","4","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",156,311,"U","3","02153","0253",""
"9520","1106366.029","1106366.029.01","1106366","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"2","70","1","1","3","1","3","3","1","1","3","3","1","1","3","4","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","2","2","2","4","2","","2","1","4","1","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",144,144,"U","3","02154","0253",""
"9521","1106366.063","1106366.063.02","1106366","03","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"2","68","2","2","3","2","3","2","2","2","2","2","2","2","2","3","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","3","2","4","2","1","3","2","4","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","0","0","4",2,"1","2","1","2","2","2","2","2","2","2","2","2","2","3",144,718,"U","3","02154","0253",""
"9522","1106366.068","1106366.068.01","1106366","05","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"2","56","2","2","2","2","3","1","1","1","2","1","1","1","1","3","2","2","1","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","4","1","1","3","3","4","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",144,144,"U","3","02154","0253",""
"9523","1106366.130","1106366.130.07","1106366","04","07","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",1,1,"-",5,"2","51","2","1","3","1","3","1","1","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","3",144,718,"U","3","02154","0253",""
"9524","1106366.147","1106366.147.01","1106366","01","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"1","50","2","1","1","1","3","1","1","1","1","1","1","1","1","4","2","1","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","4",144,431,"U","3","02154","0253",""
"9525","1106367.006","1106367.006.05","1106367","03","05","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",1,1,"-",4,"1","53","2","1","1","1","3","1","1","1","1","1","2","2","1","3","1","1","2","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","3","2","2","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",123,245,"U","3","02155","0253",""
"9526","1106367.025","1106367.025.01","1106367","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,1,"-",4,"1","60","1","1","3","2","3","1","1","1","1","1","1","2","1","2","1","1","1","2","2","2","2","2","1","1","1","3","3","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","3","2","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","2",2,"1","2","1","2","2","2","2","2","2","2","2","2","2","1",123,368,"U","3","02155","0253",""
"9527","1106367.049","1106367.049.01","1106367","01","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"2","33","2","1","2","2","3","1","1","2","2","2","2","2","2","3","1","1","1","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","3","2","1","2","2","2","2","1","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",123,368,"U","3","02155","0253",""
"9528","1106367.069","1106367.069.01","1106367","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"2","60","2","1","3","2","3","2","2","2","2","3","1","2","1","3","2","2","1","2","2","2","2","2","1","1","2","3","3","1","2","1","1","2","2","2","2","1","1","1","","","2","1","1","","","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","0","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",123,245,"U","3","02155","0253",""
"9529","1106367.130","1106367.130.01","1106367","05","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"1","69","2","2","2","2","3","1","1","1","1","3","1","2","1","3","2","1","1","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",123,245,"U","3","02155","0253",""
"9530","1106368.006","1106368.006.01","1106368","05","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"1","52","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",179,715,"U","3","02156","0253",""
"9531","1106368.039","1106368.039.01","1106368","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"2","77","1","1","3","1","3","3","1","1","1","3","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","9","1","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",179,358,"U","3","02156","0253",""
"9532","1106368.083","1106368.083.01","1106368","03","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"1","43","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",179,358,"U","3","02156","0253",""
"9533","1106368.124","1106368.124.02","1106368","01","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"2","52","2","1","1","1","3","1","1","2","2","1","1","1","1","4","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","3","2","1","2","2","3","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",179,358,"U","3","02156","0253",""
"9534","1106368.196","1106368.196.02","1106368","02","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,1,"-",3,"2","38","1","1","1","1","3","1","1","1","1","1","1","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",179,179,"U","3","02156","0253",""
"9535","1106382.005","1106382.005.02","1106382","05","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"1","30","2","1","1","2","3","2","2","2","2","3","1","2","1","3","1","1","1","1","1","2","2","2","1","1","2","3","3","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",131,262,"U","3","02157","0253",""
"9536","1106382.023","1106382.023.01","1106382","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"1","65","2","2","3","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","9","2","9","9","1","1","2","3","3","2","2","2","2","2","2","1","2","1","2","1","4","","3","","3","4","","3","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","0","0","1","1","0","1","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",131,262,"U","3","02157","0253",""
"9537","1106382.048","1106382.048.01","1106382","03","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"2","29","2","1","1","2","3","1","1","1","1","2","2","2","1","3","1","1","2","2","1","1","2","2","1","1","3","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",131,262,"U","3","02157","0253",""
"9538","1106382.054","1106382.054.03","1106382","04","03","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"2","24","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","2","1","2","2","1","","2","","2","2","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",131,393,"U","3","02157","0253",""
"9539","1106384.003","1106384.003.02","1106384","05","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"2","45","2","1","1","2","3","1","1","2","2","1","2","2","3","4","2","1","2","2","1","2","2","2","2","2","1","2","3","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",157,314,"U","2","02158","0252",""
"9540","1106384.050","1106384.050.02","1106384","04","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"2","33","2","2","3","2","3","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","1","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","2","3","1","1","1","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2","3",157,314,"U","2","02158","0252",""
"9541","1106384.094","1106384.094.01","1106384","03","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"2","43","2","2","3","2","3","2","2","2","2","2","1","2","3","4","1","1","1","2","2","1","2","2","1","1","1","3","3","2","1","2","2","2","2","1","1","1","1","1","4","3","1","1","1","4","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","4",2,"2","","1","2","2","2","2","2","2","2","2","2","2","1",157,157,"U","2","02158","0252",""
"9542","1106384.108","1106384.108.02","1106384","01","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"2","33","2","1","3","2","1","2","2","2","2","2","1","2","3","3","1","1","1","1","1","1","2","2","1","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","4","2","1","2","2","4","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","4",2,"2","","1","1","2","2","2","2","2","2","2","2","2","1",157,314,"U","2","02158","0252",""
"9543","1106384.140","1106384.140.01","1106384","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",1,"1","24","1","1","2","1","3","1","1","1","1","1","1","2","1","2","1","1","1","2","1","9","2","1","1","1","2","3","3","2","2","2","2","2","2","1","1","1","1","1","3","3","2","1","1","2","3","2","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","3",2,"2","","1","2","2","2","2","2","2","2","2","2","2","1",157,471,"U","2","02158","0252",""
"9544","1106386.022","1106386.022.01","1106386","01","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"2","38","2","1","2","2","3","1","1","2","2","1","2","2","2","3","1","1","1","2","1","1","2","2","1","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2","2",145,145,"U","3","02159","0253",""
"9545","1106386.048","1106386.048.02","1106386","02","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"2","42","2","1","3","2","3","2","2","2","2","2","1","2","1","4","2","1","1","2","1","2","2","2","1","1","2","2","3","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","","3","3","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",145,581,"U","3","02159","0253",""
"9546","1106386.084","1106386.084.02","1106386","05","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,1,"-",5,"2","23","2","1","3","2","3","2","2","2","2","2","2","2","2","4","1","1","1","2","1","1","2","2","1","1","1","2","3","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",145,291,"U","3","02159","0253",""
"9547","1106386.129","1106386.129.01","1106386","03","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"1","49","2","1","1","2","3","1","1","2","2","1","1","2","1","3","2","1","1","2","9","2","2","2","1","1","2","3","3","2","2","2","1","2","2","1","1","1","1","2","2","2","3","1","","3","3","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",145,581,"U","3","02159","0253",""
"9548","1106386.136","1106386.136.01","1106386","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",5,"1","75","1","1","1","1","3","1","1","2","2","1","1","2","1","2","2","1","1","2","1","2","2","2","1","1","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","3",145,145,"U","3","02159","0253",""
"9549","1106387.012","1106387.012.01","1106387","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"2","54","1","1","1","1","3","1","1","2","2","1","3","2","3","2","2","2","2","2","2","2","2","2","3","1","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",128,257,"U","3","02160","0253",""
"9550","1106387.029","1106387.029.01","1106387","05","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"2","27","2","1","3","2","3","1","1","1","2","1","2","2","2","3","1","1","1","1","1","2","1","1","2","1","1","2","3","2","1","2","1","2","2","1","1","1","1","1","3","3","2","1","2","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","3",1,"2","","1","2","2","2","2","2","2","2","2","2","2","1",128,257,"U","3","02160","0253",""
"9551","1106387.050","1106387.050.01","1106387","01","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"2","39","2","2","2","2","3","2","2","2","2","2","1","2","2","4","2","1","2","2","2","1","2","2","1","1","2","2","3","2","2","2","2","2","2","1","1","1","1","2","4","3","3","1","","4","4","3","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",128,257,"U","3","02160","0253",""
"9552","1106387.069","1106387.069.01","1106387","02","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",4,"1","30","2","1","2","2","3","2","2","1","1","2","2","2","2","3","1","1","1","2","1","2","2","2","1","1","1","2","3","2","2","1","2","2","1","1","1","1","1","1","3","4","1","1","1","4","4","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","4",2,"2","","1","2","2","2","2","2","2","2","2","2","2","1",128,257,"U","3","02160","0253",""
"9553","1106391.018","1106391.018.01","1106391","03","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"1","36","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",173,345,"U","2","02161","0252",""
"9554","1106391.031","1106391.031.02","1106391","02","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"2","44","2","1","3","1","3","2","1","2","2","2","1","2","1","3","2","1","1","2","1","2","2","2","1","1","2","1","3","2","2","2","2","2","2","1","1","1","1","2","2","2","1","1","","2","2","2","1","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",173,863,"U","2","02161","0252",""
"9555","1106391.057","1106391.057.04","1106391","05","04","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"1","22","2","1","3","2","3","2","2","2","2","1","2","2","2","4","2","1","1","1","1","2","2","2","1","1","1","2","3","2","2","1","2","2","2","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","1","1","1","1","0","0","0","2",2,"2","","2","","1","2","1","2","2","1","1","1","2","2",173,863,"U","2","02161","0252",""
"9556","1106391.109","1106391.109.03","1106391","01","03","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"2","31","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",173,518,"U","2","02161","0252",""
"9557","1106391.140","1106391.140.01","1106391","04","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",3,"2","36","2","1","2","2","3","2","2","2","2","2","1","2","3","3","2","1","2","1","9","2","2","2","2","1","2","2","3","2","1","2","2","2","2","1","1","1","1","1","3","2","2","2","2","3","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","1","2","1",173,173,"U","2","02161","0252",""
"9558","1106401.007","1106401.007.02","1106401","04","02","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"2","64","2","2","3","2","3","2","2","2","2","2","2","2","3","3","2","1","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","4","3","3","3","4","4","4","3","3","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2","3",136,408,"U","2","02162","0252",""
"9559","1106401.033","1106401.033.01","1106401","01","01","11","GUANAJUATO","015","GUANAJUATO","0067","57","GUANAJUATO","0223","01",0,0,"-",2,"1","46","2","1","1","2","3","1","1","1","1","1","2","2","3","3","2","1","2","2","2","2","2","2","1","1","2","3","3","2","1","2","2","1","2","1","1","1","1","2","3","3","3","3","","3","3","3","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",136,272,"U","2","02162","0252",""
