"","ID_PER","ID_VIV","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","DOMINIO","FAC_SEL","UPM_DIS","EST","EST_DIS"
"9663","1201603.079.02","1201603.079","1201603","04","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",1,"1","-",4,"1","67","1","1","1","1","3","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",1113,"22140","1","1330"
"9664","1201641.006.01","1201641.006","1201641","04","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"1","31","2","1","1","2","3","3","2","2","2","2","1","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","","","3","3","2","","","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","0","1","0","1","0","0","0","3","1","1","2","","2","2","2","2","2","2","2","2","2","1","U",2137,"22150","3","1350"
"9665","1201641.041.02","1201641.041","1201641","03","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"2","50","2","1","1","1","3","1","1","1","2","1","1","1","1","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","2","3","3","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1","U",2137,"22150","3","1350"
"9666","1201641.049.01","1201641.049","1201641","05","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"1","58","2","1","2","2","3","2","1","1","2","2","1","2","2","3","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","2","1","4","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","2","1","1","2","2","2","2","2","2","2","2","2","1","U",3206,"22150","3","1350"
"9667","1201790.040.02","1201790.040","1201790","01","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",3,"1","24","2","1","2","2","3","2","2","1","2","2","2","2","2","3","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","4","3","3","2","4","4","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",2516,"22160","2","1340"
"9668","1201790.078.01","1201790.078","1201790","04","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",3,"2","41","2","1","1","2","3","2","1","1","3","3","1","1","3","4","2","2","2","2","2","2","2","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","2","2","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",1258,"22160","2","1340"
"9669","1201790.134.01","1201790.134","1201790","03","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",3,"2","51","2","1","1","2","3","2","2","1","2","2","3","2","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","","","2","2","2","","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",3775,"22160","2","1340"
"9670","1201795.014.02","1201795.014","1201795","04","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",4,"2","37","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","3","4","3","3","3","4","4","3","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","4","1","1","2","","1","2","1","2","2","2","2","2","2","1","U",2196,"22170","1","1330"
"9671","1201795.040.03","1201795.040","1201795","01","03","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",4,"1","48","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","3","2","3","4","4","4","2","4","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","3","2","","1","1","2","2","2","2","2","1","2","2","2","1","U",3294,"22170","1","1330"
"9672","1201795.076.02","1201795.076","1201795","02","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",4,"2","23","2","2","3","2","3","2","2","2","2","2","1","1","1","3","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","1","1","2","1","1","1","1","1","1","4","3","4","2","2","4","3","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","4","1","2","2","","1","2","2","2","2","1","1","2","2","2","U",3294,"22170","1","1330"
"9673","1201795.115.01","1201795.115","1201795","05","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",4,"2","43","1","1","1","1","3","3","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","2","1","1","1","4","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",4392,"22170","1","1330"
"9674","1201885.031.02","1201885.031","1201885","03","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"2","44","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3","U",1783,"22180","2","1340"
"9675","1201885.065.02","1201885.065","1201885","01","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"1","25","2","1","1","2","3","2","1","1","2","2","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1783,"22180","2","1340"
"9676","1201885.085.01","1201885.085","1201885","02","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"2","47","2","1","1","1","3","2","1","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","1","1","4","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1783,"22180","2","1340"
"9677","1201885.103.02","1201885.103","1201885","04","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"2","40","2","1","3","2","3","2","1","1","2","3","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","2","2","","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",1783,"22180","2","1340"
"9678","1201885.128.01","1201885.128","1201885","05","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",5,"1","30","1","1","1","2","3","2","1","1","2","1","1","2","1","3","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","3","2","2","1","4","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1783,"22180","2","1340"
"9679","1201908.012.02","1201908.012","1201908","05","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",2,"1","32","2","1","2","2","3","2","1","2","2","1","2","2","1","3","2","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","3","2","1","3","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",3245,"22190","1","1330"
"9680","1201908.052.02","1201908.052","1201908","02","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",2,"2","55","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",3245,"22190","1","1330"
"9681","1201908.093.01","1201908.093","1201908","04","01","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",2,"1","49","1","1","1","1","3","1","1","3","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",2163,"22190","1","1330"
"9682","1201908.128.02","1201908.128","1201908","03","02","12","Guerrero","001","Acapulco de Juarez","0001","21","Acapulco","0421","01",0,"0","-",2,"2","24","2","1","3","1","3","2","1","1","2","1","1","1","2","3","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","3","2","2","1","1","3","2","2","2","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","1","2","","1","2","2","2","2","2","2","2","2","2","U",2163,"22190","1","1330"
"9683","1202043.028.01","1202043.028","1202043","01","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","58","2","2","2","2","3","2","2","2","2","2","3","2","2","3","2","1","2","2","2","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","2","4","4","4","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3","U",609,"22200","2","2400"
"9684","1202043.102.01","1202043.102","1202043","03","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","35","2","1","2","2","3","3","2","2","2","2","2","2","3","3","1","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","3","2","2","4","3","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",305,"22200","2","2400"
"9685","1202043.130.02","1202043.130","1202043","04","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","37","2","1","1","2","2","1","1","2","2","1","2","2","1","4","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","3","3","1","4","4","3","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",305,"22200","2","2400"
"9686","1202043.152.04","1202043.152","1202043","05","04","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","20","2","1","3","2","2","2","2","2","2","2","2","2","2","3","2","1","1","2","2","1","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","2","3","3","2","2","","3","3","3","2","","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",457,"22200","2","2400"
"9687","1202054.056.01","1202054.056","1202054","05","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","76","2","1","3","2","3","2","2","2","2","2","3","2","3","4","2","2","1","2","2","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","1","1","1","3","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","3","U",645,"22210","2","2400"
"9688","1202054.093.01","1202054.093","1202054","01","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","24","2","1","3","2","1","2","1","2","2","1","3","2","3","3","2","1","2","2","2","1","2","2","1","1","1","3","2","2","2","2","2","2","2","2","2","2","1","1","","","","3","2","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","2","","2","","1","2","2","2","2","2","1","2","2","3","U",161,"22210","2","2400"
"9689","1202054.127.01","1202054.127","1202054","02","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","40","2","1","2","2","3","2","2","2","2","2","3","2","3","4","2","1","1","2","2","1","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","2","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",161,"22210","2","2400"
"9690","1202088.044.02","1202088.044","1202088","02","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","44","2","1","1","2","3","2","2","2","2","2","2","2","3","3","2","1","2","9","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","1","2","","","2","2","","","","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",288,"22220","3","2410"
"9691","1202088.051.01","1202088.051","1202088","01","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","46","2","1","2","2","3","2","1","2","2","2","2","2","3","9","2","1","1","2","1","1","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","3","2","2","3","3","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",288,"22220","3","2410"
"9692","1202088.107.02","1202088.107","1202088","05","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"1","-",4,"2","63","2","1","1","1","3","1","1","1","1","1","3","1","3","1","1","2","1","2","2","2","2","2","1","2","1","3","2","2","2","1","2","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",144,"22220","3","2410"
"9693","1202088.121.05","1202088.121","1202088","04","05","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"1","-",4,"1","30","2","2","2","2","3","2","2","2","2","2","3","2","2","3","1","1","1","1","1","1","2","9","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","3","2","2","2","2","3","2","2","2","2","1","1","0","1","0","0","1","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",288,"22220","3","2410"
"9694","1202091.052.03","1202091.052","1202091","02","03","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","35","2","1","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","9","9","1","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","3","3","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",674,"22230","2","2400"
"9695","1202091.145.01","1202091.145","1202091","04","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","26","2","1","1","2","3","2","2","1","2","1","1","1","1","3","2","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","3","2","3","2","3","4","1","3","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","4","1","2","2","","1","2","2","1","2","2","2","2","2","1","U",225,"22230","2","2400"
"9696","1202105.015.02","1202105.015","1202105","03","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","37","2","1","2","2","3","2","9","2","2","2","9","9","3","3","2","1","1","2","2","1","9","9","1","3","2","1","2","2","2","2","2","2","2","1","1","1","1","2","2","3","1","1","","3","3","1","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","2","1","2","2","","1","2","2","2","2","2","2","2","2","2","U",441,"22240","2","2400"
"9697","1202105.099.01","1202105.099","1202105","04","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","62","2","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","3","U",881,"22240","2","2400"
"9698","1202105.145.02","1202105.145","1202105","02","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","44","2","1","3","2","3","2","3","2","2","2","2","2","3","4","2","2","2","2","2","1","2","2","1","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","4","9","3","1","2","3","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","4","2","","2","","2","9","9","2","2","9","2","2","9","2","U",1102,"22240","2","2400"
"9699","1202105.174.01","1202105.174","1202105","05","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","50","1","1","1","1","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","2","3","1","1","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","U",1102,"22240","2","2400"
"9700","1202114.012.03","1202114.012","1202114","04","03","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","19","2","1","3","1","1","2","2","2","2","2","3","2","3","1","2","1","1","1","2","1","2","2","1","1","2","3","2","2","2","2","2","2","2","2","1","1","1","1","","3","2","2","2","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","1","0","0","1","1","1","1","1","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","1","U",515,"22250","3","2410"
"9701","1202114.043.01","1202114.043","1202114","05","01","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"1","32","2","1","2","2","3","2","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","3","1","1","1","4","2","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",343,"22250","3","2410"
"9702","1202114.058.04","1202114.058","1202114","03","04","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"1","-",4,"2","20","2","1","2","1","1","2","2","2","2","2","3","2","2","4","2","2","1","2","2","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","2","4","2","1","1","2","4","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","3","2","","2","","1","2","2","2","2","2","2","2","2","3","U",515,"22250","3","2410"
"9703","1202114.110.02","1202114.110","1202114","02","02","12","Guerrero","029","Chilpancingo de los Bravo","0001","22","Chilpancingo de los Bravo","0421","01",0,"0","-",4,"2","35","2","1","2","2","3","2","2","2","2","2","3","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","3","3","1","4","4","3","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3","U",515,"22250","3","2410"
