"","ID_PER","ID_VIV","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","DOMINIO","FAC_SEL","UPM_DIS","EST","EST_DIS"
"6264","0914124.017.02","0914124.017","0914124","01","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","52","2","1","1","1","3","1","1","2","2","2","3","1","1","3","2","1","1","2","2","2","9","2","2","2","2","3","2","2","2","2","2","2","2","3","1","1","2","1","","3","3","","3","","3","3","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","3","U",1669,"14330","3","0300"
"6265","0914124.035.01","0914124.035","0914124","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","43","2","2","2","2","3","2","1","2","2","2","2","2","2","4","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","3","1","1","1","1","","3","3","2","2","","2","2","2","2","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","2","U",1669,"14330","3","0300"
"6266","0914124.054.02","0914124.054","0914124","03","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"2","40","2","1","1","2","3","1","1","2","2","2","1","2","1","3","2","1","2","2","2","2","9","2","1","2","2","2","2","2","2","2","2","2","2","3","2","1","1","1","","","2","1","1","","","3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","3","U",1669,"14330","3","0300"
"6267","0914124.071.01","0914124.071","0914124","04","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","37","2","2","2","2","3","2","1","2","2","2","2","2","2","4","1","1","1","1","2","1","2","2","1","1","1","1","2","2","2","1","1","2","2","3","1","1","1","2","","3","2","2","","","3","2","2","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1669,"14330","3","0300"
"6268","0914124.090.03","0914124.090","0914124","05","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","35","2","1","1","2","3","1","2","2","2","3","2","1","2","3","1","1","1","1","1","1","2","2","1","2","2","3","2","2","2","2","2","2","2","3","1","1","1","1","","3","2","2","1","","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",4174,"14330","3","0300"
"6269","0914148.005.01","0914148.005","0914148","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"1","70","1","1","3","1","1","1","1","2","2","2","1","1","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","3","2","2","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","3","U",840,"14340","4","0310"
"6270","0914148.027.01","0914148.027","0914148","04","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","41","2","2","2","1","3","2","2","2","2","3","2","2","2","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","3","1","1","1","1","","3","2","1","1","","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","2","U",840,"14340","4","0310"
"6271","0914148.042.01","0914148.042","0914148","03","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","80","2","1","3","1","3","2","2","1","1","3","1","1","1","3","1","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","3","1","2","2","2","","2","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3","U",840,"14340","4","0310"
"6272","0914148.085.03","0914148.085","0914148","01","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",1,"1","-",3,"2","80","1","1","3","1","3","1","1","1","1","1","3","3","3","2","2","2","2","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","3","1","1","1","1","","1","1","1","1","","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","3","U",840,"14340","4","0310"
"6273","0914148.107.01","0914148.107","0914148","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","26","1","1","1","1","3","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","2","2","1","","4","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","2","","2","","1","2","2","2","2","1","2","2","1","3","U",840,"14340","4","0310"
"6274","0914176.002.02","0914176.002","0914176","01","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"2","77","2","1","3","1","3","1","1","2","2","1","1","1","1","4","1","1","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","2","3","2","2","1","1","","","","2","2","","","","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3","U",2958,"14350","3","0300"
"6275","0914176.023.03","0914176.023","0914176","02","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"2","73","2","1","3","2","3","1","1","1","1","1","1","1","1","4","2","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","1","2","2","3","2","1","1","1","","","3","2","2","","","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",2218,"14350","3","0300"
"6276","0914176.048.03","0914176.048","0914176","03","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"1","19","2","2","3","2","1","1","1","1","2","2","1","1","1","1","1","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","2","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",2218,"14350","3","0300"
"6277","0914176.091.01","0914176.091","0914176","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"1","45","2","1","1","2","3","2","1","1","2","2","1","1","1","3","1","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","3","2","1","1","1","","","3","2","2","","","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",2218,"14350","3","0300"
"6278","0914181.007.02","0914181.007","0914181","03","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","76","2","2","3","2","3","1","1","2","2","2","2","1","1","3","1","1","1","2","1","2","2","2","2","1","1","2","2","2","2","2","1","2","2","3","2","2","1","1","","","","2","2","","","","2","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",2283,"14360","3","0300"
"6279","0914181.025.01","0914181.025","0914181","04","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"1","46","1","1","1","2","3","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","2","","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2","U",761,"14360","3","0300"
"6280","0914181.040.02","0914181.040","0914181","01","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","67","1","1","3","1","3","1","1","2","2","2","1","1","1","3","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","2","2","1","","3","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","1","2","2","2","2","2","2","2","2","2","2","3","U",1522,"14360","3","0300"
"6281","0914181.057.01","0914181.057","0914181","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","75","2","1","3","2","3","2","2","1","2","2","1","1","1","4","1","2","1","2","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","3","2","2","1","1","","","","1","1","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3","U",761,"14360","3","0300"
"6282","0914181.080.02","0914181.080","0914181","05","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","60","2","2","3","2","3","1","1","2","2","2","2","1","1","4","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","3","2","2","1","1","","","","3","3","","","","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",2283,"14360","3","0300"
"6283","0914198.038.05","0914198.038","0914198","01","05","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",1,"1","-",5,"2","62","1","1","1","1","3","1","1","1","2","2","1","1","1","1","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","3","2","1","","3","3","2","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",3264,"14370","4","0310"
"6284","0914198.091.01","0914198.091","0914198","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"1","98","1","1","1","2","3","1","1","1","1","2","1","1","1","4","2","1","1","2","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","3","1","1","1","1","","2","2","2","2","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","4","1","1","1","1","2","2","2","2","2","2","2","2","2","1","U",816,"14370","4","0310"
"6285","0914198.149.01","0914198.149","0914198","03","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"2","98","1","1","2","1","1","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","3","2","1","1","1","","","3","2","2","","","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","2","U",1632,"14370","4","0310"
"6286","0914198.206.02","0914198.206","0914198","04","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"2","31","2","1","1","2","3","1","1","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","3","2","1","1","1","","","3","2","1","","","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",1632,"14370","4","0310"
"6287","0914198.260.01","0914198.260","0914198","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",5,"2","61","2","1","3","2","3","1","1","2","2","2","1","1","1","3","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","1","1","1","","3","3","2","2","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3","U",1632,"14370","4","0310"
"6288","0914224.004.03","0914224.004","0914224","01","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",2,"2","24","2","2","2","2","3","2","1","2","2","2","2","1","2","4","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","1","3","1","1","1","1","","3","1","1","1","","2","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",3220,"14380","3","0300"
"6289","0914224.055.02","0914224.055","0914224","04","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",2,"2","20","2","1","1","2","3","1","1","2","2","2","1","1","2","4","1","1","1","2","1","1","1","1","2","1","1","3","2","2","2","2","1","2","2","3","1","1","1","1","","3","2","1","1","","3","2","1","1","1","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","3","2","","2","","1","2","2","1","2","1","2","2","2","3","U",1610,"14380","3","0300"
"6290","0914224.087.01","0914224.087","0914224","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",2,"1","49","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","3","1","1","1","1","","4","4","4","4","","4","4","4","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",2415,"14380","3","0300"
"6291","0914224.092.01","0914224.092","0914224","03","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",2,"1","39","1","1","1","2","3","2","1","2","2","2","3","2","2","3","1","1","2","1","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","4","3","3","1","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",1610,"14380","3","0300"
"6292","0914261.017.01","0914261.017","0914261","04","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","56","2","2","1","1","3","1","1","2","2","2","1","1","1","9","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","3","2","2","2","1","","","","","1","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3","U",3834,"14390","4","0310"
"6293","0914261.042.03","0914261.042","0914261","01","03","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","30","1","1","1","2","3","2","1","2","2","2","1","1","1","3","2","1","1","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","1","1","1","","","3","2","2","","","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","4","2","","2","","1","2","2","2","2","2","2","2","2","3","U",2876,"14390","4","0310"
"6294","0914261.105.02","0914261.105","0914261","03","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"2","27","2","1","1","2","3","1","1","2","2","2","1","1","1","4","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","2","2","3","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","3","U",1917,"14390","4","0310"
"6295","0914261.134.01","0914261.134","0914261","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",3,"1","40","2","2","1","2","3","1","1","2","2","2","2","1","3","4","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","3","2","2","1","1","","","","2","2","","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","2","U",1917,"14390","4","0310"
"6296","0914262.025.01","0914262.025","0914262","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","33","1","1","1","1","3","1","1","1","1","3","1","1","1","3","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","2","2","2","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1744,"14400","3","0300"
"6297","0914262.051.01","0914262.051","0914262","01","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","72","2","1","3","1","3","1","1","3","3","1","1","2","3","4","2","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","3","2","2","1","2","","","","1","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","4","U",3489,"14400","3","0300"
"6298","0914262.077.01","0914262.077","0914262","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","77","2","1","3","1","3","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","1","2","2","2","2","3","2","1","1","1","","","3","2","2","","","2","2","2","1","1","1","1","0","1","0","1","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","3","U",872,"14400","3","0300"
"6299","0914262.102.01","0914262.102","0914262","03","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"1","50","1","1","2","1","3","2","1","2","2","2","1","1","1","2","2","1","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","3","2","1","1","1","","","2","1","2","","","2","1","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1","U",2617,"14400","3","0300"
"6300","0914262.129.01","0914262.129","0914262","04","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",1,"2","38","1","1","2","2","3","2","1","3","3","2","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","3","2","2","1","1","","","","3","2","","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1744,"14400","3","0300"
"6301","0914268.002.02","0914268.002","0914268","01","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","63","2","1","2","2","3","2","2","2","2","2","1","1","1","4","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","1","2","2","3","2","1","1","1","","","2","2","2","","","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","9","1","2","2","","2","2","2","2","2","2","2","1","2","2","U",4236,"14410","4","0310"
"6302","0914268.047.01","0914268.047","0914268","02","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"2","63","1","1","1","1","3","1","1","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","3","3","2","2","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1","U",1695,"14410","4","0310"
"6303","0914268.092.01","0914268.092","0914268","03","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"1","36","1","1","1","1","3","3","1","1","2","9","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","3","2","2","1","2","2","2","2","3","1","1","1","1","","3","3","2","1","","3","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","1","2","2","2","2","2","2","2","2","2","2","1","U",847,"14410","4","0310"
"6304","0914268.192.01","0914268.192","0914268","05","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",4,"1","43","2","1","1","2","3","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","2","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3","U",3389,"14410","4","0310"
"6305","0914300.001.01","0914300.001","0914300","01","01","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"1","-",2,"2","76","1","1","3","1","3","3","1","3","3","3","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","3","2","2","1","1","","","","2","2","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","5","U",1857,"14420","4","0310"
"6306","0914300.053.02","0914300.053","0914300","03","02","09","Ciudad de Mexico","012","Tlalpan","0001","81","Tlalpan","0421","01",0,"0","-",2,"2","63","1","1","1","1","3","3","3","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","1","1","","","","1","1","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","4","U",1857,"14420","4","0310"
