"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"3959","0805448.043","0805448.043.04","0805448","05","04","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,1,"-",3,"1","48","2","1","2","2","3","2","2","3","2","3","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","2","2","3","3","3","","","3","3","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",2824,"U","3","09010","1570"
"3960","0805448.097","0805448.097.02","0805448","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,1,"-",3,"1","33","1","1","1","1","3","3","1","1","2","3","1","1","1","3","2","2","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","4","2","3","3","3","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",1412,"U","3","09010","1570"
"3961","0805448.119","0805448.119.01","0805448","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"1","48","1","1","1","1","3","2","1","2","2","3","2","2","2","4","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","2","3","3","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",4236,"U","3","09010","1570"
"3962","0805451.005","0805451.005.03","0805451","01","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",1,"1","52","1","1","2","2","3","1","1","1","2","2","1","2","2","4","2","2","1","1","1","1","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","2","1","2","4","4","","1","","3","3","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","0","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",16164,"U","4","09020","1580"
"3963","0805451.073","0805451.073.02","0805451","02","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",1,"2","32","2","2","2","2","3","2","2","2","3","3","2","2","2","4","2","2","1","2","2","1","2","2","3","3","2","2","2","2","2","2","2","2","2","1","1","2","1","2","4","3","","9","","3","3","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",6466,"U","4","09020","1580"
"3964","0805451.142","0805451.142.02","0805451","03","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",1,"1","25","1","1","1","1","1","1","1","1","2","3","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","2","3","","3","1","2","3","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",6466,"U","4","09020","1580"
"3965","0805451.211","0805451.211.01","0805451","04","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",1,"2","50","1","1","1","1","3","2","2","1","3","3","2","1","1","2","2","1","2","2","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","","","","2","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",6466,"U","4","09020","1580"
"3966","0805451.282","0805451.282.02","0805451","05","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",1,"2","63","2","1","3","2","3","1","1","2","2","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","2","2","9","1","9","","2","3","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",6466,"U","4","09020","1580"
"3967","0805592.027","0805592.027.02","0805592","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","24","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","","2","","3","2","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",3754,"U","2","09030","1560"
"3968","0805592.042","0805592.042.01","0805592","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","47","2","2","2","2","3","2","2","2","2","2","2","3","2","1","1","1","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","","","","3","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","2","","2","","1","2","2","2","2","2","2","2","2","3",3754,"U","2","09030","1560"
"3969","0805592.084","0805592.084.01","0805592","03","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","52","2","2","2","2","3","2","2","2","2","2","2","3","2","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","","","","2","3","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",1877,"U","2","09030","1560"
"3970","0805592.115","0805592.115.01","0805592","05","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"1","33","2","1","1","1","3","1","1","2","2","3","1","1","1","3","1","2","1","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",3754,"U","2","09030","1560"
"3971","0805718.006","0805718.006.02","0805718","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"2","43","1","1","1","2","3","1","1","2","2","2","1","1","1","4","1","1","1","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","2","2","3","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",4310,"U","3","09040","1570"
"3972","0805718.029","0805718.029.01","0805718","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"2","24","1","1","3","1","3","1","1","1","2","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1437,"U","3","09040","1570"
"3973","0805718.057","0805718.057.01","0805718","03","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"1","46","2","1","1","1","3","3","2","2","2","3","1","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","2","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","1","1","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2873,"U","3","09040","1570"
"3974","0805718.086","0805718.086.01","0805718","04","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"1","33","1","1","1","2","1","1","1","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2873,"U","3","09040","1570"
"3975","0805718.110","0805718.110.01","0805718","05","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"1","33","2","2","2","2","3","2","2","2","2","3","2","2","2","3","1","1","1","2","1","1","2","2","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","3","3","3","3","3","4","4","4","4","4","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",2873,"U","3","09040","1570"
"3976","0805843.001","0805843.001.02","0805843","04","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","63","1","1","3","1","3","1","1","3","3","1","1","1","1","4","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","3","","","3","","3","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",4684,"U","2","09050","1560"
"3977","0805843.022","0805843.022.01","0805843","05","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","25","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",3123,"U","2","09050","1560"
"3978","0805843.050","0805843.050.03","0805843","03","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"2","18","2","1","1","2","3","1","1","1","1","2","1","1","1","3","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","1","2","2","2","2","2","2","2","2","2",6245,"U","2","09050","1560"
"3979","0805843.098","0805843.098.01","0805843","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","46","2","1","1","2","3","1","1","1","1","3","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1561,"U","2","09050","1560"
"3980","0805907.013","0805907.013.01","0805907","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","39","2","2","1","2","3","2","2","3","3","2","3","3","3","3","2","1","1","2","9","2","2","2","1","1","3","3","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",2296,"U","2","09060","1560"
"3981","0805907.022","0805907.022.02","0805907","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","65","2","2","3","2","3","2","3","3","3","3","3","2","2","4","2","2","2","2","2","2","2","2","2","3","3","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","2",4593,"U","2","09060","1560"
"3982","0805907.060","0805907.060.01","0805907","03","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"1","26","2","1","1","2","3","3","3","3","3","2","3","3","3","3","2","2","2","2","2","2","2","2","2","1","3","1","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","1","","1","2","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",4593,"U","2","09060","1560"
"3983","0805907.080","0805907.080.03","0805907","05","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"1","48","1","1","1","1","3","2","2","2","2","1","1","1","2","1","2","2","2","2","9","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","3","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",9185,"U","2","09060","1560"
"3984","0805907.106","0805907.106.01","0805907","04","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",3,"2","25","2","1","2","2","3","2","3","3","3","2","1","2","3","3","1","1","1","1","2","1","2","1","3","3","3","3","2","2","2","2","2","2","2","1","1","1","1","2","2","2","3","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","4","1","2","2","","1","2","1","1","2","2","2","1","2","3",4593,"U","2","09060","1560"
"3985","0805959.032","0805959.032.02","0805959","05","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"2","36","2","2","2","2","2","2","2","2","3","3","2","2","3","4","1","1","1","1","1","9","9","9","1","1","3","3","3","1","1","2","2","2","2","1","2","1","2","2","4","","2","","","4","","3","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3","1","1","1","1","1","2","2","2","2","2","2","2","2","1",4448,"U","2","09070","1560"
"3986","0805959.059","0805959.059.02","0805959","02","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"2","25","2","2","3","2","3","3","3","3","3","3","1","2","3","2","2","2","2","2","2","2","2","1","2","1","3","3","3","1","2","2","2","2","1","1","2","2","2","2","4","","","","","4","","","","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","1","2","2","2","2","7",4448,"U","2","09070","1560"
"3987","0805959.096","0805959.096.02","0805959","04","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"2","45","2","2","1","2","3","1","1","1","3","3","1","1","1","4","1","1","1","1","1","1","9","9","1","1","3","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",6672,"U","2","09070","1560"
"3988","0805959.126","0805959.126.02","0805959","03","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"1","18","1","1","1","1","3","3","1","3","3","1","3","3","3","9","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","2","2","2","2","2","","","","2","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",4448,"U","2","09070","1560"
"3989","0805959.145","0805959.145.01","0805959","01","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",4,"1","44","2","2","2","2","3","3","3","2","2","2","2","2","2","4","1","1","1","1","1","1","9","1","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","3","3","4","2","2","3","4","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",6672,"U","2","09070","1560"
"3990","0806001.014","0806001.014.01","0806001","04","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","52","1","1","2","2","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1312,"U","3","09080","1570"
"3991","0806001.036","0806001.036.03","0806001","02","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","38","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","2","1","2","2","1","2","1","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","3","2","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",3937,"U","3","09080","1570"
"3992","0806001.058","0806001.058.02","0806001","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"2","20","2","1","2","2","2","2","2","2","2","2","2","2","2","3","1","1","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","3","2","","2","","1","2","2","1","2","2","1","1","2","1",3937,"U","3","09080","1570"
"3993","0806001.090","0806001.090.03","0806001","03","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"2","20","2","1","2","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","1","4","4","4","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","","2","","1","2","1","1","2","1","1","1","2","3",3937,"U","3","09080","1570"
"3994","0806001.103","0806001.103.01","0806001","05","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","65","1","1","1","2","3","2","2","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","2","1","2","","","","2","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1312,"U","3","09080","1570"
"3995","0806106.012","0806106.012.04","0806106","05","04","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","20","2","1","1","2","1","1","2","1","1","2","1","1","1","3","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","3","3","","4","","2","2","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",5977,"U","3","09090","1570"
"3996","0806106.025","0806106.025.01","0806106","03","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","33","2","1","2","2","3","2","2","2","2","3","2","2","2","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","3","3","3","2","2","3","3","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",2988,"U","3","09090","1570"
"3997","0806106.041","0806106.041.02","0806106","04","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"2","21","2","1","2","2","2","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","2","3","4","3","2","","3","4","3","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2988,"U","3","09090","1570"
"3998","0806106.059","0806106.059.03","0806106","01","03","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,1,"-",5,"1","30","2","1","2","2","3","2","1","1","2","3","1","1","1","3","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","2","3","3","3","3","","3","3","3","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2988,"U","3","09090","1570"
"3999","0806106.079","0806106.079.01","0806106","02","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",5,"1","39","1","1","1","1","3","1","1","2","2","3","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","3","2","3","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2988,"U","3","09090","1570"
"4000","0806262.012","0806262.012.02","0806262","01","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",2,"1","19","2","2","2","2","3","2","2","2","2","3","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1",2710,"U","3","09100","1570"
"4001","0806262.029","0806262.029.02","0806262","02","02","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",2,"2","36","2","1","3","1","3","2","2","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","1","2","3","3","","3","","3","3","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","3",4065,"U","3","09100","1570"
"4002","0806262.067","0806262.067.01","0806262","04","01","08","Chihuahua","037","Juarez","0001","14","Ciudad Juarez","0221","01",0,0,"-",2,"2","63","2","1","1","2","3","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2710,"U","3","09100","1570"
