"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"18844","2501761.025","2501761.025.02","2501761","04","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"2","39","2","1","1","1","3","3","1","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","","","","1","","","","","2","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",2309,"U","3","42840","1660"
"18845","2501761.048","2501761.048.03","2501761","05","03","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"2","44","1","1","1","3","3","1","1","1","2","3","1","1","1","2","2","1","2","2","2","2","2","2","2","3","2","3","2","2","2","2","2","2","2","2","2","1","1","1","","","1","2","2","","","1","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",2309,"U","3","42840","1660"
"18846","2501761.059","2501761.059.02","2501761","03","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"1","46","2","1","1","2","3","1","2","2","2","2","1","2","1","3","2","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","3","","3","3","","2","","3","3","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","3",1539,"U","3","42840","1660"
"18847","2501761.082","2501761.082.01","2501761","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"1","43","2","2","2","2","3","2","1","2","2","3","2","2","1","3","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","4","1","2","1","2","2","2","2","2","2","2","2","2","2","1",1539,"U","3","42840","1660"
"18848","2501761.090","2501761.090.01","2501761","01","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"2","51","2","1","1","1","3","1","1","2","2","3","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","2","2","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1539,"U","3","42840","1660"
"18849","2501782.018","2501782.018.02","2501782","01","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","39","2","1","2","2","3","2","2","2","2","2","2","2","2","3","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","1","1","1","1","4","3","1","1","1","4","4","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2",1533,"U","3","42850","1660"
"18850","2501782.039","2501782.039.01","2501782","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","57","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","1",1533,"U","3","42850","1660"
"18851","2501782.061","2501782.061.01","2501782","03","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","54","2","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1533,"U","3","42850","1660"
"18852","2501782.074","2501782.074.01","2501782","04","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","47","2","1","2","2","3","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","1","2","2",1533,"U","3","42850","1660"
"18853","2501790.016","2501790.016.03","2501790","05","03","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"1","29","2","1","1","2","3","2","2","2","2","2","2","1","2","3","1","1","1","1","1","1","2","2","1","2","1","2","3","2","2","2","2","2","2","1","1","1","1","1","4","3","2","2","2","4","4","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","1","1","0","1","1","1","1","1","0","0","0","4","1","1","1","1","2","2","2","2","2","2","2","2","2","1",3799,"U","4","42860","1670"
"18854","2501790.049","2501790.049.06","2501790","03","06","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","34","2","1","1","2","3","2","2","2","2","2","1","1","1","3","2","2","2","2","2","1","2","2","1","3","1","1","3","2","2","2","2","2","1","1","1","1","1","1","3","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",2849,"U","4","42860","1670"
"18855","2501790.107","2501790.107.02","2501790","02","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","43","1","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","2","1","2","2","1","3","3","1","3","2","1","2","2","2","2","1","1","1","1","1","4","4","2","2","2","4","4","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","0","1","1","1","0","0","0","4","1","2","2","","2","2","2","1","2","2","2","1","2","3",1900,"U","4","42860","1670"
"18856","2501800.077","2501800.077.02","2501800","01","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","38","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","3","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",3169,"U","4","42870","1670"
"18857","2501800.101","2501800.101.01","2501800","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","76","1","1","2","2","3","2","2","2","2","3","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","4","4","","","","4","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","1",1056,"U","4","42870","1670"
"18858","2501813.010","2501813.010.02","2501813","01","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",3,"2","43","2","2","2","2","3","2","2","2","2","2","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","2","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",3484,"U","3","42880","1660"
"18859","2501813.029","2501813.029.02","2501813","02","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",3,"2","37","2","1","1","1","3","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","2","2","2","2","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1742,"U","3","42880","1660"
"18860","2501813.069","2501813.069.01","2501813","04","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",3,"1","51","2","1","1","1","3","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","1","2","2","","2","2","2","2","2","2","2","2","2","1",1742,"U","3","42880","1660"
"18861","2501813.089","2501813.089.01","2501813","05","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",3,"1","34","2","1","2","2","3","1","1","2","2","2","1","1","1","3","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",1742,"U","3","42880","1660"
"18862","2501904.009","2501904.009.01","2501904","03","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","47","2","1","1","1","3","3","1","1","2","3","2","1","1","3","1","1","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","1","2","","","1","1","2","","","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","","1","2","2","2","2","2","2","2","2","2","2","1",1885,"U","4","42890","1670"
"18863","2501904.039","2501904.039.01","2501904","04","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","52","1","1","2","1","3","1","1","2","2","3","1","1","1","3","2","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","4","2","1","2","3","4","2","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","0","1","0","0","0","3","1","2","1","2","2","2","2","2","2","2","2","2","2","1",1885,"U","4","42890","1670"
"18864","2501904.116","2501904.116.01","2501904","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","45","2","1","2","1","3","1","3","3","2","3","2","2","3","4","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",942,"U","4","42890","1670"
"18865","2501943.004","2501943.004.01","2501943","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"2","42","2","1","1","2","3","2","2","2","2","3","2","2","1","4","2","1","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","2","3","3","3","3","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",957,"U","3","42900","1660"
"18866","2501943.029","2501943.029.01","2501943","01","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"1","48","2","1","9","9","3","9","9","9","9","9","9","9","9","9","2","1","1","2","9","2","2","9","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","3","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3",3827,"U","3","42900","1660"
"18867","2501943.078","2501943.078.02","2501943","04","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"2","51","1","1","3","1","3","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","","","1","1","1","","","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","1","2","3",2870,"U","3","42900","1660"
"18868","2501943.100","2501943.100.01","2501943","05","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",1,"1","37","2","1","1","2","3","2","1","1","2","2","1","2","1","1","2","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3","2","","1","1","2","2","2","2","2","2","2","2","2","1",1914,"U","3","42900","1660"
"18869","2501999.017","2501999.017.03","2501999","04","03","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",4,"2","18","2","1","3","2","1","2","2","2","2","2","1","2","2","3","2","1","1","2","2","1","2","2","1","1","1","1","3","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","3","2","","2","","1","2","2","1","2","2","2","1","2","3",2104,"U","2","42910","1650"
"18870","2501999.064","2501999.064.02","2501999","03","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",4,"1","21","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","1","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","1",1403,"U","2","42910","1650"
"18871","2501999.073","2501999.073.01","2501999","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",4,"2","51","1","1","1","1","3","3","3","2","2","2","1","2","1","3","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","3","3","","","","3","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",1403,"U","2","42910","1650"
"18872","2501999.082","2501999.082.01","2501999","01","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",4,"2","44","2","1","1","2","3","2","2","2","2","2","1","1","2","4","2","1","1","2","1","1","2","2","1","1","1","1","3","2","2","2","2","2","2","1","1","2","1","2","4","3","","2","","4","3","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","1","2","2","2","1",1403,"U","2","42910","1650"
"18873","2502076.004","2502076.004.01","2502076","01","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,1,"-",5,"1","47","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2",3490,"U","3","42920","1660"
"18874","2502076.020","2502076.020.01","2502076","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","66","2","1","3","1","3","1","1","2","3","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","2",1745,"U","3","42920","1660"
"18875","2502076.035","2502076.035.05","2502076","03","05","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",1,1,"-",5,"1","22","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",872,"U","3","42920","1660"
"18876","2502076.049","2502076.049.01","2502076","04","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","39","2","1","1","1","3","2","2","2","2","2","1","1","2","3","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","5",872,"U","3","42920","1660"
"18877","2502076.070","2502076.070.01","2502076","05","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","47","1","1","1","1","3","1","1","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2",872,"U","3","42920","1660"
"18878","2502079.011","2502079.011.01","2502079","03","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","68","2","1","3","1","3","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","2","1","2","3","2","","2","","4","4","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","5",847,"U","3","42930","1660"
"18879","2502079.046","2502079.046.02","2502079","01","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","35","1","1","3","1","3","1","1","2","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",1695,"U","3","42930","1660"
"18880","2502079.066","2502079.066.01","2502079","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"1","51","1","1","3","2","3","2","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","4","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",1695,"U","3","42930","1660"
"18881","2502079.084","2502079.084.02","2502079","04","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","71","1","1","3","1","3","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","3","2","2","2","1","2","2","2","1","1","1","1","1","3","2","1","1","1","3","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","3",2542,"U","3","42930","1660"
"18882","2502079.101","2502079.101.01","2502079","05","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",2,"2","53","2","2","1","2","3","2","2","2","2","2","1","1","2","1","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","2","","2","1","1","2","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","4",3389,"U","3","42930","1660"
"18883","2502096.116","2502096.116.02","2502096","03","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","38","1","1","3","1","3","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",4738,"U","1","42940","1650"
"18884","2502096.146","2502096.146.01","2502096","02","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","57","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",4738,"U","1","42940","1650"
"18885","2502096.252","2502096.252.02","2502096","01","02","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"2","32","2","1","3","2","3","2","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","3","2","2","1","3","4","3","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",3159,"U","1","42940","1650"
"18886","2502096.277","2502096.277.01","2502096","05","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,1,"-",5,"2","47","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","1","2","2","2","2","2","2","2","2","2","2","1",1579,"U","1","42940","1650"
"18887","2502096.279","2502096.279.01","2502096","04","01","25","Sinaloa","006","Culiacan","0001","40","Culiacan","0221","01",0,0,"-",5,"1","43","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","4","2","2","3","4","4","3","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",1579,"U","1","42940","1650"
