"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","BP4_2","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1701795.0025.04","1701795.0025.04.01","1701795","04","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","3","1","43","2","1","1","2","3","1","1","2","2","3","1","1","1","3","1","1","1","1","2","1","2","2","2","1","1","1","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2","2","1","1","2","1","","","","","3","2","2","2","","","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","3","2","2","2","2","2","1196","2392","U","2","03512","0190"
"1701795.0054.05","1701795.0054.05.01","1701795","05","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","3","2","69","2","1","3","9","3","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","2","2","2","2","2","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","2","1","1","2","2","1196","1196","U","2","03512","0190"
"1701795.0098.03","1701795.0098.03.05","1701795","03","05","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","3","1","25","2","1","1","2","3","2","1","1","2","2","1","1","1","3","1","1","1","2","2","1","2","2","1","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","2","1","4","3","","","2","2","2","2","","","2","2","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","3","1","3","3","3","2","1196","7176","U","2","03512","0190"
"1701795.0108.01","1701795.0108.01.07","1701795","01","07","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","2","-","3","2","46","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","2","2","1","2","2","1","2","2","3","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2","1","1","1","1","1","","","3","3","2","3","3","2","2","2","2","2","1","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3","1","4","4","4","2","1196","2392","U","2","03512","0190"
"1701795.0136.02","1701795.0136.02.04","1701795","02","04","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","3","2","21","2","2","2","2","3","2","1","1","2","2","1","1","2","4","2","1","1","2","2","1","2","2","2","1","2","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","2","2","2","2","2","2","3","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","4","2","3","4","4","2","1196","4784","U","2","03512","0190"
"1701844.0004.54","1701844.0004.54.03","1701844","54","03","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","4","1","28","2","1","1","2","3","1","1","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","1","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","1","2","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","2","1","2","2","2","2","1312","3936","U","2","03513","0190"
"1701844.0067.52","1701844.0067.52.04","1701844","52","04","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","4","1","23","1","1","1","2","3","2","1","2","2","2","1","2","1","3","2","2","2","2","2","1","1","2","1","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","3","2","3","2","2","2","2","1","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","2","1","3","3","3","2","1312","5248","U","2","03513","0190"
"1701844.0110.53","1701844.0110.53.01","1701844","53","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","4","1","52","2","2","1","2","3","1","1","3","2","2","2","2","2","1","2","1","2","1","1","1","2","2","2","2","3","3","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","2","2","2","2","2","","","","","","","","","","","","","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","0","0","9","2","9","9","9","2","1312","1312","U","2","03513","0190"
"1701844.0182.55","1701844.0182.55.01","1701844","55","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","4","1","50","2","1","1","2","3","2","2","2","2","2","1","1","2","4","1","1","2","1","1","1","2","2","2","1","1","2","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","4","4","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","4","2","1","1","4","2","1312","3936","U","2","03513","0190"
"1701844.0205.51","1701844.0205.51.02","1701844","51","02","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","4","1","65","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","2","1","1","2","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","2","2","2","2","","","2","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","4","2","3","4","4","2","1312","6560","U","2","03513","0190"
"1701853.0002.02","1701853.0002.02.02","1701853","02","02","170080005","17","MORELOS","008","EMILIANO ZAPATA","0005","32","CUERNAVACA","0126","01","0","0","-","1","1","56","2","2","1","2","3","2","2","2","2","2","2","1","2","4","2","1","2","2","2","1","2","2","1","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","4","4","2","2","3","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","4","2","2","4","4","1","1055","3164","U","2","03514","0190"
"1701853.0030.03","1701853.0030.03.05","1701853","03","05","170080005","17","MORELOS","008","EMILIANO ZAPATA","0005","32","CUERNAVACA","0126","01","0","0","-","1","1","70","1","1","3","1","3","3","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","1","1","2","2","","","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","3","3","2","1055","5273","U","2","03514","0190"
"1701853.0130.01","1701853.0130.01.02","1701853","01","02","170080005","17","MORELOS","008","EMILIANO ZAPATA","0005","32","CUERNAVACA","0126","01","0","0","-","1","1","37","2","2","3","2","3","3","3","3","3","3","1","1","3","2","2","1","2","2","2","1","2","2","3","1","1","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","2","1","2","2","","","","","","","2","4","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","4","2","9","9","9","2","1055","3164","U","2","03514","0190"
"1701853.0149.05","1701853.0149.05.01","1701853","05","01","170080005","17","MORELOS","008","EMILIANO ZAPATA","0005","32","CUERNAVACA","0126","01","0","0","-","1","2","55","2","2","2","2","3","2","2","2","2","2","2","2","3","3","2","1","1","1","1","1","2","2","1","2","1","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","4","4","3","3","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","1","1","1","0","0","0","0","4","2","1","2","2","2","1055","1055","U","2","03514","0190"
"1701927.0032.55","1701927.0032.55.01","1701927","55","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","5","1","49","2","2","2","2","2","2","2","2","2","2","2","2","2","4","1","1","1","1","2","1","2","2","1","1","1","1","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","4","4","3","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","4","2","4","4","4","1","1079","3236","U","2","03515","0190"
"1701927.0088.54","1701927.0088.54.07","1701927","54","07","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","1","2","-","5","1","56","2","1","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","2","1","1","1","2","1","1","1","1","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","4","4","3","2","2","2","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","1","0","0","0","3","1","4","2","2","1","1079","2157","U","2","03515","0190"
"1701927.0150.52","1701927.0150.52.01","1701927","52","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","0","-","5","1","52","2","1","1","1","3","1","3","3","3","1","3","1","3","3","1","1","2","2","2","1","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","2","1","2","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","1","3","4","4","2","1079","2157","U","2","03515","0190"
"1701927.0158.51","1701927.0158.51.01","1701927","51","01","170080001","17","MORELOS","008","EMILIANO ZAPATA","0001","32","CUERNAVACA","0126","01","0","1","-","5","1","34","2","1","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","2","1","1","1","1","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","3","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2","2","2","3","4","1","1079","1079","U","2","03515","0190"
"1702114.0001.51","1702114.0001.51.02","1702114","51","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","5","2","71","2","1","3","2","3","2","3","3","3","2","2","3","3","4","1","1","2","2","2","1","2","2","2","2","1","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","1","2","2","4","3","","","1","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","2","1","2","2","2","1","636","1272","U","3","03516","0189"
"1702114.0017.52","1702114.0017.52.01","1702114","52","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","5","1","46","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","2","1","2","2","1","2","2","2","2","2","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","2","3","3","3","2","3","2","1","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","3","1","2","2","3","2","636","1272","U","3","03516","0189"
"1702114.0037.53","1702114.0037.53.04","1702114","53","04","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","5","2","59","1","1","3","2","3","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","2","2","2","2","2","636","1907","U","3","03516","0189"
"1702114.0053.54","1702114.0053.54.02","1702114","54","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","5","2","24","2","1","1","2","3","1","2","2","2","2","1","2","2","3","1","1","2","1","2","1","2","2","1","1","1","3","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","2","3","2","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","2","2","3","2","2","2","636","1907","U","3","03516","0189"
"1702114.0073.55","1702114.0073.55.04","1702114","55","04","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","5","1","27","2","1","2","2","3","3","1","1","2","2","1","1","3","3","2","1","1","2","2","1","2","2","2","2","2","3","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","3","2","2","2","3","2","636","3179","U","3","03516","0189"
"1702120.0035.03","1702120.0035.03.01","1702120","03","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","1","57","1","1","1","1","3","1","1","9","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","2","1","2","2","","","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","2","2","2","3","2","1054","4217","U","2","03517","0190"
"1702120.0062.04","1702120.0062.04.01","1702120","04","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","1","53","1","1","1","2","3","1","2","2","2","2","1","2","1","4","2","2","2","2","2","2","2","2","1","2","1","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","1","2","2","9","2","1","1","1","1","","","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","1","2","1","1","1054","1054","U","2","03517","0190"
"1702120.0089.05","1702120.0089.05.03","1702120","05","03","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","2","38","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","2","1","2","2","1","1","1","1","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","3","2","3","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","2","2","2","2","2","2","1054","3162","U","2","03517","0190"
"1702120.0122.01","1702120.0122.01.02","1702120","01","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","2","21","2","1","1","2","1","3","2","3","3","3","1","1","3","3","1","1","1","2","1","1","2","2","3","1","2","3","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","2","2","1","1","2","2","","","","","2","2","2","2","","","","","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","2","2","2","2","1054","3162","U","2","03517","0190"
"1702158.0027.05","1702158.0027.05.01","1702158","05","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","2","69","2","1","3","2","3","2","2","3","2","3","2","2","3","4","1","1","1","1","1","1","2","1","2","1","1","3","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","2","2","1","1","2","1","","","","","3","3","3","3","","","2","2","1","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","4","2","3","3","3","2","1011","1011","U","3","03518","0189"
"1702158.0089.02","1702158.0089.02.01","1702158","02","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","1","55","2","2","2","2","3","1","1","1","2","3","2","2","2","4","1","1","1","2","1","1","2","2","1","1","1","1","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","1","1","1","1","","","4","4","2","2","2","2","2","2","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","1","1","0","0","0","4","2","4","4","4","1","1011","3034","U","3","03518","0189"
"1702158.0116.03","1702158.0116.03.02","1702158","03","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","2","62","2","1","3","2","3","2","2","2","2","3","2","2","3","3","1","2","2","1","1","1","2","2","2","1","2","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","2","2","3","3","","","2","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","2","1","4","3","1","2","1011","3034","U","3","03518","0189"
"1702158.0141.04","1702158.0141.04.03","1702158","04","03","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","1","2","46","2","2","2","2","3","2","2","2","2","2","2","2","3","4","1","2","1","2","2","1","2","2","2","2","1","1","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","4","4","4","4","3","3","3","3","","","","","1","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","2","3","3","4","2","1011","5057","U","3","03518","0189"
"1702169.0016.01","1702169.0016.01.02","1702169","01","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","2","2","43","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","2","1","2","1","2","2","2","2","1","1","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","2","1","1","2","1","","","","","1","1","1","1","","","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","2","2","2","2","2","2","875","2626","U","3","03519","0189"
"1702169.0046.02","1702169.0046.02.01","1702169","02","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","2","2","61","1","1","3","2","3","1","1","1","1","1","1","1","1","2","1","2","2","2","2","1","2","2","2","2","2","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","1","1","2","1","","","2","4","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3","2","2","3","2","2","875","875","U","3","03519","0189"
"1702169.0069.03","1702169.0069.03.01","1702169","03","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","1","-","2","2","54","2","1","2","2","3","2","3","1","3","2","1","2","3","3","2","1","2","1","1","1","2","2","1","1","2","3","2","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","1","1","2","2","","","2","9","2","2","2","2","","","","","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","4","2","3","4","4","2","875","875","U","3","03519","0189"
"1702169.0089.05","1702169.0089.05.02","1702169","05","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","2","2","56","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","2","2","1","2","2","2","1","2","3","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","2","1","3","2","4","3","3","3","3","3","","","3","3","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","3","2","4","3","2","2","875","2626","U","3","03519","0189"
"1702169.0111.04","1702169.0111.04.02","1702169","04","02","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","2","1","30","2","1","1","2","3","2","2","2","2","2","2","1","2","4","1","1","1","1","1","1","2","2","2","2","2","2","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2","2","1","1","1","1","","","","","3","3","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","4","2","2","2","4","2","875","3502","U","3","03519","0189"
"1702181.0008.05","1702181.0008.05.01","1702181","05","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","3","1","49","2","2","2","2","3","2","2","2","1","3","2","2","2","3","1","1","1","1","1","2","2","2","1","1","1","1","2","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","3","3","3","2","2","2","3","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3","1","2","2","3","2","1030","4121","U","3","03520","0189"
"1702181.0040.04","1702181.0040.04.01","1702181","04","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","3","2","75","2","2","3","1","3","3","3","1","3","3","1","2","3","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","1","1","1","1","2","1030","1030","U","3","03520","0189"
"1702181.0072.03","1702181.0072.03.03","1702181","03","03","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","3","2","77","2","1","3","2","3","2","2","1","2","3","2","2","3","3","9","2","2","2","2","2","2","2","2","2","2","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","1","1","3","3","","","2","3","3","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","1","0","1","1","1","0","1","0","0","0","3","2","2","2","2","2","1030","3091","U","3","03520","0189"
"1702181.0115.01","1702181.0115.01.01","1702181","01","01","170110001","17","MORELOS","011","JIUTEPEC","0001","32","CUERNAVACA","0126","01","0","0","-","3","1","40","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","2","2","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","2","2","2","2","","","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","4","2","3","3","4","2","1030","2061","U","3","03520","0189"
