"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"3103440.0043.51","3103440.0043.51.03","3103440","51","03","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","4","1","30","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","925","3699","U","4","05305","5289"
"3103440.0058.52","3103440.0058.52.02","3103440","52","02","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","4","1","51","1","1","1","1","3","3","1","1","1","3","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","","","2","2","","","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","925","2774","U","4","05305","5289"
"3103440.0077.53","3103440.0077.53.02","3103440","53","02","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","4","2","20","1","1","3","1","9","3","1","1","1","1","1","1","2","4","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","","","1","2","2","2","","","","","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","2","2","2","","2","","1","2","2","2","2","2","2","2","2","925","1850","U","4","05305","5289"
"3103482.0009.54","3103482.0009.54.01","3103482","54","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","5","2","53","2","1","1","2","3","1","1","1","2","3","1","2","1","4","2","1","1","2","1","2","2","1","1","1","1","3","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","3","4","4","2","3","2","2","2","2","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","3","2","1","1","2","","2","2","2","2","2","2","2","2","2","1581","7904","U","4","05292","5289"
"3103482.0027.55","3103482.0027.55.01","3103482","55","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","1","-","5","2","54","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","","","3","3","1","2","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","1581","1581","U","4","05292","5289"
"3103482.0077.53","3103482.0077.53.01","3103482","53","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","5","1","66","1","1","3","1","3","3","1","2","1","3","1","1","1","4","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","1","1","2","4","2","","","","","","","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1581","4743","U","4","05292","5289"
"3103482.0091.52","3103482.0091.52.02","3103482","52","02","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","1","1","-","5","2","38","1","1","1","2","3","1","1","1","1","2","1","2","1","4","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","","","1","2","4","4","","","","","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","1","1","1","1","1","0","1","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1581","1581","U","4","05292","5289"
"3103482.0107.51","3103482.0107.51.04","3103482","51","04","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","5","1","26","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","2","2","3","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","1","1","0","1","0","0","1","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1581","6323","U","4","05292","5289"
"3103572.0054.02","3103572.0054.02.03","3103572","02","03","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","2","1","37","1","1","1","1","3","1","1","1","1","1","1","1","1","4","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","","","2","3","2","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1112","3337","U","4","05304","5289"
"3103572.0110.04","3103572.0110.04.01","3103572","04","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","2","1","39","1","1","1","1","3","3","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","3","4","2","3","2","2","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","2","2","2","","1","1","2","2","2","2","2","2","2","2","2","1112","1112","U","4","05304","5289"
"3103572.0132.05","3103572.0132.05.02","3103572","05","02","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","2","2","65","1","1","1","1","3","3","1","2","2","3","1","1","1","3","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","1","1","","","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","3","1","1","2","2","","2","2","2","1","2","2","2","2","2","1112","2225","U","4","05304","5289"
"3103728.0010.54","3103728.0010.54.01","3103728","54","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","3","2","50","2","1","1","1","3","2","1","1","2","3","1","2","1","4","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","1","1","4","2","4","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1313","1313","U","4","05302","5289"
"3103728.0079.53","3103728.0079.53.01","3103728","53","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","0","-","3","2","33","2","1","2","2","3","1","2","2","3","3","1","2","2","4","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","","","2","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","1313","2627","U","4","05302","5289"
"3103728.0109.51","3103728.0109.51.02","3103728","51","02","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","1","-","3","2","72","2","1","3","1","3","3","1","1","3","3","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","2","2","3","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","1313","2627","U","4","05302","5289"
"3103728.0135.52","3103728.0135.52.01","3103728","52","01","310500001","31","YUCATAN","050","MERIDA","0001","52","MERIDA","0425","01","0","1","-","3","1","67","1","1","1","1","3","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","","","1","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1313","1313","U","4","05302","5289"
"3104190.0021.51","3104190.0021.51.02","3104190","51","02","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","3","2","28","1","1","1","2","1","1","1","2","2","1","2","2","1","3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","2","2","3","3","3","3","3","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1827","3654","U","2","05260","5249"
"3104190.0052.52","3104190.0052.52.03","3104190","52","03","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","3","1","42","2","1","1","2","3","3","1","3","3","3","1","1","1","4","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","4","4","2","2","2","4","","","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","0","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1827","5481","U","2","05260","5249"
"3104190.0080.53","3104190.0080.53.01","3104190","53","01","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","3","1","39","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","","","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","2","9","2","","2","","2","2","2","2","2","2","2","2","2","1827","3654","U","2","05260","5249"
"3104190.0144.55","3104190.0144.55.02","3104190","55","02","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","3","2","44","1","1","1","1","3","1","1","1","1","3","1","1","1","4","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2","1","2","","2","","1","2","2","2","2","2","2","2","2","1827","3654","U","2","05260","5249"
"3104256.0042.52","3104256.0042.52.02","3104256","52","02","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","4","1","22","1","1","1","1","3","3","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","3","4","1","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1590","3180","U","3","05279","5268"
"3104256.0051.51","3104256.0051.51.02","3104256","51","02","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","4","1","66","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","1590","6360","U","3","05279","5268"
"3104256.0093.55","3104256.0093.55.03","3104256","55","03","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","4","1","33","1","1","1","1","3","2","2","2","2","3","1","2","2","4","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","3","3","2","2","4","4","3","3","2","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","1","1","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","1590","6360","U","3","05279","5268"
"3104256.0129.54","3104256.0129.54.02","3104256","54","02","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","0","-","4","2","27","2","2","2","2","3","2","1","3","3","2","2","2","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","2","1","2","3","3","4","3","4","3","4","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","0","1","0","1","1","1","0","1","0","0","0","3","2","2","","1","2","2","2","2","2","2","2","2","2","2","1590","3180","U","3","05279","5268"
"3104256.0179.53","3104256.0179.53.01","3104256","53","01","310590001","31","YUCATAN","059","PROGRESO","0001","52","MERIDA","0425","01","0","1","-","4","1","63","2","1","2","2","3","3","1","3","3","3","2","1","1","3","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","","","2","4","2","2","2","1","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1590","1590","U","3","05279","5268"
"3105247.0047.02","3105247.0047.02.01","3105247","02","01","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","0","0","-","2","1","65","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","1748","3496","U","2","05263","5249"
"3105247.0103.05","3105247.0103.05.01","3105247","05","01","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","0","0","-","2","1","33","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","1748","1748","U","2","05263","5249"
"3105247.0115.04","3105247.0115.04.01","3105247","04","01","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","0","0","-","2","1","49","1","1","1","1","3","1","1","1","1","1","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","2","2","2","2","1","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1748","1748","U","2","05263","5249"
"3105289.0043.54","3105289.0043.54.02","3105289","54","02","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","0","0","-","5","1","65","2","1","1","1","3","1","3","1","1","1","1","1","1","4","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","3","4","3","4","2","2","3","4","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","1841","5524","U","2","05259","5249"
"3105289.0080.55","3105289.0080.55.03","3105289","55","03","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","1","2","-","5","1","29","1","1","1","1","3","1","1","1","2","1","1","2","1","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","1841","3683","U","2","05259","5249"
"3105289.0144.52","3105289.0144.52.02","3105289","52","02","311010001","31","YUCATAN","101","UMAN","0001","52","MERIDA","0425","01","0","0","-","5","1","28","1","1","2","2","3","1","1","1","1","1","1","1","1","4","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","2","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","1","1","2","","2","2","2","2","2","2","2","2","2","1841","3683","U","2","05259","5249"
"3200408.0028.03","3200408.0028.03.01","3200408","03","01","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","64","2","1","3","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","162","162","U","3","05409","5392"
"3200408.0061.04","3200408.0061.04.03","3200408","04","03","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","1","19","1","1","1","2","3","2","1","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","4","4","4","4","1","2","3","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","0","1","1","1","1","0","1","0","0","0","4","1","1","1","1","1","2","2","1","1","2","2","2","2","2","162","487","U","3","05409","5392"
"3200408.0088.01","3200408.0088.01.03","3200408","01","03","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","24","2","1","3","2","2","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","4","4","3","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","162","650","U","3","05409","5392"
"3200408.0125.02","3200408.0125.02.02","3200408","02","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","48","2","2","3","2","3","2","2","2","2","2","2","2","2","4","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","3","3","3","3","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","162","487","U","3","05409","5392"
"3200408.0149.05","3200408.0149.05.01","3200408","05","01","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","37","2","1","3","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","3","3","3","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","162","325","U","3","05409","5392"
"3200415.0030.01","3200415.0030.01.02","3200415","01","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","42","2","1","2","2","3","2","2","2","2","3","2","2","2","4","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","3","4","3","3","3","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","2","2","1","2","2","","2","2","2","2","2","2","2","2","2","163","327","U","2","05379","5367"
"3200415.0050.03","3200415.0050.03.04","3200415","03","04","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","1","23","2","1","2","2","2","2","2","2","2","2","2","2","2","3","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","4","4","4","3","3","3","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","163","816","U","2","05379","5367"
"3200415.0081.04","3200415.0081.04.02","3200415","04","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","30","2","1","3","2","3","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","2","2","2","2","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","163","327","U","2","05379","5367"
"3200415.0126.05","3200415.0126.05.02","3200415","05","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","2","31","2","1","3","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","4","4","4","4","3","3","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","163","327","U","2","05379","5367"
"3200415.0152.02","3200415.0152.02.02","3200415","02","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","2","1","23","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","4","4","4","4","4","4","3","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","163","327","U","2","05379","5367"
"3200418.0022.54","3200418.0022.54.01","3200418","54","01","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","5","2","41","2","1","2","2","3","2","2","2","2","3","2","2","2","4","2","1","2","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","4","3","3","3","3","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","155","155","U","3","05415","5392"
"3200418.0055.55","3200418.0055.55.02","3200418","55","02","320100001","32","ZACATECAS","010","FRESNILLO","0001","54","FRESNILLO","0425","01","0","0","-","5","2","19","2","1","3","2","1","3","1","1","1","3","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","155","310","U","3","05415","5392"
