"ID_VIV","ID_PER","UPM","VIV_SEL","R_INF","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","N_REN","NOM","C_RES","PAREN","SEXO","EDAD","NAC_D","NAC_M","COD","COD_SEL","I_NIV","I_ANIO","A_ESC","C_ACT","V_ACT","POS","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0100075.063","0100075.063.03","0100075","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","4","03","-","1","3","1","35","16","06","2","A","03","3","2","7","","","1185","0","U","3","00020","1370"
"0100075.085","0100075.085.01","0100075","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","4","01","-","1","1","1","48","","","1","A","03","2","2","1","","2","1185","1185","U","3","00020","1370"
"0100134.036","0100134.036.05","0100134","01","05","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","1","1","-","2","05","-","3","1","1","72","","","1","A","03","3","2","6","4","","1079","1079","U","3","00030","1370"
"0100134.064","0100134.064.01","0100134","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","2","82","11","09","2","A","07","3","2","5","4","","1079","0","U","3","00030","1370"
"0100134.064","0100134.064.02","0100134","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","3","2","50","","","1","A","06","3","2","1","","2","1079","3238","U","3","00030","1370"
"0100134.064","0100134.064.03","0100134","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","3","2","42","08","03","2","A","03","3","2","7","","","1079","0","U","3","00030","1370"
"0100134.087","0100134.087.01","0100134","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","1","37","","","1","A","08","5","2","1","","2","1079","2159","U","3","00030","1370"
"0100134.087","0100134.087.02","0100134","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","2","2","37","18","10","2","A","08","5","2","1","","2","1079","0","U","3","00030","1370"
"0100134.087","0100134.087.03","0100134","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","3","2","17","","","","A","06","3","1","","","","1079","0","U","3","00030","1370"
"0100134.087","0100134.087.04","0100134","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","04","-","1","3","2","08","","","","A","02","2","1","","","","1079","0","U","3","00030","1370"
"0100134.110","0100134.110.01","0100134","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","1","77","14","02","2","A","02","6","2","8","4","","1079","0","U","3","00030","1370"
"0100134.110","0100134.110.02","0100134","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","2","2","73","","","1","A","06","3","2","5","4","","1079","3238","U","3","00030","1370"
"0100134.110","0100134.110.03","0100134","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","3","2","37","17","09","2","A","06","3","2","1","","3","1079","0","U","3","00030","1370"
"0100134.110","0100134.110.04","0100134","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","04","-","1","5","2","08","","","","A","02","2","1","","","","1079","0","U","3","00030","1370"
"0100178.001","0100178.001.01","0100178","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","01","-","","1","1","85","","","1","A","00","","2","1","","3","1012","1012","U","2","00040","1360"
"0100178.030","0100178.030.01","0100178","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","01","-","","1","1","70","","","1","A","06","3","2","5","4","","1012","1012","U","2","00040","1360"
"0100178.067","0100178.067.01","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","01","-","","1","1","32","","","2","A","03","3","2","1","","2","1012","0","U","2","00040","1360"
"0100178.067","0100178.067.02","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","02","-","","2","2","30","","","1","A","03","3","2","1","","2","1012","2024","U","2","00040","1360"
"0100178.067","0100178.067.03","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","03","-","","3","2","13","","","","A","03","1","1","","","","1012","0","U","2","00040","1360"
"0100178.067","0100178.067.04","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","04","-","","3","2","09","","","","A","02","3","1","","","","1012","0","U","2","00040","1360"
"0100178.067","0100178.067.05","0100178","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","05","-","","3","2","06","","","","A","01","2","1","","","","1012","0","U","2","00040","1360"
"0100178.092","0100178.092.01","0100178","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","01","-","","1","1","49","","","2","A","08","5","2","1","","3","1012","0","U","2","00040","1360"
"0100178.092","0100178.092.02","0100178","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","02","-","","2","2","48","","","2","A","01","3","2","5","4","","1012","0","U","2","00040","1360"
"0100178.092","0100178.092.03","0100178","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","03","-","","3","2","19","","","1","A","07","2","2","1","","2","1012","3036","U","2","00040","1360"
"0100178.092","0100178.092.04","0100178","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","04","-","","3","2","14","","","","A","03","1","1","","","","1012","0","U","2","00040","1360"
"0100178.092","0100178.092.05","0100178","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","05","-","","3","2","05","","","","A","01","1","1","","","","1012","0","U","2","00040","1360"
"0100178.123","0100178.123.01","0100178","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","01","-","","1","1","25","","","1","A","06","3","2","1","","2","1012","2024","U","2","00040","1360"
"0100178.123","0100178.123.02","0100178","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","02","-","","2","2","22","","","2","A","07","3","2","5","2","3","1012","0","U","2","00040","1360"
"0100178.123","0100178.123.03","0100178","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","1","03","-","","3","2","04","","","","A","01","1","1","","","","1012","0","U","2","00040","1360"
"0100359.004","0100359.004.01","0100359","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","2","60","","","1","A","02","6","2","5","4","","943","1886","U","3","00050","1370"
"0100359.004","0100359.004.02","0100359","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","3","2","41","16","07","2","A","03","3","2","1","","2","943","0","U","3","00050","1370"
"0100359.004","0100359.004.03","0100359","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","5","2","09","","","","A","02","3","1","","","","943","0","U","3","00050","1370"
"0100359.022","0100359.022.01","0100359","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","1","37","","","1","A","06","3","2","1","","2","943","2828","U","3","00050","1370"
"0100359.022","0100359.022.02","0100359","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","2","2","40","17","10","2","A","06","3","2","1","","3","943","0","U","3","00050","1370"
"0100359.022","0100359.022.03","0100359","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","6","2","18","01","09","2","A","06","3","1","4","4","","943","0","U","3","00050","1370"
"0100359.022","0100359.022.04","0100359","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","04","-","1","3","1","07","","","","A","02","1","1","","","","943","0","U","3","00050","1370"
"0100359.039","0100359.039.01","0100359","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","1","53","","","1","A","02","6","2","1","","3","943","2828","U","3","00050","1370"
"0100359.039","0100359.039.02","0100359","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","3","1","22","25","01","2","A","02","6","2","1","","2","943","0","U","3","00050","1370"
"0100359.039","0100359.039.03","0100359","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","3","2","20","18","02","2","A","02","6","2","5","4","","943","0","U","3","00050","1370"
"0100359.039","0100359.039.04","0100359","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","04","-","1","5","1","06","","","","A","00","","2","","","","943","0","U","3","00050","1370"
"0100359.055","0100359.055.01","0100359","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","","1","1","72","","","2","A","06","3","2","1","","3","943","0","U","3","00050","1370"
"0100359.055","0100359.055.02","0100359","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","","4","2","96","","","1","A","00","","2","7","","","943","1886","U","3","00050","1370"
"0100359.072","0100359.072.01","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","01","-","1","1","1","43","","","1","A","03","3","2","8","3","3","943","4714","U","3","00050","1370"
"0100359.072","0100359.072.02","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","02","-","1","2","2","42","09","10","2","A","03","3","2","5","4","","943","0","U","3","00050","1370"
"0100359.072","0100359.072.03","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","03","-","1","3","2","23","20","07","2","A","07","3","1","1","","2","943","0","U","3","00050","1370"
"0100359.072","0100359.072.04","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","04","-","1","3","2","18","24","07","2","A","03","3","2","1","","2","943","0","U","3","00050","1370"
"0100359.072","0100359.072.05","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","05","-","1","3","2","12","","","","A","02","6","1","","","","943","0","U","3","00050","1370"
"0100359.072","0100359.072.06","0100359","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","0","-","2","06","-","3","6","2","74","","","2","A","02","6","2","7","","","943","0","U","3","00050","1370"
"0100368.018","0100368.018.01","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","1","76","14","02","2","A","03","2","2","6","1","3","846","0","U","2","00060","1360"
"0100368.018","0100368.018.02","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","3","1","50","15","03","2","A","03","3","2","6","2","3","846","0","U","2","00060","1360"
"0100368.018","0100368.018.03","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","6","2","47","15","03","2","A","03","3","2","5","4","","846","0","U","2","00060","1360"
"0100368.018","0100368.018.04","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","5","1","30","","","1","A","08","3","2","1","","2","846","4230","U","2","00060","1360"
"0100368.018","0100368.018.05","0100368","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","05","-","1","5","1","21","18","08","2","A","06","3","2","1","","2","846","0","U","2","00060","1360"
"0100368.036","0100368.036.01","0100368","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","1","49","","","1","A","03","3","2","1","","3","846","1692","U","2","00060","1360"
"0100368.036","0100368.036.02","0100368","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","2","2","48","17","07","2","A","03","3","2","5","4","","846","0","U","2","00060","1360"
"0100368.036","0100368.036.03","0100368","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","3","1","11","","","","A","02","5","1","","","","846","0","U","2","00060","1360"
"0100368.050","0100368.050.01","0100368","01","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","2","74","17","05","2","A","02","6","2","5","4","","846","0","U","2","00060","1360"
"0100368.050","0100368.050.02","0100368","01","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","3","1","48","15","06","2","A","03","3","2","1","","2","846","0","U","2","00060","1360"
"0100368.050","0100368.050.03","0100368","01","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","3","1","38","","","1","A","08","2","1","4","4","","846","3384","U","2","00060","1360"
"0100368.050","0100368.050.04","0100368","01","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","6","2","48","","","2","A","03","3","2","5","4","","846","0","U","2","00060","1360"
"0100368.075","0100368.075.01","0100368","02","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","1","47","25","09","2","A","02","6","2","1","","2","846","0","U","2","00060","1360"
"0100368.075","0100368.075.02","0100368","02","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","2","2","52","23","04","2","A","02","6","2","1","","2","846","0","U","2","00060","1360"
"0100368.075","0100368.075.03","0100368","02","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","3","2","24","18","06","2","A","08","1","1","1","","2","846","0","U","2","00060","1360"
"0100368.075","0100368.075.04","0100368","02","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","3","2","19","","","1","A","08","1","1","4","4","","846","3384","U","2","00060","1360"
"0100368.075","0100368.075.05","0100368","02","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","05","-","1","3","1","16","","","","A","06","1","1","","","","846","0","U","2","00060","1360"
"0100368.095","0100368.095.01","0100368","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","2","73","","","1","A","02","1","2","5","4","","846","4230","U","2","00060","1360"
"0100368.095","0100368.095.02","0100368","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","3","1","43","26","08","2","A","02","6","2","1","","3","846","0","U","2","00060","1360"
"0100368.095","0100368.095.03","0100368","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","2","1","75","10","12","2","A","02","1","2","1","","3","846","0","U","2","00060","1360"
"0100368.095","0100368.095.04","0100368","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","3","2","38","","","2","A","02","6","2","5","4","","846","0","U","2","00060","1360"
"0100368.095","0100368.095.05","0100368","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","05","-","1","5","2","19","","","2","A","06","3","2","8","4","","846","0","U","2","00060","1360"
"0100391.013","0100391.013.01","0100391","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","01","-","1","1","1","27","","","2","A","08","5","2","1","","2","905","0","U","3","00070","1370"
"0100391.013","0100391.013.02","0100391","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","02","-","1","2","2","25","","","1","A","06","3","1","4","4","","905","1810","U","3","00070","1370"
"0100391.013","0100391.013.03","0100391","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","03","-","1","3","2","05","","","","A","01","1","1","","","","905","0","U","3","00070","1370"
"0100391.013","0100391.013.04","0100391","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","04","-","1","3","2","03","","","","A","00","","2","","","","905","0","U","3","00070","1370"
"0100391.069","0100391.069.01","0100391","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","01","-","1","1","1","56","","","2","A","06","3","2","1","","2","905","0","U","3","00070","1370"
"0100391.069","0100391.069.02","0100391","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","02","-","1","2","2","49","","","1","A","02","6","2","1","","2","905","2716","U","3","00070","1370"
"0100391.069","0100391.069.03","0100391","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","03","-","1","3","2","19","","","2","A","06","3","1","4","4","","905","0","U","3","00070","1370"
"0100391.069","0100391.069.04","0100391","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","04","-","1","5","1","00","","","","A","","","","","","","905","0","U","3","00070","1370"
"0100391.107","0100391.107.01","0100391","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","01","-","1","1","1","37","","","1","A","08","5","2","1","","2","905","1810","U","3","00070","1370"
"0100391.107","0100391.107.02","0100391","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","5","02","-","1","2","2","38","","","2","A","08","5","2","1","","4","905","0","U","3","00070","1370"
"0100460.038","0100460.038.01","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","1","50","","","1","A","08","5","2","1","","2","1084","4334","U","2","00080","1360"
"0100460.038","0100460.038.02","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","2","2","44","24","03","2","A","03","3","2","1","","2","1084","0","U","2","00080","1360"
"0100460.038","0100460.038.03","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","3","2","26","31","12","2","A","03","3","2","1","","3","1084","0","U","2","00080","1360"
"0100460.038","0100460.038.04","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","5","1","28","17","11","2","A","06","3","1","1","","3","1084","0","U","2","00080","1360"
"0100460.038","0100460.038.05","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","05","-","1","3","2","16","","","","A","03","1","2","","","","1084","0","U","2","00080","1360"
"0100460.038","0100460.038.06","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","06","-","1","3","1","05","","","","A","01","1","1","","","","1084","0","U","2","00080","1360"
"0100460.038","0100460.038.07","0100460","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","07","-","1","5","1","08","","","","A","02","2","1","","","","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.01","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","2","62","","","1","A","03","3","2","1","","2","1084","6501","U","2","00080","1360"
"0100460.058","0100460.058.02","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","5","2","36","15","06","2","A","02","6","2","1","","3","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.03","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","3","1","39","11","04","2","A","03","3","2","1","","3","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.04","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","3","1","42","01","06","2","A","03","3","2","8","4","","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.05","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","05","-","1","5","2","13","","","","A","02","6","2","","","","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.06","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","06","-","1","5","2","14","","","","A","02","6","2","","","","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.07","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","07","-","1","5","2","11","","","","A","02","5","2","","","","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.10","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","10","-","1","5","1","19","","","2","A","03","3","2","1","","2","1084","0","U","2","00080","1360"
"0100460.058","0100460.058.11","0100460","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","11","-","3","3","1","42","","","2","A","03","3","2","7","","","1084","0","U","2","00080","1360"
"0100460.078","0100460.078.01","0100460","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","01","-","1","1","1","41","18","08","2","A","03","3","2","1","","1","1084","0","U","2","00080","1360"
"0100460.078","0100460.078.02","0100460","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","02","-","1","2","2","40","25","05","2","A","03","3","2","1","","2","1084","0","U","2","00080","1360"
"0100460.078","0100460.078.03","0100460","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","03","-","1","5","2","38","09","05","2","A","02","6","2","5","2","3","1084","0","U","2","00080","1360"
"0100460.078","0100460.078.04","0100460","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0122","01","0","1","-","3","04","-","1","5","1","21","","","1","A","06","2","2","1","","2","1084","5418","U","2","00080","1360"
