"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"1","0100071.006","0100071.006.01","0100071","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","60","2","2","3","1","3","3","3","3","3","3","3","2","3","4","1","2","1","2","2","2","2","2","1","2","2","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","4","2","1","1","1","4","4","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","1","1","0","1","1","1","1","0","0","0","0","3",1,"03","05","05",958,1916,"U","2","00001","0142",""
"2","0100071.026","0100071.026.01","0100071","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","29","1","1","2","1","3","2","1","1","1","2","1","2","3","1","2","1","2","2","1","2","2","1","2","1","2","3","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","4","2","3","2","2","3","2","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3",2,"04","06","05",958,958,"U","2","00001","0142",""
"3","0100071.033","0100071.033.03","0100071","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"2","33","1","1","1","1","3","1","1","3","1","1","1","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","3","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","3",1,"10","00","00",958,1916,"U","2","00001","0142",""
"4","0100071.115","0100071.115.01","0100071","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","43","1","1","1","1","3","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",1,"10","08","08",958,1916,"U","2","00001","0142",""
"5","0100075.028","0100075.028.02","0100075","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",3,"1","74","1","1","3","2","3","1","1","1","3","1","3","2","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","2","3","2","3","3","","9","2","9","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","4",2,"10","07","07",1058,3175,"U","3","00002","0143",""
"6","0100075.051","0100075.051.05","0100075","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",3,"2","19","2","1","3","2","1","2","1","1","1","2","1","2","2","3","1","1","1","1","1","2","2","2","1","1","1","2","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","2","1","1","1","1","","2","2","2","2","","3","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","2",2,"06","07","07",1058,5291,"U","3","00002","0143",""
"7","0100075.074","0100075.074.01","0100075","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",3,"2","52","2","1","2","1","3","1","1","2","2","1","1","2","1","4","2","2","2","1","2","2","2","2","1","2","2","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","3",2,"08","04","08",1058,2117,"U","3","00002","0143",""
"8","0100075.097","0100075.097.01","0100075","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",3,"1","34","1","1","1","1","3","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","3",1,"09","02","09",1058,2117,"U","3","00002","0143",""
"9","0100107.015","0100107.015.04","0100107","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","20","1","1","3","1","1","3","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","2","1","1","1","1","","2","2","2","2","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3",2,"08","08","08",791,3165,"U","3","00003","0143",""
"10","0100107.048","0100107.048.02","0100107","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"2","45","1","1","1","2","3","3","1","1","3","3","1","2","3","4","1","1","1","2","1","2","2","2","2","1","2","2","2","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","2","3","2","9","9","","3","2","9","9","","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"09","05","05",791,1582,"U","3","00003","0143",""
"11","0100107.067","0100107.067.03","0100107","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"2","21","1","1","1","2","3","2","2","2","2","2","1","1","1","3","1","1","1","1","1","2","2","2","2","2","2","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","3","1","9","2","2","2","1","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","3",2,"02","05","04",791,2373,"U","3","00003","0143",""
"12","0100134.017","0100134.017.04","0100134","02","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"2","19","2","1","3","1","3","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","3","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","3",2,"03","05","05",1011,4044,"U","3","00004","0143",""
"13","0100134.042","0100134.042.01","0100134","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","25","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","1","1","2","","1","2","2","","","3","3","3","","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2",1,"03","05","05",1011,1011,"U","3","00004","0143",""
"14","0100134.067","0100134.067.01","0100134","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","65","2","2","3","2","3","1","1","2","2","2","2","2","1","4","1","1","1","1","1","2","2","2","1","2","2","1","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","2","1","2","3","","","1","","2","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","3",1,"08","08","07",1011,2022,"U","3","00004","0143",""
"15","0100134.091","0100134.091.01","0100134","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"2","90","1","1","3","3","3","3","3","3","3","3","3","3","3","1","2","2","2","2","2","2","2","2","3","3","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","9","1","9","","","","2","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","2",2,"09","99","99",1011,1011,"U","3","00004","0143",""
"16","0100178.001","0100178.001.01","0100178","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",5,"1","86","1","1","1","1","3","3","3","3","3","3","1","1","3","2","2","2","2","2","1","1","2","1","2","2","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2",2,"10","03","05",1024,2048,"U","2","00005","0142",""
"17","0100178.030","0100178.030.01","0100178","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",5,"1","71","2","2","3","2","3","1","1","1","3","1","1","1","1","2","1","1","2","1","2","1","2","2","2","2","2","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","2","1","1","1","1","","1","1","1","1","","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2",1,"08","09","08",1024,1024,"U","2","00005","0142",""
"18","0100178.067","0100178.067.02","0100178","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",5,"2","31","1","1","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","1","1","1","1","2","1","3","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","4",2,"08","08","08",1024,2048,"U","2","00005","0142",""
"19","0100178.092","0100178.092.03","0100178","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",5,"2","20","2","1","3","2","1","1","1","2","2","2","3","2","1","3","2","1","1","2","1","2","2","2","1","2","2","1","3","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","1","1","1","0","0","0","2",1,"05","03","99",1024,3071,"U","2","00005","0142",""
"20","0100359.012","0100359.012.02","0100359","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","39","2","1","3","2","3","2","2","1","2","1","1","2","2","4","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","4","3","1","4","","4","3","1","4","","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3",1,"10","00","00",906,3624,"U","3","00006","0143",""
"21","0100359.028","0100359.028.01","0100359","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"2","73","1","1","3","1","3","1","1","3","3","1","3","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","2","2","2","2","","","","","","","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2",2,"10","10","99",906,906,"U","3","00006","0143",""
"22","0100359.043","0100359.043.01","0100359","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","37","1","1","1","1","3","1","1","1","1","1","2","3","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","2","2","2","1","1","","","","1","1","","","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2",1,"10","10","10",906,1812,"U","3","00006","0143",""
"23","0100359.081","0100359.081.01","0100359","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",1,"1","45","1","1","1","1","9","1","1","3","3","1","1","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","2","1","1","1","1","","1","3","2","1","","1","3","2","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","3",2,"03","08","08",906,2718,"U","3","00006","0143",""
"24","0100368.003","0100368.003.03","0100368","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","41","2","1","1","1","3","2","2","2","2","3","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","2","2","2","2","3","2","2","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",1,"06","08","09",846,2539,"U","2","00007","0142",""
"25","0100368.026","0100368.026.01","0100368","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,1,"-",2,"1","57","1","1","1","1","3","1","1","1","1","1","1","2","2","9","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","2","2","2","1","","","","","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"10","10","10",846,1693,"U","2","00007","0142",""
"26","0100368.042","0100368.042.05","0100368","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","19","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","2","2","2","1","2","","","3","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2",1,"10","10","10",846,3385,"U","2","00007","0142",""
"27","0100368.060","0100368.060.01","0100368","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","69","1","1","3","1","3","1","1","3","3","1","1","2","2","2","2","1","2","2","2","2","2","9","2","2","2","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","1","2","3","3","","2","","3","3","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2",2,"08","08","09",846,846,"U","2","00007","0142",""
"28","0100368.083","0100368.083.01","0100368","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","58","2","2","2","2","3","2","2","2","2","1","3","2","2","4","1","1","1","1","1","1","1","1","1","1","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","3","2","2","2","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","3",1,"05","03","03",846,2539,"U","2","00007","0142",""
"29","0100391.041","0100391.041.01","0100391","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","43","1","1","1","1","3","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","4",2,"00","00","00",857,857,"U","3","00008","0143",""
"30","0100391.116","0100391.116.01","0100391","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","27","1","1","1","1","3","1","1","1","1","1","1","3","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","4","3","2","1","1","4","3","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3",2,"10","04","04",857,2572,"U","3","00008","0143",""
"31","0100391.215","0100391.215.01","0100391","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",4,"1","54","1","1","2","1","3","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","3","2","4","2","1","2","2","4","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","3",1,"00","09","10",857,1714,"U","3","00008","0143",""
"32","0100460.003","0100460.003.05","0100460","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","19","2","1","3","1","1","2","2","2","2","3","2","3","3","1","1","1","1","2","1","1","2","2","1","2","2","2","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2","1","1","1","1","","2","2","1","1","","2","2","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","2",1,"08","10","06",1096,6578,"U","2","00009","0142",""
"33","0100460.023","0100460.023.04","0100460","02","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","40","2","2","2","2","3","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","3","3","1","3","","3","4","2","2","","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3",9,"08","05","06",1096,2193,"U","2","00009","0142",""
"34","0100460.042","0100460.042.01","0100460","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","65","1","1","3","1","3","9","2","2","2","3","1","1","2","4","1","1","2","2","1","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","2","1","2","3","2","","4","","3","2","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2",2,"09","99","06",1096,4385,"U","2","00009","0142",""
"35","0100460.062","0100460.062.02","0100460","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","44","2","1","3","2","3","1","1","3","3","3","1","2","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","2","1","2","","2","","1","","","3","","2","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",1,"08","08","09",1096,5482,"U","2","00009","0142",""
"36","0100460.081","0100460.081.02","0100460","05","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","38","2","1","1","1","3","1","1","2","2","3","1","2","2","3","1","1","1","1","1","2","2","1","1","2","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","2","1","1","1","4","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","4",1,"07","07","10",1096,2193,"U","2","00009","0142",""
"37","0100509.005","0100509.005.02","0100509","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","22","1","1","3","2","1","1","1","2","2","2","2","2","1","3","1","1","2","1","2","2","2","2","1","2","2","2","3","1","0","0","0","0","0","0","0","1","0","1","0","0","0","2","1","1","1","1","","3","4","3","3","","3","4","3","3","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3",1,"00","05","06",1122,3366,"U","3","00010","0143",""
"38","0100509.038","0100509.038.02","0100509","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"2","45","1","1","3","1","3","1","1","1","1","3","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","3","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","3","3","2","2","2","1","1","2","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2",1,"08","08","08",1122,2244,"U","3","00010","0143",""
"39","0100509.066","0100509.066.01","0100509","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","54","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","9","1","2","2","2","9","2","3","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",2,"00","05","05",1122,2244,"U","3","00010","0143",""
"40","0100509.088","0100509.088.03","0100509","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0123","01",0,0,"-",2,"1","19","2","1","1","1","3","1","1","1","1","1","1","1","1","4","2","2","2","2","2","1","2","2","2","1","2","2","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","1","2","","2","1","2","3","","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","3",1,"10","02","99",1122,3366,"U","3","00010","0143",""
