"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0401330.0073.51","0401330.0073.51.01","0401330","51","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","4","1","41","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","169","338","U","2","00418","0022"
"0401330.0109.54","0401330.0109.54.02","0401330","54","02","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","4","2","50","2","1","3","2","3","2","2","2","2","2","1","2","2","4","2","2","2","2","9","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","2","3","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","169","338","U","2","00418","0022"
"0401330.0143.55","0401330.0143.55.01","0401330","55","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","4","2","43","1","1","1","1","3","1","1","1","1","3","1","1","1","4","1","2","1","2","9","2","2","9","1","2","2","1","3","2","1","2","2","2","2","2","2","2","2","1","1","2","1","","","","","3","4","2","4","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","169","507","U","2","00418","0022"
"0401337.0011.51","0401337.0011.51.01","0401337","51","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","3","1","41","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","2","9","3","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","3","4","2","2","2","2","9","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","196","196","U","2","00419","0022"
"0401337.0028.52","0401337.0028.52.02","0401337","52","02","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","3","2","55","2","2","2","2","3","2","2","3","3","2","3","2","3","4","2","1","1","1","1","2","2","2","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","2","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2","9","1","2","2","","2","2","2","2","2","2","2","2","2","196","979","U","2","00419","0022"
"0401337.0050.53","0401337.0050.53.01","0401337","53","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","3","1","42","2","1","1","2","3","1","1","1","2","2","1","1","1","3","2","1","1","2","1","2","2","1","3","3","2","3","9","2","2","2","2","2","1","2","2","2","1","1","1","1","1","","","3","3","2","2","2","2","9","2","2","2","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","2","1","1","2","2","","2","2","2","2","2","1","2","2","2","196","391","U","2","00419","0022"
"0401337.0067.54","0401337.0067.54.02","0401337","54","02","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","3","2","62","2","2","3","2","3","2","2","3","3","2","3","2","2","4","1","1","1","1","1","1","2","1","3","2","2","3","3","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","196","391","U","2","00419","0022"
"0401337.0083.55","0401337.0083.55.01","0401337","55","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","3","1","55","1","1","1","2","3","1","1","2","2","1","1","1","2","2","1","1","2","2","2","2","2","2","3","3","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","9","1","2","2","3","3","2","2","2","2","","","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","1","2","196","587","U","2","00419","0022"
"0401338.0001.51","0401338.0001.51.01","0401338","51","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","1","1","40","2","2","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","2","1","1","1","3","3","2","2","2","1","2","1","2","2","2","1","1","1","1","1","","","4","4","3","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","4","1","2","","2","","2","2","2","1","2","2","2","2","2","165","330","U","2","00420","0022"
"0401338.0028.52","0401338.0028.52.04","0401338","52","04","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","1","2","19","1","1","3","2","1","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","0","1","1","1","0","0","0","2","2","1","2","2","","2","2","2","2","2","2","2","2","2","165","660","U","2","00420","0022"
"0401338.0048.53","0401338.0048.53.01","0401338","53","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","1","1","69","1","1","3","2","3","1","1","2","2","2","1","3","1","1","1","1","1","1","1","1","2","2","3","3","3","3","3","2","2","2","1","2","2","2","2","2","1","1","1","2","1","","","3","2","2","2","1","1","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","1","1","0","1","0","1","0","0","0","3","1","2","","2","","2","2","2","1","2","2","2","1","2","165","165","U","2","00420","0022"
"0401338.0075.54","0401338.0075.54.01","0401338","54","01","-","-","04","CAMPECHE","003","CARMEN","0001","56","CIUDAD DEL CARMEN","0225","01","0","0","-","1","1","36","1","1","1","1","3","1","1","2","2","2","1","1","2","2","2","1","2","2","2","2","2","2","3","3","1","3","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","165","165","U","2","00420","0022"
"0501205.0005.52","0501205.0005.52.01","0501205","52","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","1","1","25","1","1","1","2","3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","4","3","2","2","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","923","1847","U","2","00421","0026"
"0501205.0054.51","0501205.0054.51.01","0501205","51","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","1","1","42","1","1","2","2","3","3","3","3","3","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","923","3693","U","2","00421","0026"
"0501205.0094.53","0501205.0094.53.01","0501205","53","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","1","1","27","1","1","1","1","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","1","1","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","3","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","923","1847","U","2","00421","0026"
"0501205.0101.55","0501205.0101.55.01","0501205","55","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","1","2","47","1","1","1","1","3","1","1","3","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","3","9","2","3","2","3","2","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","923","2770","U","2","00421","0026"
"0501233.0014.52","0501233.0014.52.02","0501233","52","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","2","2","38","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","938","1876","U","2","00422","0026"
"0501233.0041.53","0501233.0041.53.02","0501233","53","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","2","2","37","2","1","1","2","3","1","1","1","1","2","1","1","1","3","2","1","2","2","1","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","3","1","2","","2","","2","2","2","1","2","2","2","2","2","938","1876","U","2","00422","0026"
"0501233.0098.54","0501233.0098.54.02","0501233","54","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","2","2","55","2","1","3","2","3","2","1","3","3","3","1","2","3","3","1","1","1","1","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","3","4","1","2","2","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","0","1","1","0","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","938","1876","U","2","00422","0026"
"0501233.0131.55","0501233.0131.55.02","0501233","55","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","2","2","29","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","938","1876","U","2","00422","0026"
"0501280.0016.51","0501280.0016.51.04","0501280","51","04","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","4","1","20","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","846","2538","U","3","00423","0027"
"0501280.0045.52","0501280.0045.52.03","0501280","52","03","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","4","2","30","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1","2","1","2","1","2","1","2","2","2","2","2","2","846","3384","U","3","00423","0027"
"0501280.0060.54","0501280.0060.54.02","0501280","54","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","4","2","32","1","1","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","846","1692","U","3","00423","0027"
"0501280.0119.53","0501280.0119.53.04","0501280","53","04","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","1","-","4","1","26","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","","","","","","","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","846","1692","U","3","00423","0027"
"0501301.0008.51","0501301.0008.51.03","0501301","51","03","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","5","2","31","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","953","2860","U","2","00424","0026"
"0501301.0047.53","0501301.0047.53.02","0501301","53","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","5","1","21","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","1","1","1","1","2","2","1","1","2","1","2","3","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","2","2","3","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","953","1907","U","2","00424","0026"
"0501301.0099.52","0501301.0099.52.01","0501301","52","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","5","1","52","1","1","1","1","3","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","1","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","3","3","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1","2","","2","2","2","2","2","2","2","2","2","953","953","U","2","00424","0026"
"0501301.0116.54","0501301.0116.54.02","0501301","54","02","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","2","-","5","2","49","1","2","3","2","3","2","2","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","3","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","953","3814","U","2","00424","0026"
"0501301.0117.55","0501301.0117.55.01","0501301","55","01","-","-","05","COAHUILA DE ZARAGOZA","017","MATAMOROS","0001","07","LA LAGUNA","0225","01","0","0","-","5","2","46","2","1","2","2","3","1","1","1","1","3","1","1","1","3","2","1","1","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","3","4","4","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","953","953","U","2","00424","0026"
"0502161.0001.51","0502161.0001.51.01","0502161","51","01","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","2","1","82","1","1","3","2","3","3","2","1","1","3","1","3","3","4","2","2","2","1","2","2","2","2","2","3","3","3","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","69","138","U","2","00425","0028"
"0502161.0012.52","0502161.0012.52.01","0502161","52","01","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","2","1","29","1","1","1","1","3","3","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","69","138","U","2","00425","0028"
"0502161.0025.53","0502161.0025.53.01","0502161","53","01","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","2","1","60","2","1","1","1","3","1","1","1","3","1","1","1","3","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","3","3","3","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","69","69","U","2","00425","0028"
"0502161.0036.54","0502161.0036.54.02","0502161","54","02","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","2","2","30","1","1","3","1","3","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","69","138","U","2","00425","0028"
"0502161.0047.55","0502161.0047.55.02","0502161","55","02","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","2","1","31","1","1","1","1","3","3","1","1","1","3","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","69","276","U","2","00425","0028"
"0502162.0046.51","0502162.0046.51.01","0502162","51","01","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","4","2","52","1","1","3","1","3","1","1","3","3","1","1","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","1","1","1","","","1","1","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","251","251","U","2","00426","0028"
"0502162.0078.53","0502162.0078.53.01","0502162","53","01","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","4","2","65","2","1","3","1","3","3","1","1","1","3","1","1","3","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","1","1","2","2","2","2","2","1","2","1","1","2","2","1","2","","","2","2","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","251","502","U","2","00426","0028"
"0502162.0236.55","0502162.0236.55.02","0502162","55","02","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","4","2","31","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","251","502","U","2","00426","0028"
"0502162.0258.54","0502162.0258.54.03","0502162","54","03","-","-","05","COAHUILA DE ZARAGOZA","022","NAVA","0051","08","PIEDRAS NEGRAS","0225","01","0","0","-","4","1","67","2","1","3","1","3","3","1","1","1","1","1","1","1","4","1","2","1","2","2","1","2","1","1","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","251","251","U","2","00426","0028"
"0502309.0047.53","0502309.0047.53.01","0502309","53","01","-","-","05","COAHUILA DE ZARAGOZA","025","PIEDRAS NEGRAS","0001","08","PIEDRAS NEGRAS","0225","01","0","0","-","1","1","76","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","1","2","","2","","2","2","2","2","2","2","2","2","2","224","224","U","3","00427","0029"
"0502309.0072.54","0502309.0072.54.01","0502309","54","01","-","-","05","COAHUILA DE ZARAGOZA","025","PIEDRAS NEGRAS","0001","08","PIEDRAS NEGRAS","0225","01","0","0","-","1","1","83","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","224","448","U","3","00427","0029"
