"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0100149.0098.53","0100149.0098.53.02","0100149","53","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","2","47","2","1","1","1","3","3","1","3","3","2","1","3","3","1","1","1","2","1","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","2","1","1","2","2","","1","2","2","2","2","2","2","2","2","1222","2445","U","2","00003","0001"
"0100149.0128.51","0100149.0128.51.01","0100149","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","1","34","2","1","2","2","3","2","1","2","2","2","1","2","2","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","2","3","2","2","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1222","1222","U","2","00003","0001"
"0100152.0024.51","0100152.0024.51.02","0100152","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","30","1","2","1","2","3","1","1","1","2","2","1","2","2","4","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","2","2","2","","2","","1","2","2","2","2","2","2","2","2","982","1965","U","2","00004","0001"
"0100152.0057.52","0100152.0057.52.01","0100152","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","86","1","1","3","1","3","1","1","1","1","3","1","3","1","2","2","2","2","2","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","2","","2","","2","2","2","2","2","2","2","2","2","982","982","U","2","00004","0001"
"0100152.0087.53","0100152.0087.53.01","0100152","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","1","-","2","2","39","1","1","1","2","3","2","1","2","2","2","2","2","2","4","2","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","4","3","3","3","4","4","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","982","1965","U","2","00004","0001"
"0100152.0116.54","0100152.0116.54.04","0100152","54","04","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","21","1","1","2","1","1","1","1","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","0","3","2","2","","2","","1","2","2","2","2","2","2","2","2","982","3929","U","2","00004","0001"
"0100152.0148.55","0100152.0148.55.01","0100152","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","1","65","1","1","3","1","3","1","3","1","1","3","1","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","3","1","1","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1","2","","2","","2","1","2","2","2","2","2","2","2","982","1965","U","2","00004","0001"
"0100169.0014.51","0100169.0014.51.02","0100169","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","1","2","56","1","1","3","1","3","1","1","1","1","1","1","3","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","3","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","1081","3243","U","3","00005","0002"
"0100169.0038.52","0100169.0038.52.02","0100169","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","1","2","37","1","1","1","2","3","2","2","1","2","2","2","2","1","3","1","1","1","2","2","2","2","2","1","2","2","1","3","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","0","0","2","1","1","2","1","2","1","2","2","1","2","2","1","1","2","1081","3243","U","3","00005","0002"
"0100169.0056.53","0100169.0056.53.02","0100169","53","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","1","2","35","2","1","3","1","3","1","1","1","1","1","1","2","1","4","1","1","1","1","2","1","2","2","1","1","1","1","3","2","2","2","2","2","1","2","2","1","1","1","1","1","1","4","4","2","3","1","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","1081","3243","U","3","00005","0002"
"0100169.0073.54","0100169.0073.54.01","0100169","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","1","2","32","1","1","1","1","3","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1081","1081","U","3","00005","0002"
"0100169.0094.55","0100169.0094.55.01","0100169","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","1","2","78","2","1","3","1","3","3","3","3","3","3","1","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","2","","2","","2","2","2","2","2","2","2","2","2","1081","1081","U","3","00005","0002"
"0100255.0047.54","0100255.0047.54.02","0100255","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","29","2","1","1","2","3","1","1","1","1","1","1","2","1","3","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","4","4","4","4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","4","2","2","","1","2","2","2","2","2","2","2","2","2","2","951","1902","U","3","00006","0002"
"0100255.0081.51","0100255.0081.51.01","0100255","51","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","1","50","1","1","3","1","3","1","1","1","1","3","1","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","2","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","951","3804","U","3","00006","0002"
"0100255.0115.52","0100255.0115.52.01","0100255","52","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","50","1","1","1","2","3","2","1","1","2","2","1","2","1","4","1","1","1","1","2","1","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","3","3","3","3","9","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","951","951","U","3","00006","0002"
"0100255.0141.55","0100255.0141.55.02","0100255","55","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","1","59","2","1","3","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","2","2","","2","","2","2","2","2","2","2","2","2","2","951","1902","U","3","00006","0002"
"0100259.0019.53","0100259.0019.53.03","0100259","53","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","2","22","1","1","3","2","1","1","1","1","2","1","1","2","2","4","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","3","3","3","3","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3","1","1","2","2","","2","2","2","2","2","2","2","2","2","1195","3586","U","3","00007","0002"
"0100259.0042.54","0100259.0042.54.01","0100259","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","2","46","1","1","1","2","3","1","1","1","2","3","1","2","1","4","1","2","1","1","1","2","2","2","2","1","2","3","2","2","1","2","2","2","2","2","2","1","1","1","1","1","2","3","3","3","3","3","3","3","3","2","2","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","1195","1195","U","3","00007","0002"
"0100259.0064.55","0100259.0064.55.01","0100259","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","1","56","1","1","1","1","3","1","1","2","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","2","1","2","","1","2","2","2","2","2","2","2","2","2","2","1195","3586","U","3","00007","0002"
"0100259.0089.51","0100259.0089.51.02","0100259","51","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","2","59","2","1","3","1","3","3","3","3","3","3","1","3","3","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1195","4782","U","3","00007","0002"
"0100259.0116.52","0100259.0116.52.02","0100259","52","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","4","2","52","1","1","1","1","3","1","1","2","2","1","1","3","1","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","0","1","1","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","1195","3586","U","3","00007","0002"
"0100295.0074.53","0100295.0074.53.01","0100295","53","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","26","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","2","1","2","1","2","3","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","2","2","2","","1","2","1","2","2","2","2","2","1","2","2","1206","1206","U","2","00008","0001"
"0100295.0206.54","0100295.0206.54.01","0100295","54","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","33","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1206","1206","U","2","00008","0001"
"0100295.0265.55","0100295.0265.55.01","0100295","55","01","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","2","2","54","2","1","3","2","3","2","2","2","2","1","1","2","3","4","2","2","1","1","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","2","2","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1206","1206","U","2","00008","0001"
"0100300.0036.55","0100300.0036.55.03","0100300","55","03","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","0","-","3","1","21","1","1","1","2","3","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","2","3","1","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","2","2","2","","2","","1","2","2","1","2","2","2","2","2","1165","4659","U","2","00009","0001"
"0100300.0071.54","0100300.0071.54.02","0100300","54","02","-","-","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0225","01","0","1","-","3","2","40","2","2","2","2","3","3","1","1","1","1","2","2","2","4","2","2","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","","2","","2","2","2","2","2","2","2","2","2","1165","3494","U","2","00009","0001"
